opiniao;tweet
Positive;im searchin for da words to make you realize...that I really, really want you to stay. 🔭📚
Positive;@vpoirier30 Lucky you, what day is it Victoria?
Neutral;"RT @WorldwideELFs: hello! Can u help RT to vote SJ on Mnet Japan~ thanks
https://t.co/moPheNn0Bm
https://t.co/mbrusYJzt... — ELF HELP! http…"
Neutral;Russian PM Medvedev says Western sanctions are testing country's strength: MOSCOW (Reuters) - Russia's strengt... http://t.co/aliY6EFYNL
Neutral;"RT @kimsuzy6: ""@lorenzpaul10: Ideal guy ni Jane

Family oriented,Sweet, Protective, may sense of humor, thoughtful, maalaga"" c wawa yan😊
St…"
Neutral;"Neymar Jr.'s eyes [Official] - YouTube
https://t.co/Ab0ulpeztT
#Answerz #FastReach"
Neutral;RT @ESPNcricinfo: #CricCuts: Tendulkar explains why it was important to get Kallis out before he observed the grass on the pitch. http://t.…
Neutral;RT @ESPNcricinfo: #CricCuts: Tendulkar explains why it was important to get Kallis out before he observed the grass on the pitch. http://t.…
Neutral;"🌀❄️⚓️🐳💦
@michael5sos 
michael clifford
from 5sos ...
please FOLLOW me
your hair will grow 
back if you do !!
🌀❄️⚓️🐳💦11,852"
Neutral;Times of crisis: companies merge and consolidate. Nations split up #ScotlandDecides http://t.co/Tlut3RpjPk
Negative;"""@teenageproverb: ""Trying not to care is difficult when you care so much."""""
Neutral;@Luke5SOS i feel that feeling all the time
Neutral;@russellcrowe What the Hell! “@Fascinatingpics: Worst designed garment of clothing in the history of the human race: http://t.co/nAqQU1fPCK”
Neutral;@DTFdomo Them fire too. but subway go cray
Neutral;@fplogue @irishexaminer But when cited incorrectly, it's the same old bovine by-product.
Neutral;RT @WOOHOOBandz: #Np  @onedirection - right now
Positive;@Scout_Willis a big age difference, but you see beauty runs in the family!
Negative;"Oshey analyst ""@jag_bros: That Synagogue building collapse looks exactly like a Perfect CONTROLLED DEMOLITION ...."""
Neutral;Really want to get everything back on the right track by the time I graduate. That's probably my goal for 2015 #lifegoals
Neutral;"RT @Celebs4indy: LIMMY 'Do you DARE to believe that we could run this small country of ours &amp; care for its people more than Westminster can…"
Positive;"Michael Clifford from🌞 @5SOS 
I know you get this alot but can you be my 2/4?🙈
I love u guys,#MTVEMA 5 Seconds of Summer💕
@Michael5SOS x965"
Negative;"RT @Sardieq_WP: Not funny 😐 RT""@FootyHumour: Man United fans comin' out of nowhere like.. http://t.co/5Q87V07kx4"""
Neutral;Android One smartphones to be priced at around Rs. 6,399 in India, Google mulls expans... https://t.co/fd00XGR1Eu http://t.co/NUJd2q4fMW
Neutral;#mature #milf #cougar #hot #amateur #wife #blowjob #gif #nude - [link removed] http://t.co/0ifanMH4wb
Positive;"""@MadisonElleBeer: you're a princess and you deserve to be treated like one"""
Neutral;Scottish Referendum: What Is the United Kingdom? http://t.co/YZd8j60h7e
Neutral;Scottish Referendum: What Is the United Kingdom? http://t.co/YZd8j60h7e
Neutral;0.7M at 9.7km, 17.9km ENE  from Kistufell (64.850N, 16.866W)  #bardarbunga #ashtag
Neutral;0.7M at 9.7km, 17.9km ENE  from Kistufell (64.850N, 16.866W)  #bardarbunga #ashtag
Neutral;Top story: Mike Duffy trial timing seen as problem for Harper, Conservatives - … http://t.co/pl7fHcRPpV, see more http://t.co/JBeCBhryAZ
Positive;"The winner of our #FridayFreebie satchel is @portiamatty congratulations! Please DM name &amp; address, thanks for taking part"
Positive;@Lovetwill__ ok sure lol
Negative;@Lovetwill__ ok sure lol
Neutral;"RT @OMGFacts: When you hear what scientists are planning for Stephen Hawking, your mind will be blown ---&gt; http://t.co/96PkTPbwkh http://t.…"
Neutral;RT @thescript: #TheScriptFamily big news you can download #NoSoundWithoutSilence today... HERE: http://t.co/1QiPoWlSis http://t.co/UX9NipzM…
Neutral;You may be operating under the illusion that whatever you crea... More for Libra http://t.co/PL8QMNPzvu
Positive;Hahahah Madness is now what @givenazo2015
Neutral;RT @David_Boreanaz: Chi Bears on the March in SF tonight. @ichadlowe checking flight times out of there and @ikimlowe squashing his Tone! #…
Neutral;"Plz visit our store for fabulous wedding gifts.

http://t.co/sRphcZtzv9 http://t.co/GNago465mY"
Neutral;"Plz visit our store for fabulous wedding gifts.

http://t.co/sRphcZtzv9 http://t.co/GNago465mY"
Neutral;Don't see big-ticket move by Infosys for a year: Centrum:  In an interview to CNBC-TV18, Ravi Menon, I-T Analy... http://t.co/2ZCMnfXraQ
Neutral;Don't see big-ticket move by Infosys for a year: Centrum:  In an interview to CNBC-TV18, Ravi Menon, I-T Analy... http://t.co/2ZCMnfXraQ
Neutral;@jason_dohring Still can't believe I got to meet and hang out with you! Safe travel home tomorrow #DreamsDoComeTrue http://t.co/d8iViq3G6b
Neutral;"""my top 2 biggest fears in 1 day what a time to be alive"" https://t.co/dnyriPQ7Sh"
Neutral;I L❤VE YOU 2...LOL...
Positive;I L❤VE YOU 2...LOL...
Positive;@joeivalentine_ Those movies are great!
Positive;@joeivalentine_ Those movies are great!
Neutral;Mohammed nod for Atlantic Resort, Dubai Waterfront, Za'abeel One.... http://t.co/2SaVGYgqgI
Neutral;I love you. do you love me?
Positive;Rockin my mum's 30+ yearold jeans. Lol.  They fit!!!  #vintage #mine #therealisthandmedowns  jose2352 http://t.co/kw4Lo8Mk8h
Negative;Watching TV n chipped a tooth...where's @ashhebert when u need a good dentist!
Neutral;One person followed me and 2 people unfollowed me in the last day. Thank you http://t.co/6leb2gclrQ app
Neutral;@Paraxade0 @myriachan is our resident decompiler
Negative;RT @ItsKayven: This shit crack me up, nigga high af. http://t.co/CpZy8kMgUt
Negative;RT @ItsKayven: This shit crack me up, nigga high af. http://t.co/CpZy8kMgUt
Neutral;".@saffs_affs96 Hi there &amp; welcome to @UlsterUni - the @UUSU Facebook page is probably the one to follow. Here it is: https://t.co/CBXSLby7tP"
Positive;@Jamiebower love me x
Positive;@alternyaaphro im first. Hehe..
Neutral;#JukiTanya   YesOrNo Need Holiday ?
Neutral;"Title:  Fly Me To The Moon  
 Artist:Frank Sinatra
http://t.co/3NkhYPLQDT"
Neutral;"Title:  Fly Me To The Moon  
 Artist:Frank Sinatra
http://t.co/3NkhYPLQDT"
Neutral;RT @khuns_Nuna: 140915 Nichkhun Mirage event 1 http://t.co/1IEi6dGWhq
Neutral;RT @precioushim: i have similar lock screen backgound with my lovely melmel hehe xD preshus shotas are preshus hngg ❤️ @babychunface_ http:…
Neutral;If you keep it real with me I'll keep it real with you
Neutral;If you keep it real with me I'll keep it real with you
Negative;Oh dear God i dont remember any musical theory loll
Negative;Oh dear God i dont remember any musical theory loll
Positive;"@deansfreak ;) If only we could lay our weary heads on certain shoulders ... http://t.co/qwMBw9le8T"
Neutral;RT @OnePerfectShot: ERASERHEAD (1977) Director of Photography: Herbert Cardwell and Frederick Elmes | Director: David Lynch http://t.co/AMs…
Neutral;RT @OnePerfectShot: ERASERHEAD (1977) Director of Photography: Herbert Cardwell and Frederick Elmes | Director: David Lynch http://t.co/AMs…
Neutral;"@lovskogen it's a blueprint from the preparation phase &amp; flowers as a post-conference trace"
Neutral;"@lovskogen it's a blueprint from the preparation phase &amp; flowers as a post-conference trace"
Positive;@Helioscopes fancy it next year then? God that burger does look good, another one today methinks!
Neutral;@fleabeatle Love planes? Join us for the #SywellClassic 27th-28th Sept http://t.co/7HkxmUDuEC http://t.co/ATKCDsVPih
Neutral;RT @ItsTumblrPosts: I miss you, text me.
Neutral;RT @ItsTumblrPosts: I miss you, text me.
Negative;I'm voting nooooooo
Negative;I'm voting nooooooo
Neutral;@darryl_edison Redevelopment Project Land Garbing Scam Refinery View Chs Ltd, 62/63, Maroli Church. Road, Chembur, Mumbai-400074.India
Neutral;4 people followed me and 3 people unfollowed me // automatically checked by http://t.co/YuwJaho9Vu
Neutral;RT @BtonGirlProbs: My roots aren't fucking funny anymore, you know you've left them too long when your hairs beginning to look ombré
Positive;"PORDALAB
#SGPerfectlyImperfect  
#SGPerfectlyImperfect 
#SGPerfectlyImperfect 
#SGPerfectlyImperfect 

Tweet Retweet Qoute !!!"
Negative;"RT @xtharr: loool""@elegantchick_73: My BF isn't allowed to swim;u tryna drown and escape this relationship??? No Way!"""
Neutral;"1/2 ""Between 2008 &amp; 2014 trips using pay-as-you-go Oyster cards rose in price by 61% for bus journeys &amp; 47% for the underground"" #TFL"
Positive;@Liyannayus Thank you Ka! For coming to Sufri school!! You look beautiful and gorgeous actually :))
Positive;First Android One smartphones launch http://t.co/m2e4cQHHTt
Positive;@valizzzle goodnight Danky 😊😂
Neutral;@Mercurial_Ashu word
Neutral;@Mercurial_Ashu word
Neutral;"RT @hasgeek: Meet @himkp and hear him talk about ""Managing API Resources and Their Relationships "" https://t.co/bi27DaoKeU http://t.co/UjZz…"
Neutral;RT @NewtonSquared: @Campuslondon Good #startup info“@mikegrand1: 5 Best #Language #Translation Tools http://t.co/nB4grn0Dr9 @Hult_Biz #EF #…
Neutral;@omithehomie what !
Negative;RT @UrsShruthi: Power continues to shake B and C centres
Neutral;"Good morning #RVA! Join @Morgan8news &amp; @Amie8News for #GMR! For the news and weather where you live. Watch online: http://t.co/XiGF6uNVCi"
Positive;And that's a wrap! Congratulations Nathan and Stephy!!! #mylucky #lucky #7V #nathanlee #... http://t.co/YdunbPuPOi http://t.co/UtAVjWx0gI
Positive;RT @ohteenquotes: This would be such a cool date 😍 http://t.co/dazPcKJdvw
Neutral;RT @imagejournal: Rush Hour #TowerBridge http://t.co/S3cJZoQH80 size 24inx16in £85.00 #London #photography #retweet #landmarks #night http:…
Negative;Exhausted
Negative;Exhausted
Neutral;RT @NewsAustralia: 'War On ISIS' paying off for Macquarie Bank. $100m profit off $1b invested in Northrop Grumman, Raytheon, Lockheed, #aus…
Negative;@nzdodo Oh no!
Positive;Allison Young i met scorch :) http://t.co/RJDqCQOXsW
Neutral;Allison Young i met scorch :) http://t.co/RJDqCQOXsW
Neutral;RT @AkanshaGautam_: Arctic light II by Felix Inden http://t.co/VgEBaLjBMy
Neutral;RT @AkanshaGautam_: Arctic light II by Felix Inden http://t.co/VgEBaLjBMy
Negative;"@kanyewest  dropped his show to yell at a fan for not standing during his show. 

That fan was in a wheelchair. Ugh. 
#KanyeWest #Dick"
Negative;"@kanyewest  dropped his show to yell at a fan for not standing during his show. 

That fan was in a wheelchair. Ugh. 
#KanyeWest #Dick"
Neutral;"RT @agatamaliklol: ‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️‼️
please, follow her  @duiwel__ 
she's your biggest fan
do it for her please

@skyferreira
‼️‼️‼️‼️…"
Neutral;one person unfollowed me // automatically checked by http://t.co/HkT78FeEoC
Neutral;one person unfollowed me // automatically checked by http://t.co/HkT78FeEoC
Neutral;Nuevo en #Netflix: Dirty Work Link: http://t.co/J63CiBqUFI
Neutral;RT @AwkwardComedy: incoming freshman be like http://t.co/Rc733FMZRT
Neutral;RT @AwkwardComedy: incoming freshman be like http://t.co/Rc733FMZRT
Neutral;"RT @Siga_Gatito: 🌻ＲＥＴＷＥＥＴ

🌻ＩＦ

🌻ＹＯＵ

🌻ＦＯＬＬＯＷＢＡＣＫ

🔥 @Sjdammer

🔥 @jonreaksmey

🔥 @JuliaMa63217935

🔥 @QdoBienCnTodos

🔥 @ChrisVY20

🔥 @jer…"
Neutral;@peteloafer It is, an unexpected surprise yesterday.. sad story but she's ok 😊
Neutral;"Theresa May, Steve McGuirk(@gmccfo) &amp; Ali Parsa: 3 people who've shaped public service http://t.co/TVID9X1L0f @EthosJournal @reformthinktank"
Neutral;"RT @Gizmodo: This portable XBOX One gaming ""laptop"" can be yours for just $1,500 http://t.co/3DLfaL09qL http://t.co/L3rYOc6yOx"
Negative;how can guys do double anal like you're literally getting your dick rubbed by another dick no thanks bud
Neutral;3 people followed me and 2 people unfollowed me in the last day. Thank you http://t.co/r3U0cNF6mp app
Neutral;"""r_2_Be: A prayer"
Neutral;"Reekado Banks""@Baddman20: Which banks do u use ? #Berinda_by_icee_ft_splash #KellyhansomeDotcom"""
Neutral;"Reekado Banks""@Baddman20: Which banks do u use ? #Berinda_by_icee_ft_splash #KellyhansomeDotcom"""
Positive;😩back to my busy life tomorrow 🙌🙏I'm grateful though. Work , work , work that's all 💜
Positive;😩back to my busy life tomorrow 🙌🙏I'm grateful though. Work , work , work that's all 💜
Neutral;Goodnight! Saw the most amazing sunset over the mountains at Joshua Tree http://t.co/i9gi3bHz9F, see more http://t.co/CJfjjf2Djq
Negative;RT @Oddy4real: For those of u prayin d troops fail so u can insult GEJ as usual, wat u don't know is dat u will/may be exterminated by Boko…
Negative;RT @Oddy4real: For those of u prayin d troops fail so u can insult GEJ as usual, wat u don't know is dat u will/may be exterminated by Boko…
Neutral;"RT @bfiben: ... HEAD OF UK AUDIENCES, NET.WORK COORDINATOR &amp; CONTENT EDITOR, UK AUDS COORDINATOR, OPS COORDINATOR... http://t.co/m68IpNymEk"
Neutral;The Profit Goldeneye: Forex indicator with numerous built in algorithms, voice alerts and very accurate entries. http://t.co/5ShDI4N0CI
Neutral;RT @xandeelicious: lol gd going down while dara (with her biiiggg mic) is going up RT @iamcrystalball: Dapak 😂😂😂 i c u dara 😂😂😂 http://t.co…
Positive;RT @investgambia: Good Morning #Gambia, #Africa, we wish you all a Peaceful, Fulfilling and Fruitful Week ahead. May God's blessing be with…
Positive;RT @investgambia: Good Morning #Gambia, #Africa, we wish you all a Peaceful, Fulfilling and Fruitful Week ahead. May God's blessing be with…
Positive;RT @GGanzales: There is my gift for guys! #BlockB #BlockBInMoscow http://t.co/Xu8YgmVhJ4
Neutral;The Heat was pretty good and funny. Maybe not AS funny as most made it seem to be, but very good.
Neutral;@zingtv Hatsoff 4 all the magicians who build our world
Neutral;@zingtv Hatsoff 4 all the magicians who build our world
Neutral;RT @ohteenquotes: The Janitor in theaters nationwide this October 8, directed by @DirekMike.  @TheJanitor2014 http://t.co/AcaId6Cdab
Neutral;RT @ohteenquotes: The Janitor in theaters nationwide this October 8, directed by @DirekMike.  @TheJanitor2014 http://t.co/AcaId6Cdab
Negative;Skin shocks used at Mass. school draw FDA look: CANTON, Mass.     (AP) -- Some cut themselves. Others slam the... http://t.co/rY5wy2bzRu
Neutral;RT @Pocket2u: Nas is just....... 😍👌
Positive;"🌿💿🍃📎🌿💿🍃📎🌿
@Luke5SOS @Luke5SOS
luke hemmings from 5sos
just use your superpower
to make me and my fwed
@zouisftselly smile ilysm ◡̈

260"
Positive;Holay Shitballs. It's Monday. And it's beautiful....󾌯󾌯󾌯󾮟󾮟󾮟❤️❤️❤️ — feeling happy
Negative;i'm so lost https://t.co/swlk2DB4Zf
Neutral;RT @larisjewelrydes: #Laughing #Buddha #Earrings Silver Buddha by LarisJewelryDesigns http://t.co/C3BYIC6Kwo via @Etsy #etsymntt #spiritual…
Neutral;Gazegill Rare Breed 100% Grass Fed Steak Selection Hamper: http://t.co/Gpz9JJI4Pt via @rawcowsmilk
Neutral;RT @_LukeBoyle: Who remembers this prick.😂 http://t.co/X15Cn6jlra
Neutral;@rejunevated What am I going to do with all these awful jumpers then? Oh dear, never mind, you are marvellous,
Neutral;@twt_buku this is old English http://t.co/nx8RPANrwv you might hear this language in BBC's Merlin or LOTR (since Tolkien is an expert in it)
Negative;"RT @AishaYesufu: Instead of telling President Jonathan to sit up and do the right thing EVEN YOUTH are busy egging him on.
When did failure…"
Negative;"RT @AishaYesufu: Instead of telling President Jonathan to sit up and do the right thing EVEN YOUTH are busy egging him on.
When did failure…"
Neutral;"RT @BENFAN90: 130915 #WuYiFan #KRIS at YVR✈️ICN AIRPORT 1/4
Credit: Strawberrybaby1106 http://t.co/j9MTANBEwR"
Neutral;"RT @BENFAN90: 130915 #WuYiFan #KRIS at YVR✈️ICN AIRPORT 1/4
Credit: Strawberrybaby1106 http://t.co/j9MTANBEwR"
Negative;RT @zayntheist: low quality zayn pictures are better than high quality pictures of you http://t.co/DNkw3azWzD
Negative;RT @_bedrockin: So when does everything start to go my way?
Neutral;@ILovEBraD28 @PopStop899 @Magic899 @rikiflo gotcha!
Negative;@yaritzi_xo jk biatch I got cought up eating 😝
Neutral;RT @restreitinho: the more i work with social media, the more i feel everyone in this industry should read the advertising classics
Negative;RT @restreitinho: the more i work with social media, the more i feel everyone in this industry should read the advertising classics
Neutral;I thought this was a photoshop but it's the weirdest ship I've ever seen http://t.co/wRC5FeT1YP #gadgets #tech
Neutral;@CloudNai @Lou_weezy_ana ignore this coon
Neutral;Costa is off to a flyer, but Liverpool and Man City stars are still good bets for top scorer - http://t.co/YnbGUom9o9 http://t.co/1WqQ7OOiPf
Positive;Its a beautiful thing “@Naycha_SA: The boi @smashis got some loyal fans ya'll.. Sheeeshh!!”
Neutral;@alexxclarrke runnin' runnin'... runnin' run
Neutral;@Melyx_ why bebi?
Neutral;@Melyx_ why bebi?
Negative;"RT @SuperSportTV: Rio Ferdinand on Moyes: ""Unintentionally, he created a negative vibe...He'd slowly lost us. I didn't enjoy playing under …"
Neutral;@home Another hour! It's September 15, 2014 at 06:02PMfxxcvj
Positive;Civil War officer's heroism earns Medal of Honor http://t.co/8AaFJXUE1m
Neutral;RT @RTR_Racing_News: Zarkandar skips Ces date Zarkandar, a leading contender for next month's Betfred Cesarewitch, will bypass the Newm htt…
Positive;I'm sure I'll be here to go see that with D. I hopeeee
Positive;RT @ANDREASOPHlA: @ddlovato your concert is like a full on workout but its a fun workout
Positive;@UniofNottingham is there a list of where the showers are on campus? Makes my cycle commute a lot happier when there's a shower at the end
Negative;"RT @theJamiesWorld: I don't like it when people say ""you'll get over it"" it's like yeah, I probably will. But right now I'm sad so please h…"
Negative;RT @Nate_911: @candace_hector @LeaLavelot no that shit will kill you #trust
Neutral;RT @Nate_911: @candace_hector @LeaLavelot no that shit will kill you #trust
Negative;RT @neiltyson: If your belief system is not founded in an objective reality, you should not be making decisions that affect other people.
Negative;sext: you try not to be trying to be with them all your time
Neutral;RT @DirtyPoliticsNZ: 'We need to apply Nicky Hager's framework when we analyse the govt response tomorrow' #dirtypolitics #mot
Positive;@billiamroy good mate cheers 🍻 lapping up the sun,walking on the beaches looking at the peaches,howaya #shroosebryherewecome
Neutral;RT @itisdeepan: @ChelseaStats hello, here is a FB cover page i did in tribute of our special 1 Jose, hope u guys can retweet it http://t.co…
Neutral;The ghost stories told at the gather are all centering in my memory, haunting me as the hair on my back rise.
Positive;"RT @desprate__: between ""sayang &amp; bae"" i prefer ""sayang"" idk, 'sayang' is such a beautiful word in malay 😂"
Positive;"RT @desprate__: between ""sayang &amp; bae"" i prefer ""sayang"" idk, 'sayang' is such a beautiful word in malay 😂"
Neutral;RT @CraveMoiThought: MILEY CYRUS IS AN OUTFIT REPEATER http://t.co/do1h3LaFPu
Positive;😄😃😄 love is in the air ❤️❤️❤️ http://t.co/y1RDP5EdwG
Neutral;I heard you like dolls. May I present the Island of Dolls! http://t.co/3jNgzV3zAe
Positive;Bunch Of #Grapes #Tote #Bag http://t.co/kUNVSkqkhh
Neutral;RT @DaSpriteBDirty_: my main focus is to get my shit together
Negative;RT @DaSpriteBDirty_: my main focus is to get my shit together
Neutral;"RT @CommunityGrow: We're looking for volunteers to help at the #TrowbridgeAppleFestival pls RT &amp; get in touch if you can help!  @wiltshiret…"
Neutral;What are you reading, Lucian?
Neutral;What are you reading, Lucian?
Positive;RT @nahbiebercarter: This is me when all my idols are doing follow spree 😂 http://t.co/16KhRNR2Xe
Positive;Agh! Just 1 mark more and I could've gotten a Distinction! DX
Neutral;"""Sometimes we don't realize how blessed we are to have our mothers in our lives."""
Neutral;#menunggu17september  Love CJR?
Neutral;I've just entered a competition on Julie's Notebook to win Lily's kitchen dog food from @PetShopBowl  http://t.co/rw6IKM8aZ7
Neutral;NEW!! Watch: Bickley, Somers break down Cards’ win http://t.co/blC4f6E1wU #Arizona
Neutral;RT @yusnitayns: @Alifza_mahendra up to you
Positive;(#Kuuky__frez) Egypt's Most Prominent Activist Released on Bail: Egypt's most prominent activis... http://t.co/MWlI5dmmxc (#Kuuky__frez)
Neutral;#DannaPaola #KCAMexico once http://t.co/nS4BiIQ2e2
Negative;RT @radicaldaily: Sep 15 1973 - Musician, singer, musical director Victor Jara killed after torture by Pinochets forces following coup in C…
Negative;RT @radicaldaily: Sep 15 1973 - Musician, singer, musical director Victor Jara killed after torture by Pinochets forces following coup in C…
Neutral;And so we know and rely on the love God has for us. God is love. Whoever lives in love lives in God, and God in... http://t.co/Ux7E0CpU0x
Negative;I supposed to be healthy eating today and I've just eaten 6 Oreos ffs 😢
Neutral;RT @MobilePunch: Air France pilots begin strike http://t.co/WY54xmrSc6
Negative;RT @gouravmalhotra: We're taught in school to be deathly afraid of strangers, and yet who does us the most harm?
Neutral;Plastic pollution choking Australian waters: study #NewsAd link http://t.co/EMwVKvmp1h
Negative;Missing my family! http://t.co/RqRO8N7WOA
Negative;Missing my family! http://t.co/RqRO8N7WOA
Negative;i know i can listen to the songs online but its a different feeling when you have the cd :[
Positive;i know i can listen to the songs online but its a different feeling when you have the cd :[
Neutral;RT @justinbieber: @Vitalyzdtv good times
Neutral;Reply to @yehmehfil @Reethiel @10hottkaran Wowowow..I want to Join..:D :P ♥♥ #HNYMusicLaunch
Positive;Reply to @yehmehfil @Reethiel @10hottkaran Wowowow..I want to Join..:D :P ♥♥ #HNYMusicLaunch
Neutral;RT @patcashhealy: Brown Panther jockey @RKingscote after @curraghrace win. See gallery http://t.co/voWGTccgic http://t.co/4Uj2WsuMHU
Neutral;RT @patcashhealy: Brown Panther jockey @RKingscote after @curraghrace win. See gallery http://t.co/voWGTccgic http://t.co/4Uj2WsuMHU
Positive;Blue Black is just. Ugh 😍😍
Neutral;"Dick Cheney Should be in Jail: 
Read the full transcript here
 http://t.co/CrN0NNolxj #ANS2014"
Positive;@act2baby @JoffreVs love raised by WOlves edge at his best
Positive;RT @Invest_inPoland: @SMajman: we believe EU founds will help to mold Polish economy.
Neutral;RT @Invest_inPoland: @SMajman: we believe EU founds will help to mold Polish economy.
Neutral;RT @DIYourselfs: Adorable idea for if/when you have a family 😊 http://t.co/CuxOp5FIuC
Negative;RT @ohteenquotes: I wish 😞 http://t.co/zpWBYfisKK
Neutral;Only 36 percent of P2.6-trillion budget to be debated on, Davao Rep. Ungab explains why http://t.co/84hU62FpG7
Neutral;RT @JoelHoekstra13: @sylvia13ps never been able to do a yo-yo or hula hoop.
Negative;@flacahx3 nah fuck u
Negative;DON'T QUOTE ME WITHOUT SAYING ANYTHING MY GOSH #SBSPopAsiaTARA
Positive;@AlumniVertice @GamificationApp @NickZafo @JordanSMarder - Thank You for mentioning me! Have an Awesome Day! :)
Neutral;"RT @alphabetsuccess: Reputation is what men and women think of us; character is what God and angels know of us. - Thomas Paine #quote"
Neutral;RT @ForNiggasWho: CHIEF KEEF CHANGING HIS LIFE http://t.co/2eGu3Xgdle
Neutral;RT @ForNiggasWho: CHIEF KEEF CHANGING HIS LIFE http://t.co/2eGu3Xgdle
Neutral;RT @AdamDreece: The First 1000 - Part 1 Lessons learned on the path to building an Author's following #MondayBlogs #SNRTG http://t.co/6iZRx…
Neutral;RT @ChloeBoulez: All caught up on reading, can't sleep....... Probably because I'm still coding in my head - hopefully just a couple more d…
Neutral;Project 06. Correction ^______^
Positive;Project 06. Correction ^______^
Negative;"RT @HarimauMalayaFc: If you're Ashamed to stand by your colours, you better seek for another FLAG.
-MOHKTAR DAHARI-"
Neutral;"""@onedirection: .. wanna find out when YOU can get hold of #StealMyGirl where you are? Check this out: http://t.co/1S7LiqJjhJ"""
Neutral;＠home http://t.co/GWWn2fJz6d #teamfollowback #ふぁぼした人全員フォローする 10
Neutral;1 user I follow does not follow me back on Twitter. Find out who does not follow you back http://t.co/1IJnEl75vP
Neutral;"IB Admit Card 2014 – IB Security Assistant Hall Ticket 2014

Admit cards for SA/Exe examination (Oct 12, 2014)... http://t.co/mzWLbEA93C"
Negative;Diff work place . new people. Getting to know  them..gosh I hate change.
Positive;RT @pakalupapito: relationship goal: a relationship
Negative;RT @pakalupapito: relationship goal: a relationship
Neutral;India to grow at 5 6% in FY15 rate cuts likely in Q1 2015: FICCI http://t.co/hwCCABgT19 #commoditynews
Negative;mini-heart attack gago..
Negative;mini-heart attack gago..
Positive;RT @SurrealFineArt: Honey for the eyes VIRILE MOMENT http://t.co/DC2tNLNzlQ http://t.co/AqukhIBUHl #love #red #orange #art #arts #beauty #f…
Neutral;"@sylvi_d  if you were keen on footy show tickets...

https://t.co/i6lp6AhSZ5"
Neutral;"@sylvi_d  if you were keen on footy show tickets...

https://t.co/i6lp6AhSZ5"
Neutral;Jonathan reaffirms credible elections in 2015 | P.M. NEWS Nigeria http://t.co/hzWEQYrms3
Neutral;New Zealand dismisses Snowden's claim it planned mass domestic spying: WELLINGTON (Reuters) - New Zealand was ... http://t.co/waiZTpzAtm
Neutral;RT @filmfare: We are on our way to meet the cast of #HappyNewYear. Stay tuned for live updates and exclusive pictures http://t.co/5pIKFyO18Q
Positive;Miss America Winner was Inspired by 'Pitch Perfect': The win is the third straight victory for the Empire State.
Neutral;#Bombay Bombay High Court refuses to quash plaint against Khar boutique owner http://t.co/LrgdHProCH
Positive;Uhp bright and early where ai at because gills about to get this work in......
Neutral;one person followed me // automatically checked by http://t.co/PLSDCsMIiA
Neutral;Ashya proton beam sessions begin: Brain tumour patient Ashya King is undergoing his first proton beam treatmen... http://t.co/b6tgElhBcE
Negative;“@LovePhrase: I feel stupid for liking you.”
Negative;“@LovePhrase: I feel stupid for liking you.”
Neutral;RT @WeShareHouse: Wishful thinking for #Monday morning. #Ibiza #Ibiza2014 #mondayblues #wesharehouse http://t.co/9Un7Is2d2p
Neutral;RT @WeShareHouse: Wishful thinking for #Monday morning. #Ibiza #Ibiza2014 #mondayblues #wesharehouse http://t.co/9Un7Is2d2p
Negative;Bang on! RT @BDUTT: If Kolkata restaurant denied Suzette Jordan entry for being the 'Park Street Rape Survivor'- it should lose its license
Neutral;RT thorn_alan: #gamedev Absolute Perfectionism involves infinite recursion. To release your game, you'll need to stop somewhere
Neutral;Take a short nap💤💤💤
Neutral;Take a short nap💤💤💤
Neutral;RT @siwon407: hello world, just want to let you guys know that a new song that I composed will be played for the… http://t.co/qzcS67lH0a
Neutral;RT @siwon407: hello world, just want to let you guys know that a new song that I composed will be played for the… http://t.co/qzcS67lH0a
Negative;"Lmao ""@Kobby_Skywalker: I almost followed this girl till I saw SM4lyf somewhere in the bio 😣"""
Negative;RT @cordellsimmons: I hate Derrick so I have signed off of #BB16. It's all about #BBAU now.
Neutral;Ok, next week 󾌩 http://t.co/Sdt2lUSfgt
Neutral;"I found Simple Pump in The Tribez &amp; Castlez for #iPhone. http://t.co/iBxfQahoHC #iphonegames,#gameinsight"
Neutral;Hagimit Waterfalls #Samal #Davao #Philippines http://t.co/8unRwdaf3I
Positive;Best discussion I have seen thus far on #inequality: Between Zainab Badawi and @dannydorling on @BBCHARDtalk http://t.co/VSNu033RdJ
Neutral;"""@BobOngQuotes: Unloving you is the hardest part."""
Negative;RT @KailashChandOBE: I have decided to run for Parliament cos I am determined no private health doctor will ever hand you a bill like this …
Neutral;RT @KailashChandOBE: I have decided to run for Parliament cos I am determined no private health doctor will ever hand you a bill like this …
Negative;"""@AIanHangover: If bae doesn't stalk your tweets then bae is not bae."""
Negative;"HEARTBREAK SAGING

Heartbreak Girl- 5 Seconds of Summer
 #ReplaceASongTitleWithSAGING"
Positive;@SamuelPEAN @McDawg hilarious! love the math about impact factor. #genius
Negative;School is gonna suck today.
Neutral;Yesterday is but today�s memory and tomorrow is today�s dream
Neutral;I can't accept to always be disrispected I believe I can change what i can't accept.
Positive;@Sitabhuller @Carl_Froch NO! I AM 😁 XX
Positive;"@luke_brooks omg you make my smile so bright 

i love you can tour follow me plz? x11"
