user;tweet;coordenadas;cidade;horario
olenic_;Minha mãe comprou um esmalte mt lindooooo;;Colombo, Brasil;2017-10-08 00:49:34
lirocastroSRN;Bibi eu te tiro dessa vida... 😍 #AForcadoQuerer #BibiPerigosa;;Colombo, Brasil;2017-10-08 00:53:20
pablomulller;Matando a vontade de comer trakinas;;Colombo, Brasil;2017-10-08 00:56:23
AdemirPereira93;Tia peruca e Vitor no #BakeOffBrasil #TiaPeruca #Vitor;;Colombo, Brasil;2017-10-08 01:01:51
lirocastroSRN;@jacqueebella viu aí tua amiga Irene kkk #AForcadoQuerer;;Colombo, Brasil;2017-10-08 01:06:08
action_kau;"Pergunta mais difícil de responder ""O que vc gosta de fazer?""";;Colombo, Brasil;2017-10-08 01:07:21
action_kau;Eu e o Matheus somos muito burros kkkkkkkkkkk eu amo ele ❤️;;Colombo, Brasil;2017-10-08 01:08:28
adhygoulart;"Quando a amiga te olha e pergunta: ""aí amiga vc tá namorando? Então vamos sair louca! Vamos hoje! Vamossss!""";;Colombo, Brasil;2017-10-08 01:08:44
Jonathan_C05;E tem gente que não gosta de Futebol! https://t.co/tbUUKUJi9x;;Colombo, Brasil;2017-10-08 01:08:56
pablomulller;Gucci Gang;;Colombo, Brasil;2017-10-08 01:19:09
action_kau;Meu coração tá no chão;;Colombo, Brasil;2017-10-08 01:19:14
action_kau;Mintira kkk;;Colombo, Brasil;2017-10-08 01:19:43
action_kau;Sério eu tô bem magoada com tudo e com todos (não todos mas boa parte) porém eu sigo a vida assim mesmo kkk;;Colombo, Brasil;2017-10-08 01:21:39
pablomulller;@QvssGil esse msm 🔥;;Colombo, Brasil;2017-10-08 01:21:50
action_kau;Minha língua tá toda cortada;;Colombo, Brasil;2017-10-08 01:28:39
porra_fabss;Minha vida é uma tristeza cara;;Colombo, Brasil;2017-10-08 01:29:54
Jonathan_C05;Analisei a tabela. Mesmo q não tenha resultado positivo c Criciúma seguiremos no G4. #15MilNaVila;;Colombo, Brasil;2017-10-08 01:41:37
Faabi_Konopka;"Quarta trabalhei das 8 às 17hrs,
Ontem das 7hrs às 18hrs, diretão
E hj das 8 ao meio dia
To morta vei";;Colombo, Brasil;2017-10-08 01:45:12
helieldiaz;I'm at pizzaria La Torre in Colombo, Paraná https://t.co/5tFWDcVE3U https://t.co/iYyS2DXKjF;{u'type': u'Point', u'coordinates': [-49.168441, -25.359032]};Colombo, Brasil;2017-10-08 01:47:10
Jgscoimbra;caralho comi muito vai se fude;;Colombo, Brasil;2017-10-08 01:48:28
Jgscoimbra;quero https://t.co/GLBkqqiZ87;;Colombo, Brasil;2017-10-08 01:52:09
pablomulller;O se soltaaa;;Colombo, Brasil;2017-10-08 01:54:51
hermes_stark;Não aguento essa visa de solidão;;Colombo, Brasil;2017-10-08 02:03:48
Jgscoimbra;ah tô sad vou dormi;;Colombo, Brasil;2017-10-08 02:04:25
Cati_rodrigues;https://t.co/xqsjxOHVMu;;Colombo, Brasil;2017-10-08 02:04:31
Cati_rodrigues;""" Basta dar um passo pra não estar mais no mesmo lugar."" https://t.co/Mfl2IOpOek";;Colombo, Brasil;2017-10-08 02:05:24
Luaaneexx;Esse cheiro de maconha lacrou em mim kkkkk mds;;Colombo, Brasil;2017-10-08 02:09:59
Luaaneexx;To chapada, vou assistir Simpsons ❤️;;Colombo, Brasil;2017-10-08 02:11:31
Luaaneexx;vi uma foto agora, no status de um pia kkkkkkk que foto engraçada;;Colombo, Brasil;2017-10-08 02:13:49
jujubaverde_;Eu sou tão viciada em mandar cantadas que quando as perguntas são reais eu tenho que avisar https://t.co/ITAT0XYeCv;;Colombo, Brasil;2017-10-08 02:14:29
action_kau;Achei que esse dia nunca ia chegar mas chegou;;Colombo, Brasil;2017-10-08 02:19:55
guedesnicolas_;hoje eu vou ficar em casa, hoje eu perco o role;;Colombo, Brasil;2017-10-08 02:20:23
guedesnicolas_;gostei da att do iOS;;Colombo, Brasil;2017-10-08 02:23:08
olenic_;Assistindo grey's tentando não ficar irritada;;Colombo, Brasil;2017-10-08 02:30:35
olenic_;Nem vou entra no wpp mais, credo kk;;Colombo, Brasil;2017-10-08 02:32:00
Jowwwef;Compre uma bebida na tribal tech e ganhe um fígado reserva.;;Colombo, Brasil;2017-10-08 02:36:11
olenic_;Tô muito de cara, meu Deus;;Colombo, Brasil;2017-10-08 02:36:41
heyHiatos;... https://t.co/61Z3xkol5F;;Colombo, Brasil;2017-10-08 02:40:04
heyHiatos;Esse menino é muito fofo https://t.co/vRBRG5OAuf;;Colombo, Brasil;2017-10-08 02:40:53
ghost_tosin;Meu pulso tá doendo muito e não faço ideia de como machuquei;;Colombo, Brasil;2017-10-08 02:40:55
poli_trindade;EU TO DESTRUIDA;;Colombo, Brasil;2017-10-08 02:41:17
heyHiatos;O que eu vou fazer essa semana inteira sem aula 👇 https://t.co/Rvhaykdm2n;;Colombo, Brasil;2017-10-08 02:41:27
poli_trindade;ate chegar dia 12, vou estar morta;;Colombo, Brasil;2017-10-08 02:41:35
action_kau;Cada brincadeira tem um fundo de verdade;;Colombo, Brasil;2017-10-08 02:42:35
action_kau;Mintira pq não é uma caixa;;Colombo, Brasil;2017-10-08 02:43:01
lirocastroSRN;Não me canso de assistir kkkk #Opequenino https://t.co/7o7VrFaWvm;;Colombo, Brasil;2017-10-08 02:43:32
heyHiatos;"Aí ela tá tão apaixonada 🌝 nem parece a moça que vivia me falando ""coração é pra pulsar sangue"" kkkk https://t.co/WF45POfP1G";;Colombo, Brasil;2017-10-08 02:43:53
malumereth;Esperando comecar o gp no Japão;;Colombo, Brasil;2017-10-08 02:46:41
guedesnicolas_;sábado à noite e eu aqui reclamado por não ter saído;;Colombo, Brasil;2017-10-08 02:47:56
action_kau;O sono que tô sentindo nesse final de semana não é comum meu Deus;;Colombo, Brasil;2017-10-08 02:49:35
action_kau;"As pessoas falam que se importam com vc e a justificativa pra TD que elas falam de ruim pra vc é ""eu me importo com vc""";;Colombo, Brasil;2017-10-08 02:50:40
action_kau;Por que na verdade se você não for como elas querem isso desagrada;;Colombo, Brasil;2017-10-08 02:51:35
malumereth;O JEITO QUE VOCÊ ME OLHA, VAI DA NAMORO!!!;;Colombo, Brasil;2017-10-08 02:52:14
action_kau;Daí elas falam que você deve fazer isso e aquilo diferente e voltar ser o que era pra melhorar, só pelo fato de que;;Colombo, Brasil;2017-10-08 02:52:44
action_kau;A sua mudança não as agradou sentimentalmente;;Colombo, Brasil;2017-10-08 02:53:05
action_kau;Eu acredito que eu estou mudando muifo;;Colombo, Brasil;2017-10-08 02:53:17
poli_trindade;ta doendo mt minha costa p tossir aaaaa;;Colombo, Brasil;2017-10-08 02:53:22
action_kau;E alguma hora eu vou mudar pra melhor que antes;;Colombo, Brasil;2017-10-08 02:53:39
action_kau;Mas agora no momento estou aprendendo bem mais do que antes eu tô ouvindo bem mais;;Colombo, Brasil;2017-10-08 02:54:37
action_kau;Nem sei mais o que tô falando ksksks;;Colombo, Brasil;2017-10-08 02:55:25
poli_trindade;so queria uma massagem;;Colombo, Brasil;2017-10-08 02:55:35
action_kau;Brayan melhor pessoa ❤️;;Colombo, Brasil;2017-10-08 03:12:03
Jowwwef;Tomei muita Heineken ontem. Que sofrencia hj. 🍬;;Colombo, Brasil;2017-10-08 03:12:04
olenic_;"[8/10 00:23] Sis 💕🐍: A amiga
[8/10 00:23] Sis 💕🐍: Falto vc
[8/10 00:23] Sis 💕🐍: De vdd
[8/10 00:23] Sis 💕🐍: Role sem tu nao da";;Colombo, Brasil;2017-10-08 03:25:30
_eduardabp;Sempre q não posso sair tenho mt vontade;;Colombo, Brasil;2017-10-08 03:29:02
fksckc;eu venero o pai da Anitta Aahahahhaahhahaha;;Colombo, Brasil;2017-10-08 03:32:21
poli_trindade;voces tambem sentem do nada uma vontade louca de chorar ?;;Colombo, Brasil;2017-10-08 03:32:44
Mrebelheartgirl;O melhor dessa parte do programa são as perguntas estranhas!😂😂😂 #altashoras;;Colombo, Brasil;2017-10-08 03:37:17
BiancaaAndradee;Boa noite galeres, amanhã tem prova da Puc-Pr 😆;;Colombo, Brasil;2017-10-08 03:39:08
action_kau;Eu olho pro Twitter e as outras redes sociais e a única coisa que consigo pensar é pq eu ainda entro nesses sites;;Colombo, Brasil;2017-10-08 03:47:20
action_kau;Coisas que deveriam ser saudáveis pra diversão e etc,, agora se tornaram algo sufocante e chato;;Colombo, Brasil;2017-10-08 03:48:25
Jowwwef;Um dos melhores DJs q já vi tocando, slc. https://t.co/ajCMt1RCPT;;Colombo, Brasil;2017-10-08 03:49:07
action_kau;É tão fácil a gente falar por trás de um tl mas chega na vida real não consegue falar nd, tô falando isso totalmente por mim;;Colombo, Brasil;2017-10-08 03:49:17
action_kau;Eu consigo 10 mil vezes mais me abrir com alguém por msgm do q pessoalmente;;Colombo, Brasil;2017-10-08 03:49:43
action_kau;A Letícia já me perguntou uma vez o q me falaram que me incomodou/incomoda é eu não falo;;Colombo, Brasil;2017-10-08 03:50:35
fksckc;VOCÊ JOGOU FORAAA O AMOR Q EU TE DEEEEEI;;Colombo, Brasil;2017-10-08 03:51:01
AnaFerreira83;Olha isso @jamiedorgas 😂😂 https://t.co/wHEjCstlOj;;Colombo, Brasil;2017-10-08 03:51:58
action_kau;Não entendo nenhum pouco pq eu me fechei tanto assim, tipo se eu falasse o q me incomoda as coisas estariam muito diferentes;;Colombo, Brasil;2017-10-08 03:52:02
action_kau;Mas muito diferentes mesmo;;Colombo, Brasil;2017-10-08 03:52:18
action_kau;Só que tanto faz tbm kkk vou dormir e ver se dou um tempo de internet;;Colombo, Brasil;2017-10-08 03:52:57
fksckc;eu fico vendo as vergonha que eu passo e nem tenho vontade de sair de casa mais AHAHAHAHAHAHAHAHAH;;Colombo, Brasil;2017-10-08 03:52:59
action_kau;Esse negócio já ta acabando com minha mente;;Colombo, Brasil;2017-10-08 03:53:15
action_kau;Muito de uma coisa não faz bem;;Colombo, Brasil;2017-10-08 03:53:36
action_kau;Só o amor isso faz bem, distribuir amor!;;Colombo, Brasil;2017-10-08 03:54:02
fksckc;espero ter role no feriado todo, se Deus quiser;;Colombo, Brasil;2017-10-08 03:54:37
ghost_tosin;Tô muito apaixonada nessa roupa e me sentindo muito bonita, é isso. https://t.co/BWaEzfQY3o;;Colombo, Brasil;2017-10-08 03:54:48
action_kau;Fuiz boa noite;;Colombo, Brasil;2017-10-08 03:54:54
Jgscoimbra;tô mal dnv;;Colombo, Brasil;2017-10-08 04:05:29
xdudk;Amores da minha vida ❤️ e parabéns meu nenê @edoar_da ✨ https://t.co/Wrgm2PxX0H;;Colombo, Brasil;2017-10-08 04:06:34
emybastoss;Hoje começamos a festinha das crianças, estamos animados ✨;;Colombo, Brasil;2017-10-08 04:15:19
Polyybueno;Eu acho q ta ruim p mim até ver meus vizinhos, td dia dr;;Colombo, Brasil;2017-10-08 04:40:30
aNinaChagas;Mozão dormiu e nóis tamo como: https://t.co/wnQHoBiEah;;Colombo, Brasil;2017-10-08 04:41:10
ghost_tosin;Eu sou um lixo mesmo e talvez deva sumir que vai ser melhor;;Colombo, Brasil;2017-10-08 05:05:55
ribeiro_ju1;cara troquei olhares com um menino maravilhoso 😻😻 estou apxxxx;;Colombo, Brasil;2017-10-08 05:34:23
ribeiro_ju1;eu vivo tirando sarro da cara de uns pia por mensagens e eles não percebe e acha q eu tô falando verdade kkkkkkkkkkjjk qdó;;Colombo, Brasil;2017-10-08 05:38:54
EuMedeirox;"Talvez tu seja mais uma cicatriz
Mas sempre que falam de ti
Lembro da sua mão na minha
Meu Deus, o que é que eu fiz?";;Colombo, Brasil;2017-10-08 06:01:17
ribeiro_ju1;"engraçado quando eu saio com a Julia, alguém chama nosso nome e nos duas olhamos ""oi"" ""que?"" 😂😂";;Colombo, Brasil;2017-10-08 06:01:32
EuMedeirox;"Ainda penso muito em ti
A vida não tem sido justa
Cê sabe, ainda tô aqui
Sua falta ainda me assusta";;Colombo, Brasil;2017-10-08 06:01:42
adhygoulart;Melhor parte da festa é o Vandelão morto no sofá 😂😂😂😂😂😂😂;;Colombo, Brasil;2017-10-08 06:16:12
adhygoulart;Quase não atentei esse pia hoje... Meu Deus!;;Colombo, Brasil;2017-10-08 06:16:30
adhygoulart;Toto e Titi também, pegamos no pé dele bem bonito hoje!;;Colombo, Brasil;2017-10-08 06:17:03
anaa_cordeiro;Não sou obrigada a nada! Muito menos a ficar em uma balada que não estou curtindo;;Colombo, Brasil;2017-10-08 06:38:05
anaa_cordeiro;Vou sossegar depois de hoje, credo;;Colombo, Brasil;2017-10-08 06:38:21
anaa_cordeiro;O pior de tudo é que não quero tirar minha maquiagem 😂;;Colombo, Brasil;2017-10-08 06:38:45
anaa_cordeiro;E se eu me afastar, realmente, da vidinha de balada, vou sentir falta do meu migo segurança 😞;;Colombo, Brasil;2017-10-08 06:39:23
anaa_cordeiro;Migo que libera entrada de graça, que chama uber, que dá copos, que paga bebida e que não faz tudo isso com segundas intenções 😩😩;;Colombo, Brasil;2017-10-08 06:40:36
anaa_cordeiro;Essa chuvinha está me dando vontade de dormir de maquiagem mesmo;;Colombo, Brasil;2017-10-08 06:41:06
duda_furni;Não tô bem não;;Colombo, Brasil;2017-10-08 06:48:24
luvsobi;como o will ainda não enjoou de mim google pesquisar;;Colombo, Brasil;2017-10-08 07:07:48
luvsobi;eu sou mt chata e tem 1927238 garotas bem mais legais e bem mais bonitas por aí então eu fico ?????;;Colombo, Brasil;2017-10-08 07:09:03
luvsobi;gente serio eu não consigo ver nada demais na minha pessoa;;Colombo, Brasil;2017-10-08 07:09:43
luvsobi;eu sinto que eu nunca vou conseguir ser boa o suficiente pra mim mesma, isso soou confuso mas é;;Colombo, Brasil;2017-10-08 07:12:16
larissa_lds;uma pena mesmo que tenho que acordar daqui duas horas;;Colombo, Brasil;2017-10-08 07:21:01
RaulQuetes;Bolei uma bombinha já cedo;;Colombo, Brasil;2017-10-08 09:08:07
RaulQuetes;Não dormi até agora kkk;;Colombo, Brasil;2017-10-08 09:08:25
RaulQuetes;@_vitzzx A tal apx;;Colombo, Brasil;2017-10-08 09:48:45
RaulQuetes;Fernanda já é insuportável já cedo kkkk;;Colombo, Brasil;2017-10-08 09:53:39
larissa_lds;nossa eu queria muito um sorvete;;Colombo, Brasil;2017-10-08 11:06:53
ghost_tosin;A hora que eu tô acordada e pior que é de preocupação, meu koo;;Colombo, Brasil;2017-10-08 11:40:09
duda_furni;Caraioo misturei de tudo ontem;;Colombo, Brasil;2017-10-08 11:40:45
ghost_tosin;Não pode sumir assim do nada que eu fico doida, meu psicológico é todo fodido;;Colombo, Brasil;2017-10-08 11:41:48
Tahta_;Bom diaa;;Colombo, Brasil;2017-10-08 11:48:49
Tahta_;O @ https://t.co/AKcDRoeoLQ;;Colombo, Brasil;2017-10-08 11:49:28
Tahta_;Ontem saí com o probleminha;;Colombo, Brasil;2017-10-08 11:49:46
Tahta_;Só pq falei ele acabou de mandar mensagem;;Colombo, Brasil;2017-10-08 11:52:09
Tahta_;Ontem voltei do shopping e era 22 e pouco. Vi o 141 que tava no 104 ontem e maninho tava lá;;Colombo, Brasil;2017-10-08 11:52:41
Tahta_;Adorei. Isso é pra ele parar de ser trouxa;;Colombo, Brasil;2017-10-08 11:52:56
duda_furni;Ontem arrebentou uma fivela na minha bota kkkkkk;;Colombo, Brasil;2017-10-08 11:53:09
Tahta_;"Honra o nome mesmo
Sdds Vendra .. https://t.co/MYbbAucaMJ";;Colombo, Brasil;2017-10-08 11:53:50
duda_furni;Gente eu nunca tinha bebido assim;;Colombo, Brasil;2017-10-08 11:54:31
duda_furni;Percebi que ainda não tô bem kkkkk;;Colombo, Brasil;2017-10-08 12:23:54
duda_furni;Quase cai no banho;;Colombo, Brasil;2017-10-08 12:24:02
Vulgofeijao97;Só to indo jogar pra não dar mancada msm;;Colombo, Brasil;2017-10-08 12:43:27
Vulgofeijao97;Vou ficar bem de boa hoje;;Colombo, Brasil;2017-10-08 12:43:53
Tahta_;Não manda hum pra mim tomanoku;;Colombo, Brasil;2017-10-08 12:53:14
Cati_rodrigues;https://t.co/C4brbelAPI;;Colombo, Brasil;2017-10-08 12:53:42
Tahta_;Mas ontem fiquei com um pouco de ciúmes quando vi o probleminha conversando com a paixão;;Colombo, Brasil;2017-10-08 12:55:34
Tahta_;Não sei porque;;Colombo, Brasil;2017-10-08 12:55:45
Tahta_;Mas ninguém sabe nada. Espero...;;Colombo, Brasil;2017-10-08 12:55:53
Tahta_;Só o Jefferson;;Colombo, Brasil;2017-10-08 12:55:59
Tahta_;Pq probleminha? Também não sei. Não que ele seja um problema, jamais! Mas é que eu preciso de um apelidinho pra ninguém saber quem é;;Colombo, Brasil;2017-10-08 12:56:56
Tahta_;FABIANO É RETARDADO;;Colombo, Brasil;2017-10-08 12:59:08
Tahta_;Pior do que eu mandando indireta pra ele, é ele mandando indireta pra mim;;Colombo, Brasil;2017-10-08 12:59:45
duda_furni;Família do meu namorado é muito loka bicho;;Colombo, Brasil;2017-10-08 13:07:11
duda_furni;Meu sogro é muito doido kkkkkk;;Colombo, Brasil;2017-10-08 13:07:34
Luaaneexx;Booom diaaaaa!!;;Colombo, Brasil;2017-10-08 13:13:51
Tahta_;Ele é muito criança meu Deus!;;Colombo, Brasil;2017-10-08 13:18:13
action_kau;"I can fake a smile
I can force a laugh
I can dance and play the part";;Colombo, Brasil;2017-10-08 13:25:15
LethyhBernardo;Esse clima de Curitiba é uma Merda;;Colombo, Brasil;2017-10-08 13:25:43
Dika_q;Vida longa e boa! 🎵💥❤️ #DeOntem em Baile Da Dz7 https://t.co/QUK7rQUcHk;{u'type': u'Point', u'coordinates': [-49.2203807, -25.3464487]};Colombo, Brasil;2017-10-08 13:32:10
_nathyyg;Felipe é muito cuzão senhorrr;;Colombo, Brasil;2017-10-08 13:32:49
_nathyyg;Queria ir ver a Ana e a Kau hoje mais elas têm vestibular 🙄;;Colombo, Brasil;2017-10-08 13:33:19
_nathyyg;Quando eu penso que agora vai, a vida me dá uma rasteira;;Colombo, Brasil;2017-10-08 13:35:20
olenic_;Já acordo assistindo série;;Colombo, Brasil;2017-10-08 13:36:36
_eduardabp;Qdo eu passei no vestibular de inverno meu pai me deu até dinheiro, agora mal me da parabéns kkk;;Colombo, Brasil;2017-10-08 13:39:43
mariapietchak;Meu namorado me deu uma rosa ontem. Ahhhh, tô sem palavras até agora! ❤️;;Colombo, Brasil;2017-10-08 13:42:15
olenic_;A pessoa ressurge das cinzas, e pra foder mesmo;;Colombo, Brasil;2017-10-08 13:55:16
ghost_tosin;É normal sonhar que seu professor te deu maconha?;;Colombo, Brasil;2017-10-08 13:59:39
adhygoulart;Aiai, não tenho paciência 🤦🏽‍♀️🤦🏽‍♀️;;Colombo, Brasil;2017-10-08 14:00:45
adhygoulart;E o tanto de risada que dei com a Thami ontem? Só jesusssss na causa 😂😂😂;;Colombo, Brasil;2017-10-08 14:01:22
kah_fm;meu casal, socorro https://t.co/zfmdAxSURD;;Colombo, Brasil;2017-10-08 14:09:47
olenic_;Minha mãe vai lá pro capão raso e não vai deixar nd pra mim comer 🙄;;Colombo, Brasil;2017-10-08 14:16:29
pdc_brayan;dormi sem chapar,que bad;;Colombo, Brasil;2017-10-08 14:16:58
EuMedeirox;Não sou eu! Meu lençol te quer agora  e não depois! Minha cama tem a medida certa pra nós dois 🎶;;Colombo, Brasil;2017-10-08 14:19:14
will46ferinha;Já que tu que adrenalina Já que tu que um lazer a 180 por hora no grau de XT💥🎶🎶;;Colombo, Brasil;2017-10-08 14:27:37
cecilia_bs;Não tô entendendo meu nervosismo, nem quero passar mds;;Colombo, Brasil;2017-10-08 14:36:36
cecilia_bs;Esqueci de pegar a camiseta do dom bosco só porque queria ir com ela hoje;;Colombo, Brasil;2017-10-08 14:39:24
Schirrmer;Chora as vezes é uma coisa q me faz bem;;Colombo, Brasil;2017-10-08 14:45:12
CaaamiFernandes;Que vontade de comer pizza;;Colombo, Brasil;2017-10-08 14:56:00
CaaamiFernandes;Não sei vocês mas ontem eu dormir praticamente 20h jdjxjjjd;;Colombo, Brasil;2017-10-08 14:57:20
CaaamiFernandes;Tava destruída misericórdia;;Colombo, Brasil;2017-10-08 14:57:48
duda_furni;Nunca mais parei de vomitar😭;;Colombo, Brasil;2017-10-08 15:01:24
ghost_tosin;Que amor ❤ https://t.co/StiASxxfuN;;Colombo, Brasil;2017-10-08 15:30:30
ReiArthurcourt;👐🏻🇳🇬 https://t.co/k6WsV7OrVn;;Colombo, Brasil;2017-10-08 15:31:47
FelipeBacil1;@isabneris @wespaina Kkkkkkkkkkkkkkkkkkk;;Colombo, Brasil;2017-10-08 15:39:28
maduufg;minha mãe tá fazendo canjica ❤;;Colombo, Brasil;2017-10-08 15:39:39
maduufg;a festa da Milek tava masssa;;Colombo, Brasil;2017-10-08 15:40:10
maduufg;já cansei de gente falsa, se fazendo de amiguinho;;Colombo, Brasil;2017-10-08 15:42:26
duda_furni;Será que se eu comer um shawarma eu vou vomitar😕;;Colombo, Brasil;2017-10-08 15:53:05
AnaFerreira83;Gente alguém sabe me dizer se o Jamie ganhou ou está ganhando o torneio? Eu não entendo nada de golfe 😞;;Colombo, Brasil;2017-10-08 15:53:32
Jgscoimbra;twinter;;Colombo, Brasil;2017-10-08 15:58:59
Vulgofeijao97;Graças a Deus consegui botar as contas em dia;;Colombo, Brasil;2017-10-08 15:59:41
Jgscoimbra;rapaiz essa liga da justiça tá showdi;;Colombo, Brasil;2017-10-08 16:01:49
TorquatoNataly;eu e minha irmã queremos a TV então ela assiste um ep de pll e eu assisto um de grey's;;Colombo, Brasil;2017-10-08 16:03:04
Jgscoimbra;esse novo trailer da liga da justiça só não está mais lindo que a minha crush;;Colombo, Brasil;2017-10-08 16:03:59
TorquatoNataly;não que eu não esteja amando assistir pll novamente 💓;;Colombo, Brasil;2017-10-08 16:04:11
olenic_;"[8/10 13:04] Veia 💕: Oiee
[8/10 13:04] Veia 💕: To levando esfiha do Habib's";;Colombo, Brasil;2017-10-08 16:05:31
TorquatoNataly;"""gente a Jenna não pode ouvir, ela é chega"" -M. Hanna";;Colombo, Brasil;2017-10-08 16:12:26
TorquatoNataly;kkkkkkkkk;;Colombo, Brasil;2017-10-08 16:12:37
malumereth;só queria um carinho no cabelo;;Colombo, Brasil;2017-10-08 16:26:39
malumereth;morrendo por motivos de efeito colateral do aripiprazol;;Colombo, Brasil;2017-10-08 16:28:33
malumereth;que inferno de remédio do diabo;;Colombo, Brasil;2017-10-08 16:29:44
malumereth;gente n sejam amigos da liandra.ela é mt chata etc;;Colombo, Brasil;2017-10-08 16:34:07
AnaFerreira83;Jamie é o trevinho de 4 folhas desse cara 👏👏🍀 https://t.co/aLtZu1TigS;;Colombo, Brasil;2017-10-08 16:36:40
malumereth;eu to doente, com dor de garganta e a minha vó fica enchendo o meu saco;;Colombo, Brasil;2017-10-08 16:45:51
malumereth;hoje cedo eu comi metade de um pão e eu fui correndo p banheiro vomitar;;Colombo, Brasil;2017-10-08 16:47:24
malumereth;Alem de estar com dor de garganta, o remédio que eu tomei um dos efeitos colaterais dele é dor de garganta;;Colombo, Brasil;2017-10-08 16:48:37
Jgscoimbra;tô igual o Brasil, cada dia que passa um pouco pior;;Colombo, Brasil;2017-10-08 16:56:00
Jgscoimbra;eu tenho duas perguntas, as coisas vão dar certo ? e pq não ?;;Colombo, Brasil;2017-10-08 16:59:01
malumereth;triste pois cai nessa. https://t.co/WNdkNphum6;;Colombo, Brasil;2017-10-08 17:02:31
Jgscoimbra;impressão minha ou o @Mclivinho tá cada dia mais bonito ?;;Colombo, Brasil;2017-10-08 17:15:01
Bruh_Mello;Cadê a estabilidade ? https://t.co/xjHv509n5T;;Colombo, Brasil;2017-10-08 17:23:59
RaulQuetes;🎩 essas hr;;Colombo, Brasil;2017-10-08 17:27:59
lurucaa;@esquisobela Bléeee;;Colombo, Brasil;2017-10-08 17:30:13
lurucaa;Meus desenhos estão parecendo umas amoebas hahahhaha;;Colombo, Brasil;2017-10-08 17:30:55
lurucaa;Faltam 2 Ainda, mas vou fazer outro dia;;Colombo, Brasil;2017-10-08 17:31:12
Jgscoimbra;eita bu, cê ta bonita;;Colombo, Brasil;2017-10-08 17:53:38
Crix_;Hoje é aniversário do @Rolandinho e também faz um ano que conheci ele, que data em meusamigo 💙💙 https://t.co/j9wIkilfHR;;Colombo, Brasil;2017-10-08 17:56:04
ghost_tosin;Só precisava de um abraço agora;;Colombo, Brasil;2017-10-08 18:07:57
olenic_;Queria ir na tabacaria do ramos mas a Natália não acordaaa;;Colombo, Brasil;2017-10-08 18:11:08
TorquatoNataly;queria estar deitada cm 1 love recebendo uns carinho;;Colombo, Brasil;2017-10-08 18:13:54
TorquatoNataly;foda mesmo;;Colombo, Brasil;2017-10-08 18:14:24
_Geelica_;I'm at Farmácia Preço Popular in Colombo, PR https://t.co/Qwoa241isF;{u'type': u'Point', u'coordinates': [-49.18539114, -25.36782835]};Colombo, Brasil;2017-10-08 18:21:51
CraaazyMan;Como que dorme? Kkkk;;Colombo, Brasil;2017-10-08 18:24:39
CraaazyMan;Bailezinho valeu a pena hahaha Booooapanooix 🍁;;Colombo, Brasil;2017-10-08 18:25:29
Crix_;oi @jaacksays, saudades, bj, te amo 💙;;Colombo, Brasil;2017-10-08 18:30:49
olenic_;Tô de saco cheio ja, não falo mais nadinha;;Colombo, Brasil;2017-10-08 18:38:34
NegaMorenaah;"Tão bom pensar ""Amanhã começa tudo de novo.""
 Tenho emprego haha.";;Colombo, Brasil;2017-10-08 18:39:57
olenic_;Meu pai só me manda msg qnd precisa de alguma coisa;;Colombo, Brasil;2017-10-08 18:40:24
Crix_;jay é meu amorzinho eterno, sinceramente;;Colombo, Brasil;2017-10-08 18:43:32
ribeiro_ju1;minha tia me chamou p ir p praia terça, mas sábado tem a festa da Brenda 🤦🤦;;Colombo, Brasil;2017-10-08 18:44:31
poorravei_;Dae suas farol aceso;;Colombo, Brasil;2017-10-08 18:48:25
Crix_;pedi indicações de músicas ontem e até agora não consegui ouvir as que me mandaram;;Colombo, Brasil;2017-10-08 18:50:17
GreenBeerCFC;Comecei e logo parei de ler o livro do @ManchaNFL parece que ele esta no meu ouvido narrando o livro... kkkk...… https://t.co/S5VcTXWh85;;Colombo, Brasil;2017-10-08 18:50:30
Crix_;eu quero uma tiara com orelha de gatinho maaaaas não posso comprar por questões de ser adulta perante a família;;Colombo, Brasil;2017-10-08 18:53:08
vanessaplhn;Nem bebi ontem e tô pior que domingo passado;;Colombo, Brasil;2017-10-08 18:57:32
feelsafonso;@LoopFtPedro @feelspablu mas se eu te der um implante de testa você me perdoa?;;Colombo, Brasil;2017-10-08 19:13:55
Tahta_;É um termina e volta do djanho;;Colombo, Brasil;2017-10-08 19:24:14
Tahta_;"Probleminha foi pra cerro azul com a ""sogra""";;Colombo, Brasil;2017-10-08 19:24:29
heyHiatos;QUE FAMILIÃO DA PORRA https://t.co/huRsrtDcQN;;Colombo, Brasil;2017-10-08 19:30:48
lirocastroSRN;Me amarro em falar com ela no tel 😍;;Colombo, Brasil;2017-10-08 20:05:02
OpaMorenaa_;EUUU https://t.co/Ia377OWMAW;;Colombo, Brasil;2017-10-08 20:05:45
malumereth;Eu tenho muita mas muita preguiça de colocar o cadarço no tênis, por mim andaria sem;;Colombo, Brasil;2017-10-08 20:06:57
feelsafonso;aí não KKKKKKK https://t.co/bVUjcR7DzM;;Colombo, Brasil;2017-10-08 20:07:23
lirocastroSRN;Carajo 🍻 https://t.co/ng8qc0jv89;;Colombo, Brasil;2017-10-08 20:09:48
OpaMorenaa_;Por um lado eu quero por outro não, aaaaaaaaaaaa eu não sei mais;;Colombo, Brasil;2017-10-08 20:10:58
