opiniao;tweet
Neutral;RT @cronicaweb: ¿De qué se burla Clarín? http://t.co/Fhyjg3HXif #TaNerviosho #MagnettoNoEsMagneto #ClarínLTA #ConElClarínEnElOGT
Negative;RT @Adribosch: Reconocieron a Daniel Muñoz bajando “bolsos” del Tango 10 en el aeropuerto local http://t.co/suOrHWLsb0
Neutral;@diego_ln Cuando empiece a operarse en mercados secundarios sí, pero el precio implícito va a cotizar cerca del blue.
Negative;RT @RoberGiovagnoli: Gran ejemplo de las mentiras: La Minera Vale NO se fue de la Arg porque acá está todo mal. Se fue por una millonaria d…
Neutral;Que bien la metropolitana custodiando a la ex secretaria del Lupo. Se va gestando un cambio y una fuerza no dependiente.
Negative;@emepol boludeses sin sentido....
Positive;"En españa lanzaron una ingeniosa publicidad en contra del abuso infantil
Enseguida toda la información en la mañana de La Maja..."
Neutral;RT @MundoAzulgrana: Pablo Migliore cerca de la libertad, RT si lo querés de vuelta defendiendo el arco del Ciclón. http://t.co/JVmQLvVQOB
Positive;@RubiaReal rubiecita, no se x que no me hablas más, pero igual te deseo buen dia
Neutral;Una “sorpresa” en el proyecto de blanqueo de capitales: Además de los bonos para el desarrollo energético y lo... http://t.co/KgmwuPQtPd
Negative;"RT @aleberco: ""Todo el que se ponga a especular con el dólar se va a arrepentir"". Un Joe protocristinista en 1976 http://t.co/OU2VYfqw3v ví…"
Negative;No sabes lo que tienes, hasta que lo pierdes.
Negative;"""Soy un presidente obrero, Chavista, Peronista y Kirchnerista!!"" *explota All Boys* @Luis_Delia @678elprograma http://t.co/RzMQ5rnJAw"
Neutral;RT @taniaberenjena: Si hay algo que me da mucho miedo son estos psicópatas yankis que secuestran menores en un sótano http://t.co/HYvGjCQK5l
Negative;RT @TodosGronchos: En El Calafate haremos el museo de la corrupción y en Madero Center un centro por la Memoria a todos los pelotudos que l…
Neutral;G+ estrena API para insertar Phoyo Spheres en cualquier sitio web. http://t.co/zU1RbvPkJp http://t.co/i74uTKjQQI
Positive;"la super amo cuando es asì &lt;3"
Neutral;Te invito a conocer mi blog http://t.co/zTp9MRVuck
Negative;@cortezelenita Resultaste mandona!
Neutral;RT @TodosGronchos: 4.Denme una mano con RT para exigir q @lanacioncom retire la foto y respete el derecho a la intimidad de @MariaviicTorii…
Neutral;""".@lanacioncom Exijo que retires de tus servidores la foto de José Barnetche, papá de @MariaviicToriia muerto en la inundación de La Plata."""
Neutral;RT @AxelOficial: Hoy es el #DíaMundialdelasAvesMigratorias Es necesario proteger todas las especies q existen en la Tierra y también su med…
Positive;"Gustavo López en A Todo Trigo: ""Batimos récords en menor siembra, menor exportaciones y menor participación en ventas a Brasil"" #campo"
Neutral;"RT @aleberco: Histórico: la Corte ratificó multa de $300M al ""club del cemento"" (Loma Negra, Minetti, etc) por concertar precios. http://t.…"
Neutral;RT @TodosGronchos: 5.@lanacioncom Exijo que retires de tus servidores la foto de José Barnetche, papá de @MariaviicToriia muerto en la inun…
Neutral;RT @cronicaweb: Abuelitos gay conmueven a Estados Unidos http://t.co/nXXco8waQX #PedazoDeBastón #UnoDeLosPajaronesSeApellidaBird #EatGarch …
Neutral;"""Esperabamos un crecimiento lento del #TrenUniversitario, nos soprendió gratamente el gran nivel d utilización"" D. Delucchi @unlp"
Negative;En @seguroslacaja no se te debita el pago y a ellos ni les importa, no te avisan, total la que te quedas sin seguro sos vos. #ayperoquebien
Neutral;#SeamosSinceros no me importa lo que digan los demas
Negative;Me duele darme cuenta que los Argentinos estamos anestesiados ,no nos moviliza nada ,ni si quiera perder la libertad.
Negative;Átense bien este par de meses. Al Gobierno se les acabó la vaselina. Ya no esconderá el atropello COMUNISTA.
Neutral;Ronaldinho y una jugada a puro lujo http://t.co/wKqhtfCw6O
Neutral;La consideración y la contención no quitan efectividad, y elevan la fuerza y la autoestima necesarias para realizar cualquier esfuerzo.
Neutral;"#Racing HISTORIA ""Un día como hoy, especial 86 años Tito Pizzutti"", por Marcos Chaile (@markos_2690) http://t.co/4tUXW5YG0D"
Negative;@nachogoano La cuenta @AnnalisaSantiOk es trucha.El abogado q salió en los medios también. Hablamos c/Annalisa. Audio http://t.co/soHYfnXsIS
Negative;"RT @MartinBM62: El Gobierno tiene un paquete de leyes que comenzará a ametrallar ""expressamente"" porque el tiempo se les acaba. Esperemos c…"
Negative;@alessarampolla El tráfico esta terrible en BAires, ya es cosa d todos los dias... :(
Negative;Falleció la décima víctima de la violencia opositora en Venezuela http://t.co/SpZj4BtDQ7 (vía @laradiodelsur)
Negative;"RT @diegoleuco: ""En los próximos 45 días va a haber un informe sobre la cantidad de muertos de La Plata"" @MariottoOk Gabriel Mariotto en @L…"
Neutral;"RT @nazaretcb: Seguimos en campaña con @fronterad y @goteofunding para investigar las multinacionales españolas en América Latina:
http://t…"
Neutral;Sobrecarga de información en el análisis es un síntoma de nuestro de deseo de no focalizar en lo importante.-
Positive;Negocian para bajar el dólar a 6,50 y ustedes siguen sin decir #BuenDía #AsiNO! @natu_sala @blondieandreita
Negative;"RT @LNcampo: Gustavo López en A Todo Trigo: ""Batimos récords en menor siembra, menor exportaciones y menor participación en ventas a Brasil…"
Negative;#AdelantoRED92. 2 personas fueron detenidas esta madrugada luego de incendiar un auto en 513, 11 y 12 de Ringuelet
Negative;"Desolador el artículo de Pagni de hoy: ""una sociedad modelada por los cepos"", dice. http://t.co/Pq4kOckqy3"
Positive;"@NormaGiarracca ""mientras estén sufriendo los hermanos indígenas, no seremos buenas personas""."
Negative;@mauriciomacri la metropolitana deberia custodiar la zona de bares de Palermo. La federal y trapitos tienen un emporio ahi.
Negative;"RT @MontesanoD: Boicot insólito. La Cámpora ""pierde"" valijas de pasajeros en Ezeiza para perjudicar a LAN http://t.co/TCBZuD5q2n"
Positive;"Pedro Sottile, Integrante de la comunidad homosexual Argentina, "" combatir la discriminación con la violencia no da resultado"""
Positive;"@NormaGiarracca ""mientras estén sufriendo los hermanos indígenas, no seremos buenas personas""."
Negative;"Pase por la verduleria y me acorde de vos -Eh? Verduleria? -Si, vi una promo que decia ""papa por $4 el kg"" negra, sucia y barata como vos"
Positive;La ex secretaria de Kirchner declarará el próximo martes como testigo en la causa por denuncia de laCoalición Cívica contra el ex presidente
Positive;RT @bairesdirecto: El Gobierno formalizó el llamado a las elecciones primarias y legislativas http://t.co/vane8WwSDW
Positive;Primero que nada, mi deseo de un bello día de cumpleaños para @MarceOzz . Flor de mina! A disfrutarlo lo mejor posible.
Negative;RT @Alerta140: #AHORA Difunden una factura de @Flor_de_P , donde se le pagan $42.350 por su presencia en un acto oficial http://t.co/AljP8V…
Neutral;"""@iEnterate: Once españoles se anotan en la aventura de habitar Marte http://t.co/8v3JQOtcOO"" @MCeciliaVal"
Negative;RT @MarcoArielF: Buscan amor y respeto, y en una noche se comen a 8 tipos :|
Negative;@Resentidocomun Si usaban a Flavia Palmiero hubiese sido un error más grosero aún, hasta un Laura Novoa te acepto :P Que tupé!
Negative;Disfrutan cuando nos mienten para ocultar su inoperancia: http://t.co/TE1y0J06bh. @mauriciomacri @mariuvidal @horaciorlarreta.
Negative;La destrucción de medios luego de la compra por parte de amigos del gobierno, es tan sistemática que no parece aleatoria.
Positive;"""Envejecer es obligatorio, crecer es opcional"", Davis"
Negative;"@clarincom es el Presidente Venezolano fue recibido x Cristina y no el ""Venezolano"" como dice la nota #MaduroUnidadLatinoamericana"
Negative;"RT @aleberco: ""Todo el que se ponga a especular con el dólar se va a arrepentir"". Un Joe protocristinista en 1976 http://t.co/OU2VYfqw3v ví…"
Positive;RT @julianagattas: Cualquier cosa te amo.
Positive;Feria del libro | Dolina se llevó el Premio del Lector con sus “Cartas Marcadas” http://t.co/fBctClsPWh
Negative;"RT @AlexisGG81: ""Soy un presidente obrero, Chavista, Peronista y Kirchnerista!!"" *explota All Boys* @Luis_Delia @678elprograma http://t.co/…"
Negative;#SeamosSinceros sino fuéramos presos, ya le hubiéramos incendiado la casa y el yate al sorete hijo de un camión de putas de Passarella.
Negative;RT @TodosGronchos: En El Calafate haremos el museo de la corrupción y en Madero Center un centro por la Memoria a todos los pelotudos que l…
Neutral;RT @TodosGronchos: 4.Denme una mano con RT para exigir q @lanacioncom retire la foto y respete el derecho a la intimidad de @MariaviicTorii…
Neutral;"RT @Ambitocom: Para la UIA, el blanqueo ""dará un poco de aire""   http://t.co/u2fKrRCvE0"
Neutral;RT @clarincom: Las elecciones primarias serán el 11 de agosto y las legislativas el 27 de octubre http://t.co/U0qejsAAaT
Neutral;RT @morandolive: Se pelean Los senadores de Negre y Fuentes al aire en @radiolared
Neutral;RT @TodosGronchos: 5.@lanacioncom Exijo que retires de tus servidores la foto de José Barnetche, papá de @MariaviicToriia muerto en la inun…
Positive;No todo depende de uno, pero lo que depende uno hay que defenderlo a capa espada.
Negative;RT @TodosGronchos: En El Calafate haremos el museo de la corrupción y en Madero Center un centro por la Memoria a todos los pelotudos que l…
Positive;RT @KaNoNflowers: de hacer todo por placer de olvidarme del deber y pensar en lo que siento @JOSEFITA_ gracias por tan buen tema!
Neutral;“Winston Vallenilla, Roque Valero y el cacerolazo en Lechería ¿por qué ocurrió?”, por @Indiferencia http://t.co/s7O7cDI900
Neutral;"RT @AlexisGG81: ""Soy un presidente obrero, Chavista, Peronista y Kirchnerista!!"" *explota All Boys* @Luis_Delia @678elprograma http://t.co/…"
Positive;"RT @marcelomeca: Yo no hablo de venganzas ni perdones, el olvido es la única venganza y el único perdón "" - Borges"
Negative;RT @TodosGronchos: En El Calafate haremos el museo de la corrupción y en Madero Center un centro por la Memoria a todos los pelotudos que l…
Neutral;#CopaLibertadores Anoche en Brasil: Atlético Mineiro 4 (Jo -x 3- y Tardelli)-San Pablo 1 (Luis Fabiano). El local accedió a 4tos: global 6-2
Positive;RT @julianagattas: Cualquier cosa te amo.
Positive;RT @Prensaespanola: La ex secretaria de Kirchner declarará el próximo martes como testigo en la causa por denuncia de laCoalición Cívica co…
Negative;RT @morandolive: Se pelean Los senadores de Negre y Fuentes al aire en @radiolared
Neutral;"""#Libra Comenzarás a darte cuenta q el trabajo q estás haciendo ya no satisface tus necesidades básicas, así q será hora para cambiar."" SI !"
Neutral;"""#Libra Comenzarás a darte cuenta q el trabajo q estás haciendo ya no satisface tus necesidades básicas, así q será hora para cambiar."" SI !"
Neutral;"""Las comas son la segunda causa de muerte en accidente laboral periodístico""  @martin_caparros en ""Por el estilo"" http://t.co/ybD4xVaOll"
Negative;@outoncamilet Yo no se leer el reloj de aguja. Nunca pude. Y no me acomplejo.
Negative;Esto de tener tu propia guita y que tu abuela quiera tramitarte una extensión de su tarjeta es un arma de triple filo para mi.
Positive;En el cole.. Ya me dieron la computadora sssiii! #BuenJueves
Positive;"La AFIP acaba de informar que gracias a los perros huelebilletes  ""Mayka"" y ""Poket"" se secuestraron dólares y reales en pasos fronterizos"
Positive;RT @clarialonso_: Pensar cada día como si fuese el último y disfrutarlo al máximo. Por ir a unas charlas a inspirarme un poco... Les voy co…
Negative;Ante la militancia oficialista, Maduro se definió kirchnerista http://t.co/4cNcqaLgIp #rp
Negative;@aaajcapo un recuerdo único. Por un momento se me vino el mundo abajo cuando íbamos perdiendo y dsps darlo vuelta fue algo unico.
Neutral;"RT @marcelomeca: Yo no hablo de venganzas ni perdones, el olvido es la única venganza y el único perdón "" - Borges"
Positive;RT @Markos_2690: Feliz cumpleaños para el gran Juan José Pizzuti, la gloria máxima, 215 partidos como jugador, 118 goles. 271 encuentros co…
Positive;RT @Markos_2690: Feliz cumpleaños para el gran Juan José Pizzuti, la gloria máxima, 215 partidos como jugador, 118 goles. 271 encuentros co…
Neutral;RT @AxelOficial: Hoy es el #DíaMundialdelasAvesMigratorias Es necesario proteger todas las especies q existen en la Tierra y también su med…
Positive;@dadybrieva a la Justicia le dieron la extremaunción, Crónica de una muerte anunciada, si justicia no se necesitan Jueces, ahorraremos $$$
Neutral;RT @PanchoMentawai: Excelente el estreno #PerdidosEnLaCiudad. Me mori de risaaaa, se pasan los q editan!!!Gracias a todos los la buena onda…
Neutral;"""@SolePeralta: Una Mirada para los Niños atendiendo a 580 chicos de Villa Hidalgo, San Martin @fundacionbapro""##SALUD @ACollia"
Negative;@lanacioncom Que pedazo de hijos de puta!!
Neutral;RT @clarialonso_: Pensar cada día como si fuese el último y disfrutarlo al máximo. Por ir a unas charlas a inspirarme un poco... Les voy co…
Negative;RT @TodosGronchos: En El Calafate haremos el museo de la corrupción y en Madero Center un centro por la Memoria a todos los pelotudos que l…
Neutral;@lanacioncom te exijo que retires de tus servidores la foto de Barnetche José, papá de @MariaviicToriia muerto en la inundación de La Plata
Neutral;"""La finalidad de una función consultiva jurídica previa a la emisión de los actos administrativos no es otra ….SIGUE"
Neutral;Queres hacer una dieta balanceada,aqui te enviamos un buen sitio http://t.co/DRmE66sDpx
Neutral;RT @TodosGronchos: 5.@lanacioncom Exijo que retires de tus servidores la foto de José Barnetche, papá de @MariaviicToriia muerto en la inun…
Neutral;Vergüenza no es robar, mentir ni irse a la B. Vergüenza es ser policía.
Neutral;no creo que se hayan tomado el trabajo de enterrarlos
Neutral;http://t.co/wqoP1J2cpt buenisimo para ver las portadas de los diarios del mundo.
Neutral;@MikTau vos no te mueras, cuidado con los autos que no te choquen! A que hora salís? Vamos a ir a comer? ☺
Neutral;RT @dzapatillas: Elecciones primarias: 11 de agosto de 2013. // Elecciones de diputados y senadores nacionales: 27 de octubre de 2013. (Dec…
Neutral;RT @FerGerundio: cuando ya no quede dictadura ni régimen nazi con los que comparar a este Gobierno  tremendo, ¿qué podremos usar? ¿la AFA d…
Neutral;RT @jotaleonetti: #SeguridadVial Desde 4 años y hasta que tenga altura suficiente para que el cinturón no le pase por el cuello los chicos …
Negative;Los matones de la UIF ganan poder, recursos y mucha guita para seguir cajoneando informes de lavado? #ElModelo http://t.co/UNsImhjtIG
Negative;"RT @clarincom: Ordenan detener a un intendente por el abuso sexual de una chica de 14 años
http://t.co/YirebOgneN"
Positive;#SeamosSinceros me gustas mucho. Fin
Positive;@SebastiangdLCH Happy Birth!!! Feliz Cumple!! Que tengas un gran dia!! Beso Grande!!
Positive;Fotito Que Edite de @G_Higuain y Messi, #Genios ojala que esta dupla en la seleccion siga por mucho mas! #MilloPasion http://t.co/4RcI7mxsRs
Negative;Jajaaaaajajajaja que feo sos ! http://t.co/f2o8GSEtX6
Neutral;"El Gob ya tiene al primer cliente. Mario Vitette Sellanes, el ejecutor del robo del sigo, dijo ""tengo ganas de invertir""."
Neutral;Cinco estrategias para invertir con éxito: Aunque en el mundo bursátil no existen recetas infalibles, estas he... http://t.co/rmhTJ6Fjnd
Positive;¡Jajjjajjajj! No es en serio! El Papa les pide a las monjas que abandonen la “mentalidad de solteronas” http://t.co/Q5Z9a5Uf6g vía @eldialp
Neutral;Me torturan los oídos, me agujerean un brazo, me ponen líquidos fríos sobre mi piel y me doblan en cuello. Esto no es un preocupacional.
Neutral;Cinco estrategias para invertir con éxito: Aunque en el mundo bursátil no existen recetas infalibles, estas he... http://t.co/YJHo091tqY
Neutral;Españoles trabajan la 1/2 del año para pagar impuestos http://t.co/c5UqaImuRT /Igual q aca (los q pagan) con la 1/2 del ingreso per capita
Negative;RT @JavierLeonforte: @FedeNovo Judiciales, médicos y estatales bonaerenses marchan hoy al Ministerio de Economía en La Plata reclamando por…
Negative;@PabloWende Wende... le erraste por un 900% en la estimacion de deficit del sector turistico (un cero) ... http://t.co/sYYDuvQIPi
Neutral;#CopaLibertadores Hoy en Montevideo chocan Nacional vs Real Garcilaso. La ida fue para el conjunto peruano x 1-0. Comienza 21.15 horas.
Neutral;@PaulavaninaM Sisi! En el centro las mas conocidas son la UAI y la UADE que yo sepa.. En ambas, tenes para estudiar lo que quieras jaja
Positive;RT @marourivero: Felicitaciones vamos x más!!!  “@EstanciasCh: llegamos 1000 seguidores el viernes festejamos!!! con un sortero!!! Gracias …
Negative;Un gran querer no se olvida (8
Neutral;El nuevo presidente de la OMC sera brasileño, gran noticia para la Argentina.
Neutral;En un shopping berlinés casi tiene que venir la policía a sacarme... http://t.co/N8RdPzpvrZ
Negative;Reglamento Europeo de Protección de Datos: nueva demora http://t.co/R31fOA2uAY
Neutral;@alejodorowsky No puedes pedir lo que no eres capaz de sostener y  dar al otro
Positive;Probando! DeCuentos una app con video-relatos by @fundacionGSR para disfrutar de historias tradicionales y modernas. http://t.co/qw9SIV4MeA
Neutral;RT @FlorRiccioni: 'Voy a hacer una obra de teatro, me voy a sentir Peter Lanzani en el Rex' Facundo Echegorria 1996-2013
Negative;"RT @aleberco: ""Todo el que se ponga a especular con el dólar se va a arrepentir"". Un Joe protocristinista en 1976 http://t.co/OU2VYfqw3v ví…"
Neutral;@Miguel12CABJ la buena musica no tiene edad,sino no podria escuchar a Frank ni Beatles.amo la buena musica
Positive;RT @parabuenosaires: Feria del libro | Dolina se llevó el Premio del Lector con sus “Cartas Marcadas” http://t.co/fBctClsPWh
Neutral;"RT @Brigraldonjuan: Maxima de Martin Fierro ""...Ave de pico encorvado
le tiene al robo afición;
Pero el hombre de razón... http://t.co/wu0b…"
Negative;"ANT…. que pudiera evitarse si la fuerza técnica del dictamen disuadiera el dictado de un acto ilegítimo."" Cassagne"
Negative;#SeamosSinceros te odiooooooooooooo puta.
Positive;Leer me da paz
Neutral;RT @TodosGronchos: 5.@lanacioncom Exijo que retires de tus servidores la foto de José Barnetche, papá de @MariaviicToriia muerto en la inun…
Positive;"Me EnCaNtO La iDeA de ""CaFe PeNdIeNtE"" que buena iniciativa para Argentina, ojala todos los Bares se sumen!!! ♥"
Negative;Odio a la gente q se queda parada adelante en el bondi haciendo d embudo mientras atras esta TODO vacio! Movete un poquitoooo
Negative;"RT @LNcampo: Gustavo López en A Todo Trigo: ""Batimos récords en menor siembra, menor exportaciones y menor participación en ventas a Brasil…"
Negative;"RT @TodosGronchos: 2.@MariaviicToriia Ha pedido varias veces que retiren la foto de su padre muerto y le responden ""cómo podemos saber que …"
Negative;@The_Dr_Faby En la época de la dictadura, hubo violencia y muertes. Hoy hay atropellos gravísimos a los derechos individuales. Es cierto.
Neutral;Argentina renovó acuerdo que permitirá exportar a Venezuela 10 mil automotores por año http://t.co/tI9ckUd9Ka
Negative;Y bueno, me comere la bronca toda la tarde como suele ser
Neutral;"#PatricioPuicercus El Gobierno determinó la fecha oficial para las elecciones primarias:  Por medio ... http://t.co/F6XVJoR6mi &gt; @puicer"
Negative;"#PatricioPuicercus Ensenada: asaltaron concejal local y ser llevaron 200 mil pesos:  Tres ladrones e... http://t.co/h71nlABwrd &gt; @puicer"
Positive;RT @clarialonso_: Pensar cada día como si fuese el último y disfrutarlo al máximo. Por ir a unas charlas a inspirarme un poco... Les voy co…
Neutral;El Gobierno determinó la fecha oficial para las elecciones primarias http://t.co/QaPEf2KeC5
Negative;@rialjorge @radiolared decile a Fuentes q para los q estamos en regla, es un palo en el c***  en este pais es mas facil trabajar todo negro
Negative;Ensenada: asaltaron concejal local y ser llevaron 200 mil pesos http://t.co/SBT0Rx9EAP
Positive;Argentina renovó acuerdo que permitirá exportar a Venezuela 10 mil automotores por año http://t.co/nr4C8VUYZq
Negative;RT @TodosGronchos: En El Calafate haremos el museo de la corrupción y en Madero Center un centro por la Memoria a todos los pelotudos que l…
Neutral;"Shaikhzadeh: ""La planta de Colombia producirá fibra óptica, se replicará el modelo de la planta de Argentina"" @FurukawaBrasil @TyNChannel"
Negative;RT @RoberGiovagnoli: Dilma le confesó a CFK que Vale no podía llevar adelante el proyecto minero por el enorme agujero fiscal que tiene en …
Negative;Sicópatas de mierda! A estos hay q darles pena de muerte, así no se lo hacen a nadie más!! @buenosdiatodos #elmatinaldechile
Negative;"RT @aleberco: ""Todo el que se ponga a especular con el dólar se va a arrepentir"". Un Joe protocristinista en 1976 http://t.co/OU2VYfqw3v ví…"
Negative;RT @LolySArg: @elpeor La gente no se da cuenta que más allá de cualquier broma, estamos en peligro, estos van a meter mano donde sea para p…
Negative;El PARO de JUDICIALES mezcla reclamos salariales y politicos contra derecho de los judiciables. Lamentable. @CPACF  .. bien gracias !!!
Negative;@rialjorge deciles a los senadores que averguenzan a la ciudadania parecen dos conventilleras
Neutral;buenos valores en cajas grandes te van a dar, saber diferenciar cosas pequeñas que valen mucho mas,…
Positive;RT @cronicaweb: Negocian para bajar el dólar paralelo a $6,50 http://t.co/Xjx2DudviH #TodoLoQueSubeTieneQueBajar #ImBlueDaBaDee
Negative;Como me jode que tengan que pasar por mi asiento, me pasan todos el orto por la espalda
Negative;No se que es peor, que @MiguelDelSelok deje la política o que vuelva Midachi a los escenarios....
Neutral;"""@eternacadencia: ""Hay que ser infiel, pero nunca desleal."" García Márquez""/ uff mi querido Gabo, aplicable para los que se la dan de santos"
Neutral;Para cosultar los padrones provisorios http://t.co/d3a4dM1fgQ o por tel al 0800-999-7237 #PASO #Elecciones2013 #CódigoBaires
Positive;@ramatorres hola mi amorete, te extrañooooo
Negative;"RT @MontesanoD: Boicot insólito. La Cámpora ""pierde"" valijas de pasajeros en Ezeiza para perjudicar a LAN http://t.co/TCBZuD5q2n"
Negative;RT @DiarioPulse: Inundaciones: la Auditoría General porteña señaló que tres obras hídricas no se realizaron por errores administrativos del…
Neutral;RT @fedeseeber: Mapa mundial con la densidad de conexiones a internet: 460 millones de dispositivos [IMAGEN] http://t.co/rvJE4yEaWe
Positive;@FedeNewells74 gracias Fede! Estas por meter a NOB campeón y nosotros que te jodíamos tanto (?)
Neutral;Si estuviera en NY, iría a ver esta muestra del Met. http://t.co/QjiDdKwhEy CC @ajmechet
Neutral;"RT @basquetplus: #TNA San Martín quiere salir campeón; Quilmes irá por el repechaje; http://t.co/N4BhKrkJdq"
Negative;@rialjorge haciendo como intrusos pero con senadores. Todo muy lindo.
Negative;"RT @MontesanoD: Boicot insólito. La Cámpora ""pierde"" valijas de pasajeros en Ezeiza para perjudicar a LAN http://t.co/TCBZuD5q2n"
Negative;"RT @MontesanoD: Boicot insólito. La Cámpora ""pierde"" valijas de pasajeros en Ezeiza para perjudicar a LAN http://t.co/TCBZuD5q2n"
Neutral;RT @jlespert: Españoles trabajan la 1/2 del año para pagar impuestos http://t.co/c5UqaImuRT /Igual q aca (los q pagan) con la 1/2 del ingre…
Neutral;Régimen de facilidades de pago - Ley 6889 - Modificación - Provincia del Chaco http://t.co/cs1oCBPOmf
Negative;#AugustoIII, nieto de #Pinochet: “Yo vi cuando #Longueira abrazaba y besaba a mi abuelo” http://t.co/wQflBoglXl
Neutral;@Gus_Noriega @quintinLLP el círculo se podría cerrar devolviéndole la señal (y la estructura) a CABA, para que se haga cargo.
Positive;RT @ComunicaIgual: El domingo 12 se lanza en la Feria del Libro de Buenos Aires la campaña de la ONU El valiente no es violento,... http://…
Negative;RT @LaReinaRea: Che Damón Díaz yo tengo una duda, vení que te la pongo en el gallinedo... Soy Madcelo Tedible Bonelli.
Negative;RT @cronicaweb: ¿De qué se burla Clarín? http://t.co/Fhyjg3HXif #TaNerviosho #MagnettoNoEsMagneto #ClarínLTA #ConElClarínEnElOGT
Negative;@DiegoOtroCampo @LaPampaPeronist si contratamos a simeone para salir campeones y a los jugadores de boca para que entreguen un campeonato
Neutral;Nuestra autora invitada a la @FeriaLibro charla con alumnos del colegio Nro. 5 Bartolomé Mitre @ClaudiaGray http://t.co/5obFeFiJmN
Neutral;RT @AxelOficial: Hoy es el #DíaMundialdelasAvesMigratorias Es necesario proteger todas las especies q existen en la Tierra y también su med…
Positive;RT @miiquii_islove: Y aunque a veces no sepa lo que quiero, sé que te quiero.
Neutral;RT @anabellacarr: Entre otras el MT debe de comprender que este no es un gremio q arranque a estas horas #HorarioMatutino #ParitariasPrensa
Negative;RT @FerGerundio: cuando ya no quede dictadura ni régimen nazi con los que comparar a este Gobierno  tremendo, ¿qué podremos usar? ¿la AFA d…
Neutral;Alem corte carril pesados mano al sur entre Lavalle y Corrientes /.Demoras por Colectivos que paran x paradas improvi http://t.co/1Qr96l0yPT
Neutral;Este es el #Cedin el nuevo bono argentino a cambio del blanqueo de #dólares FOTO: http://t.co/RKfHq6IaXt vía @lanacioncom
Positive;RT @mstupenengo: Verdad?  Quien quiere de verdad quiere en silencio, con hechos y nunca con palabras.
Neutral;RT @cesanz1: Escribiendo nota: ¿Es real la historia del médico Vizcaíno, que asegura que Néstor K tenía un disparo en la cara?
Neutral;Lo del CEDIN, el #Blanqueo,  todo se sabe en el mundo http://t.co/ZR1PnQTWf4
Positive;Amor para el mundo!.
Neutral;RT @clarialonso_: Pensar cada día como si fuese el último y disfrutarlo al máximo. Por ir a unas charlas a inspirarme un poco... Les voy co…
Negative;"RT @MontesanoD: Boicot insólito. La Cámpora ""pierde"" valijas de pasajeros en Ezeiza para perjudicar a LAN http://t.co/TCBZuD5q2n"
Negative;Como odio el olor a cigarrillo en la ropa
Negative;@danuOrlando ÚLTIMO MOMENTO: directora de evacuación muere apaleada por una turba iracunda durante simulacro de incendio cc/@Bender_
Neutral;RT @100_porciento: Reparando la exclusión-extendieron e seguro de empleo y formación a las mujeres golpeadas y trans. http://t.co/Z1kKv3X2bP
Neutral;"Autor del ""robo del siglo"" piensa en entrar al blanqueo http://t.co/gvcqTSdf6M via @ambitocom"
Neutral;"""Son de otras culturas, pero tienen mucho que enseñarnos."" #Perdidosenlaciudad."
Neutral;El amor son dos individualidades que deciden caminar en la misma dirección #filosofia
Neutral;#8deMayo: Música y baile en la plaza Belgrano para cerrar el Día de la Virgen de Luján. http://t.co/6d82yKFqno
Positive;Argentina renovó acuerdo que permitirá exportar a Venezuela 10 mil automotores por año http://t.co/ymxzP32LCV
Positive;"Mirenla ella esta tan sola~~~ BUEN DIIIA :)  
A SER FELIZ Y SONREIR SIEMPRE SIEMPTE POR MAS QUE DUELA SONREIR"
Positive;RT @MundoAzulgrana: Pablo Migliore cerca de la libertad, RT si lo querés de vuelta defendiendo el arco del Ciclón. http://t.co/JVmQLvVQOB
Positive;QUIERO QUE SEAS LA PRIMER PERSONA QUE VEA AL LEVANTARME Y LA ULTIMA AL DORMIRME ♥
Negative;Tarjeta roja para Ernestina Pais: ya no conducirá Desayuno americano.
Positive;Unidos en la esperanza!.
Neutral;"RT @TodosGronchos: 2.@MariaviicToriia Ha pedido varias veces que retiren la foto de su padre muerto y le responden ""cómo podemos saber que …"
Negative;@gsamsa11 y ya sde había acabado la Italia fascista (como los K)
Negative;@nadie951  Fontanarrosa estuvo un tiempo fuera de las librerías por un problema legal!
Positive;La idea es conseguir que todo lo que hagas valga la pena!!
Neutral;.@lanacioncom Exijo que retires de tus servidores la foto de José Barnetche, papá de @MariaviicToriia muerto en la inundación de La Plata.
Negative;Que pelotudo el albañil.
Negative;"Amenazas, torturas y armado de causa a un trabajador de la CPM. 
Ya había sufrido torturas en octubre, en la 1ª... http://t.co/TkorVD4S9j"
Negative;Una investigación publicada, asegura q Facebook ha ocasionado 28 millones de separaciones en el mundo. Ojos q no ven, facebook te lo cuenta
Neutral;RT @Psicologo_twt: A veces para tener algo importante hay que aprender a vivir sin eso. Eso ayuda a diferenciar un sueño de un capricho #An…
Neutral;Viber lanza versiones para Mac y Windows, rediseña apps para iOS y Android y alcanza los 200 millones de usuarios http://t.co/TOxWwpQOAJ
Negative;@lisandrocristia #Rosario tiene un vuelo diario a #Ezeiza para conectar con nuestros vuelos nocturnos internacionales
Negative;Y en ésta hoguera de canciones y almas, nos iremos quemando
Negative;Alquileres e inflación. No se puede calcular el precio de un alquiler en relación con la variación de precios del IPC http://t.co/lyKgH114W2
Positive;#5DebilidadesMías  que sea tierno y me abraze a todo momento.
Neutral;Insólito protagonismo de Lanata en la tapa de Clarín (Diario sobre Diarios) http://t.co/tCbNpQkMxo
