opiniao;tweet
Neutral;#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/nDRpciY9 #PampersHelloApps
Neutral;iPhone 4S First Weekend Sales Top Four Million: http://t.co/Dm4acTYv via @Apple themselves. Big sales for the new phone.
Neutral;"Iphone: Watch Siri &quot;Work&quot; On the Old iPhone 4 - @Gizmodo http://t.co/dGPWL0r0 @apple allow commands from iPhone 4. Stop playin!"
Neutral;@WIREDInsider beautiful, yes. though it simply reminds me of @apple's spinning wheel of death. clock, reinvented: http://t.co/tJcJAqfl
Neutral;Dear @apple: Integrated tweeting in ios5 RAWKS. Plz consider adding @ and # lookup like @twitter app. Thx! http://t.co/5uHsTEPz
Neutral;@brady I am surprised @apple did not think of/anticipate that......
Neutral;#iMessage is here wid iOS5 RIP #BBM @cultofmac @apple
Neutral;It's a good thing @apple has not came out with an iCar because I would be in line for one and im sure it would be expensive
Neutral;"RT @carlmilner: RT @petapixel: iPhone 4S vs Canon 5D Mark II - A side-by-side comparison of 1080p HD video: http://t.co/qMyMIV7z &lt;&lt ..."
Neutral;@apple @internode #icloud #ios5 #piracy omg no wonder ive used all my downloads!!
Neutral;@apple Iphone's & Ipad's beautiful technology but alltogether mainly a marketing platform. It's obscure is'nt it? Apple lost it's touch.
Neutral;@JarjarTee @apple That's really good. Makes you happy to pay the infamous @apple tax :)
Neutral;Hall Pass had me rolling...... @Apple bee's lookin for nookie really
Neutral;@coatgal @apple considering his circumstances - suffering faults on/off for long periods -They replaced his phone with a new as a  goodwill
Neutral;"@coatgal @apple Paul had a chat with an advisor explained the problem : cost £120 repair !!
BUT wait for it , drumroll . . . ."
Neutral;"#Steve #Jobs #Tribute iPhone 4S Cases Now Available #iphonecases
http://t.co/2hyurIiq
#stevejobstributecases
@ikaveri @iamsrk @apple"
Neutral;@coatgal had a really interestng experience up in the @Apple store though, Paul was with me up there, faulty #iphone4 - but out of warranty
Neutral;@Apple's Success is Also #Google's Gain as #Mobile #Advertising Balloons http://t.co/0400ynQY
Neutral;@_alastair w/ respect, the old alternatives were talking to a computer in india or the geek squad. @apple does a pretty great job.
Neutral;@jackiestone1 yes! Tech peeps talk so much about algorithms, but tech should always tie back to people. @apple proves this #imediasummit
Neutral;The great tech battle ft @facebook @amazon @apple and more http://t.co/ws4lWWXy via @fastcompany
Neutral;Another shrewd business model move by @Amazon http://t.co/OQJRRYFq Rooting for the dark horse in the @facebook @google @apple war? #tech
Neutral;RT @Apple sells 4 million iPhone 4S in 3 days http://t.co/vElmtzNS via @reuters
Neutral;Flowers & Apples shower the Santa Monica @Apple store in honor of #SteveJobs http://t.co/xGf60gMs
Neutral;is it me or @blackberry is begging ppl not to go @apple #iphone http://t.co/X3gdBUyK
Neutral;Do people loved Steve? Check out this photo from @Apple store http://t.co/jIqBGghC
Neutral;"RT @petapixel: iPhone 4S vs Canon 5D Mark II - A side-by-side comparison of 1080p HD video: http://t.co/qMyMIV7z &lt;&lt;@apple Wow!!"
Neutral;Why @Apple so valuable, good analysis of trended profits, iOS vs. Microsoft: Comparing the bottom lines  http://t.co/k9qst4R4 via @asymco
Neutral;I am now the proud owner of @apple tv thanks to big bro @steveeadie and family!!
Neutral;"Head to our FB page for a link to the @Apple Community Support Page detailing how to turn off #newsstand auto Neutral.

http://t.co/65HPp0tu"
Neutral;"@apple y u run out of 64gb iPhone!? Now I have to settle for 32gb. Saved 100$ though(:
#content"
Neutral;@apple is profiting a min of $400 per 4s.  They sold 4 million this weekend. That's another 1.6 Billion to Apples coffers! #worldRecession?
Neutral;"Big mo: In one week, @Apple #iCloud hits 20M users; 25M use #iOS 5 http://t.co/HTpUTBFK via @cnet"
Neutral;@learmonth @Cue improves iMessage + engages @Apple content partners' customers better http://t.co/hhkvlwFB with social activity messaging
Neutral;@Twitter returns a Error 500 when we try to post the link to @Apple Support Community detailing how to turn off auto Neutral subscriptions.
Neutral;RT @kvox: Smart as hell. The Great Tech War Of 2012 (@fmanjoo / @FastCompany) http://t.co/XiJYUoHZ Fab Four: @apple @google @amazon @fac ...
Neutral;@philipgrey @apple it's kinda sad that's the most relevant tweet I've seen today. Or kinda awesome. I'm not sure. #DevProblems
Neutral;Too bad I'm not an @Apple junkie. #icloud #apple #ios5
Neutral;@Apple buried the ability to manage #newsstand subscriptions under App Store Settings. This is inconvenient at best.
Neutral;Smart as hell. The Great Tech War Of 2012 (@fmanjoo / @FastCompany) http://t.co/XiJYUoHZ Fab Four: @apple @google @amazon @facebook
Neutral;Smh at @ItsTheSituation for trying to cut in line for a 4S. Cmon mayne if @Apple's cofounder stood in line then you are too.
Neutral;"Go big or go home @Apple users - here are some apps that make your #4s iPhone ""s-s-super"" http://t.co/t74BQyim via @mashable - MS"
Neutral;But @Apple,  the App Store App could really use TABS.
Neutral;RT @TechHamlet: Thank You Steve : A Song Created for Steve Jobs http://t.co/2vtX8ZJf via @TechHamlet @AzRmusic @Apple #stevejobs #apple
Neutral;@pkedrosky @apple I am just waiting for my conf email from iCloud.
Neutral;#wheniwas14... @Apple registered the domain name http://t.co/FPvKn1kJ, thus beginning their plan for world domination
Neutral;Thank You Steve : A Song Created for Steve Jobs http://t.co/2vtX8ZJf via @TechHamlet @AzRmusic @Apple #stevejobs #apple
Neutral;"Twitter buzz for Best Buy: http://t.co/9SesENTu - RT @acappellamedia OH: Sales guy @BestBuy: &quot;I'm not selling or using any @apple p..."
Neutral;Anyone know why we can only read iBooks on the iPhone and iPad? Any ideas how to read them on mac? @apple
Neutral;Why didn't @apple provide 5GB per device for cloud backup?  Why just 5GB per account?  Silly.
Neutral;New Blog! http://t.co/ENCSF1Ju @VerizonWireless @Motorola @Google @Apple #Android #DroidBionic #iPhone4S #4GLTE
Neutral;Over the weekend, @Apple sold more than 4,000,000 iPhones. That’s about 16 iPhones sold every second.
Neutral;how do you sync gmail contacts with your iphone? help please! @apple @gmail
Neutral;"Loving these names. ""@Google Chases @Apple With Ice Cream Sandwich"" - http://t.co/u3LchmGD #mobile"
Neutral;YESSS @apple fix it also slow internet RT @SprintFeed: iPhone 4S owners are you having trouble with Siri connecting to internet?
Neutral;gulp...@Apple sells 4 million iPhone 4S in 3 days - Yahoo! Finance http://t.co/Zv7DXrIA via @YahooFinance
Neutral;Is @Apple's voice #tech really as impressive as the net thinks it is? http://t.co/Rbf23CNX #siri
Neutral;Next year is going to be really interesting in tech as @Google, @Amazon, @Facebook and @Apple vie for new growth areas http://t.co/kkaKFsCH
Neutral;RT @rickholgate: Packed session on @Apple and @Google at #GartnerSYM. Indicator of today's mindshare?
Neutral;Packed session on @Apple and @Google at #GartnerSYM. Indicator of today's mindshare?
Neutral;This!!!!!! RT @DennieB_15 👦👧👩👨👶👵👴👱👲👳👷💂👸👮..... Um why No black people❔❔❔@Apple
Neutral;👦👧👩👨👶👵👴👱👲👳👷💂👸👮..... Um why No black people❔❔❔@Apple
Neutral;too many companies don't have @apple management-- 60 sec vid-http://bit.ly/pwLpgQ #entrepreneur #startup @scalecomputing #pioniq
Neutral;@apple please provide support for a Bangla keyboard in iOS. It would make the life of many Bengali iOS users easier! #iphone
Neutral;@Apple sells 4 million on the first weekend. @Samsung sold over 30 million Galaxy S II phones globally.
Neutral;Hey @Apple - need more servers for Siri traffic?  I'm sure Google can help you out with that...
Neutral;I wish someone would gift me an unlocked iPhone 4s. #iPhone @Apple
Neutral;#opinion @Samsung need to be careful in @Apple patents issues - it looks a lot like you 'learned' a lot by making their chips!
Neutral;Now who can guarantee that @apple hd nothing 2 do with @Blackberry RIM server failure?!Days after, over 4million iPhone 4S sold in 3days!?!
Neutral;"RT @Porter_Anderson: ""3 principal global players will be Positive in every market...@Amazon, @Apple, & @Kobo."" @MikeShatzkin http://t.co/1 ..."
Neutral;"RT @bsdalton: @apple underplayed the power of the iPad via @mitchjoel &lt;yup #SOCAPac11"
Neutral;"@apple underplayed the power of the iPad via @mitchjoel &lt;yup #SOCAPac11"
Neutral;"""3 principal global players will be Positive in every market...@Amazon, @Apple, & @Kobo."" @MikeShatzkin http://t.co/1ndxcMO1 #dbw #metacon"
Neutral;dear invisible intern/assistant: please go pick up my computer from the @apple hospital so i can upgrade to iOS5. thanks!
Neutral;#Siri I could have done with out its not that great #iPhone4S I hear the #iPhone5 is coming out #2013 @apple.inc
Neutral;Wow... @Apple sold 4 million iPhone 4S in a single weekend... http://t.co/WDLHZsza
Neutral;"OH: Sales guy @BestBuy: ""I'm not selling or using any @apple products during my mourning period over Job's passing."" hmmm.."
Neutral;i wish my iPOD had a feature, when it's on the dock to scroll the artist, album, and song title in huge font across it... @Apple
Neutral;"@Apple main office is #nowplaying  
A milli - Lil Wayne."
Neutral;@iphone4S  #IBM @apple iphone4s. Siri is not Watson @IBMWatson
Neutral;RT @TravisDommert: Is leaving Steve's photo on the @apple home page what he would really want? In his honor...let's get back to innovati ...
Neutral;RT @TravisDommert:Is leaving Steve's photo on the @apple home page what he would really want? In his honor...let's get back to #innov...
Neutral;Is leaving Steve's photo on the @apple home page what he would really want? In his honor...let's get back to innovation!  Eh, @mark_newton?
Neutral;@apple @iphone sold more because its in more Neutral duhhhh. Also woz is correct people dont want tech answer just simple child like ones ok!
Neutral;Is at the @apple store waiting for a poorly iMac to be seen by a genius. Hopefully this will be painless. Not too bad in here.
Neutral;@Apple: Surely iOS5 with it's integrated @Twitter would greatly benefit from moving the # to at least the '123' keyboard page? #simplethings
Neutral;@Apple very disappointed Hogwarts not choice on world clock on iPhone
Neutral;Great video @apple 1987 predicting tablets & a form of #siri at the end of this article RT @jedsinger: (cont) http://t.co/RDBeuCtt
Neutral;IHS: iPhone 4S shows key design and component changes. http://t.co/6tfiGiDV  @apple #apple #iphome4S #ios5
Neutral;IHS: iPhone 4S shows key design and component changes. http://t.co/gZmdzvLe  @apple #apple #iphome4S #ios5
Neutral;IHS: iPhone 4S shows key design and component changes. http://t.co/UxfA8Ukg  @apple #apple #iphome4S #ios5
Neutral;IHS: iPhone 4S shows key design and component changes. http://t.co/Y3Mali6y  @apple #apple #iphome4S #ios5
Neutral;RT @iancollinsuk: Apple have just announced they sold 4 million phones this weekend. Incredible. That recession continues to bite @apple ...
Neutral;Great post on the upcoming Great Tech Wars of 2012! @amazon @apple @google @facebook http://t.co/OSeqhT7W via @cbillich
Neutral;RT @iancollinsuk: Apple have just announced they sold 4 million phones this weekend. Incredible. That recession continues to bite @Apple
Neutral;Apple have just announced they sold 4 million phones this weekend. Incredible. That recession continues to bite @apple #recession
Neutral;RT @jldavid: iPhone 4S First Weekend Sales Top Four Million: http://t.co/O7zqnY7K (via @apple)
Neutral;RT @TalkYo_ISH: Dear @Apple Can We Get Some Afro-American Emoticons? -Management
Neutral;"#BreakingNews @Gizmodo reports: @Apple #iPhone 4S sold over $4 million over the weekend! #TrueStory
  http://t.co/BEj32s6a"
Neutral;iPhone 4S First Weekend Sales Top Four Million: http://t.co/O7zqnY7K (via @apple)
Neutral;Video: SIRI also gets angry. http://t.co/ksX2XZoR  @chrisvoss @apple #apple #siri #iphone4S #Ai
Neutral;Video: SIRI also gets angry. http://t.co/Ku288WX6  @chrisvoss @apple #apple #siri #iphone4S #Ai
Neutral;Video: SIRI also gets angry. http://t.co/Xx1chZbN  @chrisvoss @apple #apple #siri #iphone4S #Ai
Neutral;Video: SIRI also gets angry. http://t.co/tzigD99b  @chrisvoss @apple #apple #siri #iphone4S #Ai
Neutral;@bxlewi1 hey...do you know why @Apple hasn't added 4G support yet? Seems like an odd omission for such an advanced device.
Neutral;Really @Apple and @ATT - Removing the 3G/EDGE switch on iOS 5? You do realize that you work on the 3G network in places often, right?
Neutral;Apple sold FOUR MILLION iPhone 4S's in the first weekend: http://t.co/DdU2qM7O (via @Apple) #phonerecord #twiceiphone4sales
Neutral;iPhone 4S 8MP camera : It´s a SONY. http://t.co/X1J8HNZu @sony @apple #apple #iphone4S #cameras
Neutral;iPhone 4S 8MP camera : It´s a SONY. http://t.co/6uYIZeAK @sony @apple #apple #iphone4S #cameras
Neutral;iPhone 4S 8MP camera : It´s a SONY. http://t.co/njTHOi2x @sony @apple #apple #iphone4S #cameras
Neutral;iPhone 4S 8MP camera : It´s a SONY. http://t.co/BIqBEhTb @sony @apple #apple #iphone4S #cameras
Neutral;@Bestbuy or @Apple to purchase my imac, iPad, and printer? #StudentDiscounts?
Neutral;iPhone 4S: Setup SIRI for your Tweets. http://t.co/fZ216OiJ @apple #apple #iphone #siri
Neutral;iPhone 4S: Setup SIRI for your Tweets. http://t.co/eyHmHSTM @apple #apple #iphone #siri
Neutral;iPhone 4S: Setup SIRI for your Tweets. http://t.co/ws7LINTS @apple #apple #iphone #siri
Neutral;iPhone 4S: Setup SIRI for your Tweets. http://t.co/uecqHL6k @apple #apple #iphone #siri
Neutral;Ever since I cleaned my Mighty Mouse ball with alcohol to get it rolling again, any time I click the ball it acts like a left click. @Apple
Neutral;@apple So why is Siri only available on the iPhone 4S ?   - http://t.co/QZuNgyLW
Neutral;Lol and what do those look like? RT @TalkYo_ISH: Dear @Apple Can We Get Some Afro-American Emoticons? -Management
Neutral;Cool @apple / Steve Jobs infographic http://t.co/Prb5yx4X @MickH87 - timeline history
Neutral;"Talking @Apple keynotes over lunch with @yuvalariav. Challenged him to check something out ;-)"
Neutral;@Mommy_gaga,  #Win an @Apple iPod Touch and get the @Pampers Hello World Baby Memories App! http://t.co/qEATNMpI #PampersHelloApps
Neutral;#Siri on @Apple #iPhone4S can allow unauthorized access to texts and emails, even when the phone is locked!! http://t.co/0q5dLt22
Neutral;If you sign up for iClould, will you also get iRain? @apple #icloud.
Neutral;@Apple Not Likely to Win Appstore Suit Case Against @Amazon http://t.co/GNcDGQsc
Neutral;"Say no to 1,000 things. What are you saying ""no"" to? 7 Rules of Success from Steve Jobs of @apple #prodmgmt #management #innovation"
Neutral;ok it is back @iphone @apple
Neutral;Cat accusing tiger for roaring  #Samsung on @Apple
Neutral;@apple and @nintendo need to partner up for the app store
Neutral;@apple stuck it to @amazon when it unveiled iCloud, showing that the placement of 'i' before the name of even a failed effort yields success
Neutral;@nascarwriter right where I left it last week... #iphone4S #Apple @Apple  http://t.co/ksJh8BAS
Neutral;@paulbentleymelb @apple I think they call that profit-making 'genius'
Neutral;What's up with @apple stock going up after #SteveJobs death? #Apple #AppleStock
Neutral;"This is better than *every* magazine having their own #app! @EatMagazine @Apple supports magazines. #Ipad upgrade adds ""Newsstand"" #app"
Neutral;@twalve too busy having slappy hissy-fits with Samsung? @Apple
Neutral;Fregon el nuevo facebook para iPod/iPhone haha alomejor ya tiene rato pero yo lo acabo de actualizar @apple
Neutral;Siri keeps trying to send me to escort services....is that legal? @Apple
Neutral;Watching iGenius on @Discovery. Based on first 13 minutes, @Apple Neutral should have gone public in 1980.
Neutral;Ok, so it was a lion and not a leopard. Too much upgrading this weekend. @apple
Neutral;@virgojud81 well maybe if you would set ya @apple products to send push notifications it would go through.
Neutral;@Apple's #Siri is great but #Google #Android always had that functionality youtu.be/gGbYVvU0Z5s #justsaying
Neutral;#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/zRBak7kL #PampersHelloApps
Neutral;hmm it seems i should have checked the identity of @apple first…
Neutral;@apple out of respect, I really do think  the Apple logo should be revised to the one you have no doubt seen… http://t.co/xNKwgxme
Neutral;#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/en0iacwR #PampersHelloApps
Neutral;@boothelk did you know the first @apple home computer to use a mouse was called 'the lisa' ??
Neutral;What? Are we not buying enough iPads already @apple ? Give us a break while we learn to cope with a post Steve Apple http://t.co/w7GTxQZ0
Neutral;@Apple do not buy an iPhone 4s that isn't in the store. THEY ARE NOT MADE YET AND DEFRAUDING YOU
Neutral;@Apple needs to give me a contract deal i get them new customers all the time #teamiphone
Neutral;@HTC vs @Apple who winning
Neutral;@Jhoodmartin @rolandsmartin yes salute to Steve Jobs and @apple. I'm tweeting and you are watching on the IPad. Let's go Schaub time to lead
Neutral;"WOW DOGS!!

@Apple w/Starr earlier - upstairs in the huge soho store and all of a sudden she sprung to attention... http://t.co/b2PLMYVD"
Neutral;Digital X Worldwide | Today Is Steve Jobs Day In California @apple http://t.co/QSCHuMIN
Neutral;Watching @cotmtulsa webcast on Joseph  from my iPad on my @apple TV. I love technology. http://t.co/mpBZyl72
Neutral;Comparing the @apple & @BlackBerry apps/interfaces, can anyone imagine how @BlackBerry could have done worse? #sadreally
Neutral;Waiting patiently for me at the @apple store. @Badog420 http://t.co/NaFaeXuh
Neutral;"RT @Porter_Anderson: ""3 principal global players will be Positive in every market...@Amazon, @Apple, & @Kobo."" #fbf11 #publaunch @MikeShat ..."
Neutral;@apple http://t.co/2YcsCG68 via @donorschoose
Neutral;I just told my @apple 4S she was a stupid bitch and her reply was if you insist #lol
Neutral;Why can't I check just Notes (without mail) on Lion for #iCloud like I do on the iOS devices @apple ?
Neutral;You need to ask #Siri her favorite color and the average speed of an unladen swallow. Seems Someone @apple is a Monty python fan
Neutral;"""3 principal global players will be Positive in every market...@Amazon, @Apple, & @Kobo."" #fbf11 #publaunch @MikeShatzkin http://t.co/1ndxcMO1"
Neutral;If I was @Apple, I'd publicly denounce and file suit against @Nuance. Then buy 'em on the cheap. #Siri
Neutral;@NoVaTyler I lost a lot that I paid for @apple @WordsWFriends etc! #nothappy oh well, poop happens
Neutral;The folks at @apple are awesome! So glad I a #mactard
Neutral;"Waiting at end of 20 person line after checking in on time for my ""genius bar"" appt. @apple store...I do not find this system ""genius"" #FAIL"
Neutral;While the improvements in @Apple Mac OS 10.7 #Lion are great, the full-screen implementation on 2 monitors is broken.
Neutral;@mcp111 @apple @AppStore Why are you asking us? Apple don't read messages on Twitter... and Apple aren't @Apple either
Neutral;@nansen @apple I have not heard of that. Hubby had no problems- I have not done it yet.
Neutral;RT @TerryStorch: With @twitter and @apple partnership, would be great if SMS from 40404 to iOS devices would use imessage.
Neutral;Dear @apple can I still use #iWeb for my #mobileme website if I convert to iCloud with my Apple ID for mail and iCal??? #help #dtv thanks!
Neutral;#California Governor @JerryBrown declares today #SteveJobsDay in his State. Music video tribute  http://t.co/mNr1HIx2 @mashable @cnet @apple
Neutral;Lmao RT @RobynheaRtz: He asked Siri where's the hoes at & she told him where the nearest escorts were I love @apple
Neutral;@Apple, why do you have such a beef with @Windows?  #cantwealljustgetalong
Neutral;He asked Siri where's the hoes at & she told him where the nearest escorts were I love @apple
Neutral;What's up #twitpeeps? How's every @apple user liking iOS 5?
Neutral;"@Reddclay81 now that were done prasing @Apple 's #iOS5

Everyone go subscribe to notsosuperpro! #shamlessselfpromotion"
Neutral;on that @Apple shit hard, change my twitter name to @_iFynest
Neutral;I want Siri on my iPhone4 ! @apple
Neutral;So @apple the new iMessage is great and all, but is there a way to default to SMS when I'm not on wifi? I have limited data.
Neutral;Right. Migrate from older mbp to imac using ethernet not firewire. Thanks Drew for saving me some $. @apple http://t.co/IAHHaGXy
Neutral;Dear @apple, yesterday you sucked. Today you're awesome! Thanks LP Apple store, crash and burn mich ave store.
Neutral;@apple store #Towson waiting at Genius bar - huge crowd waiting for #iPhone 4s @michaelmark @nicolelil http://t.co/x92sweCh
Neutral;@Apple's Steve Jobs Gets His Day | PCWorld http://t.co/6gT6w2Od
Neutral;Why didn't @Apple merge the address and search bars in Safari ala Crome in iOS 5? #simplethings
Neutral;"@reddclay81 Well then!

P.S. Did you respond so fast because of @Apple 's #iOS5 ?"
Neutral;@adityasood @apple @Neutral I totally agree, was talking w/friends about that yesterday. Siri Everywhere!
Neutral;How much do @Apple’s factories cost? | asymco http://t.co/GH0tvqMO
Neutral;@Apple hits @Samsung in court again - http://t.co/l6brF3yB
Neutral;@Mvm549 well, if it told you what you did to it or how it happened, it would be concrete evidence that @Apple is logging your life. :l
Neutral;U pick Camera&Iphone4s orCamera&Ipad2?????????????? @apple
Neutral;@Apple, Y U NO LET ME PRE-ORDER IPHONE 4S?
Neutral;@Blogger loves @Apple iPhone. My blogpost finally done through iPhone apps.
Neutral;Can someone explain to me how the hell iMessage differs from a text message? @Apple #fb
Neutral;Can someone explain to me how the hell iMessage differs from a text message? @Apple
Neutral;@Apple  I asked Siri 'if she swallowed' she relied 'Lets see' - wtf do i do now? wank over my phone?
Neutral;#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/8MaDmqPc #PampersHelloApps
Neutral;@apple How much is the student discount on the MacBook Air in Canada? Your reps have said both $50 and $100. Which is it? Thanks! #laptop
Neutral;@apple @AppStore @ihelpline when r u going to provide the ability to password protect iPad email???
Neutral;has the new iOS5 changed the way the iPad charges? I've noticed I can charge from my laptop & iPhone charger now @toptweets @BBCClick @apple
Neutral;You know what would be awesome? If @QVC sold @apple iPads on easy pay. #yesplease
Neutral;Thanks @apple my girlfriend likes #siri more than me now.
Neutral;"@Apple store dude ""i hear an accent where ru from?"" me ""no from ct, but ur not 1st 2 tell me that"" dude ""maybe its... http://t.co/93Ztje8p"
Neutral;SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the #best bi-directional #Speech To Speech #Translator -- Posts on Twitter
Neutral;@CoLDSToRAGE Haven't had a chance to check out the #android overhaul but ebooks are likely a response to @apple newsstand baked into #iOS5
Neutral;@apple no Siri support for Canada sucks #Siri but loving the new iPhone upgrade from my 3GS #iphone4s
Neutral;Oops! Apparently @apple is some handle-squatter. Tweetbarassment.
Neutral;This video brought a small tear to my eye http://t.co/3va2ninp. Watch to @SteveWoz opinion of #SteveJobs and @Apple
Neutral;this reader button for safari is perfect for fic @apple #ios5 #stevejobsday
Neutral;MacBook Pros constrained, new models appear in Apple’s inventory system @apple @macbookpro... http://t.co/blGr9Ue5
Neutral;A Great iPhone 4S Review @engadget @iphone @apple http://t.co/gX07Qywe
Neutral;@apple Give Siri back!
Neutral;Bouquet for Jobs @Apple Store Nagoya http://t.co/pmEcxPug
Neutral;New #iOS5 notification center is a big improvement, but @apple missed an easy trick by not making it fully available on lock screen.
Neutral;@apple http://t.co/LKm2JzIN
Neutral;The battle of voice controlled AI platforms. If they were mobile OS ind - same q's as in IE antitrust case in EU? Vlingo v @google v @apple
Neutral;SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the #best bi-directional #Speech To Speech #Translator - Posts on Twitter
Neutral;#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/gIHYpzWO #PampersHelloApps
Neutral;#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/fnbKNwmj #PampersHelloApps Ends10/21
Neutral;@Mommy_gaga  #Win an @Apple iPod Touch @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/qEATNMpI #PampersHelloApps
Neutral;I have to change my homepage from @apple.  Steve Jobs looks like an owl
Neutral;@msantram I want @apple to integrate Siri with @Neutral.
Neutral;@MisThang2u nope they wouldn't even let me & my mom switch @apple she has an upgrade mine isn't do til march
Neutral;@Apple iOS5 is all well and good and has nice new features, but I'm still waiting on an app that will go to work for me.
Neutral;As tribute to Steve @apple, i'd consider renaming #Siri to Steve - he'll get your #Jobs done!  Forever remembered for his legacy.
Neutral;can't wait for @Spotify and @Apple to integrate with Siri.
Neutral;@rjpittman Why you won't use your @apple account.
Neutral;I hope @apple will release an app for Siri for us non-apple 4s users. #apple #iphone #siri
Neutral;strange, i cannot put my newsstand app into any group. @apple wants to be our new paperboy #iOS #iphone
Neutral;Lemme just say iOS5 is mad cool BUT it needs A LOT of bug fixes @Apple
Neutral;I don't get it. Instead of @apple dropping the 16GB iPhone 4 down to $99, they release an 8GB one for $99???
Neutral;Dear @Apple iMessage client for desktop please :)
Neutral;#Siri is kinda slow, tho impressed it got my accent and commands first time out. @apple
Neutral;Why doesn't the Genius have songs for Watch the Throne yet? HUH? @APPLE ?????
Neutral;"""#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/eYLm3pav #PampersHelloApps"""
Neutral;SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the #best bi-directional #Speech To Speech #Translator ---- Posts on Twitter
Neutral;At @Apple HQ
Neutral;Our trip to SF and Silicon Valley is about to end. Visit @Apple HQ is one of the final stops. http://t.co/ikoOqdoc
Neutral;"#iPhone4S in #Space http://t.co/glOaXhLe via @youtube

#nasa @apple"
Neutral;"""#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/DLLabuAK #PampersHelloApps"""
Neutral;Do wish @hudl would come up with a Positive @apple Mac version of their video editor especially with HD video.  But love everything @hudl
Neutral;@_courtneytaylor @apple did you get a 4S?
Neutral;@apple should make Siri avalible for all devices not exclusive to the iPhone 4S
Neutral;Still a line @apple store Hillsdale mall #94402 http://t.co/wzVxNz8E
Neutral;@Apple Why do you have a volume control in the fast app switcher!? Buttons. Volume buttons. You have them. Give me a brightness slider! #wtf
Neutral;Proof that my dad loves my sis more. RT @AnnaCorinne16 woke up to my dad at my door w my new iphone. he surprised me & went to @apple!
Neutral;Too many iPhones.  @apple @dcoult #FirstWorldProblems http://t.co/Ck4yfFSY
Neutral;Dear @apple, as a hoh/deaf user, can you please add options for stronger and longer vibrate for #iphone4s ? Thank you! #hoh #deaf #ally
Neutral;At the Genius Bar... Waiting @apple store
Neutral;no kidding “@thejabberwockey: Also @EricGreenspan, don't forget @Apple stop closing the app store after each bloody purchase...”
Neutral;So, what is behind that giant silver door at the @apple store? #MacLife
Neutral;@robcollingridge @Apple @Google and with a URL that works http://t.co/vGSf529q
Neutral;@robcollingridge @Apple @Google Been looking at Samsung ChatON tonight, very promising. Integrated with key apps http://t.co/DZsGPhqt
Neutral;@thejcurt unlocking it at @apple store. RIP, Mr. Jobs.
Neutral;@apple please get to work on #iCloud so I can ditch #google
Neutral;Siri is cool but more importantly handy and FUNNY. @Apple please configure it for Canada. What's with the racism, EH?
Neutral;RT @Apple Yea, our stores are open 7 days a week RT @Wasalu_Flora Me too? RT @DJ_BMONEY iPad ..+ iPhone 4s..= My Christmas gifts to my self.
Neutral;#IOS5  needed to include a landscape mode for reminders @Apple
Neutral;De la nada mi #iPhone4 se fue a Neutral y empezó a vibrar, hubo que resetearlo, que onda con #iOS5 WTFH @Apple
Neutral;http://t.co/CvEKdOIQ line at @Apple northpark #dallas mall. #4GSiPhone
Neutral;@davidcohen Sounds like 2nd day strategy isn't working. We got ours yesterday - in and out in no time. @Apple staff awesome/efficient!
Neutral;Waiting on line @Apple store at west 14th Street.
Neutral;In honor of Steve Jobs. @apple #RIPSteve http://t.co/NyjhkNoU
Neutral;when is @apple gonna update the fact that i can't see emoji on twitter for mac?
Neutral;RT @ajrogers Purdie Rogers tribute to #SteveJobs and @apple. We spray painted the Macintosh Plus w.. http://t.co/AlDicTd1
Neutral;RT @ajrogers Purdie Rogers tribute to #SteveJobs and @apple. We spray painted the Macintosh Plus w.. http://t.co/oMXjhZh0
Neutral;@apple so why is the ios support for 2nd gen ipods discontinued? It is only 3 years old? Give us an ios update please!
Neutral;Just had a look on eBay for iPhone 4s and some have 13,16,24 bids at well over £500 some £530 (16gb white) , they are £499 delivered @apple
Neutral;#SaturdayCute: Shit That #Siri Says. @Apple designers knew what people were going to ask the new digital assistant... http://t.co/Ecji1iIo
Neutral;@thatstevegray done that buddy, just  surprised that there's no option from @apple & if you turn it back on it brings back the pics u delete
Neutral;SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the #best bi-directional #Speech To Speech #Translator --- Posts on Twitter
Neutral;So @apple changed the look of their on/off toggle. I wonder how long it will take for all the hip web apps to follow...
