base;opiniao;TweetID
apple;neutral;125512197135806464
apple;neutral;125498684401135616
apple;neutral;125496516000485376
apple;neutral;125493419522002944
apple;neutral;125493125098635265
apple;neutral;125489264157917184
apple;neutral;125486845768368128
apple;neutral;125460019859820544
apple;neutral;125459423870197760
apple;neutral;125459375245635584
apple;neutral;125457535951060993
apple;neutral;125448837404954624
apple;neutral;125433354488254464
apple;neutral;125432626482917376
apple;neutral;125432518324400128
apple;neutral;125425087800291328
apple;neutral;125424738662223872
apple;neutral;125419216227667968
apple;neutral;125417324621737985
apple;neutral;125416866243018753
apple;neutral;125416811490578435
apple;neutral;125410153196560384
apple;neutral;125409201907437569
apple;neutral;125406528487424003
apple;neutral;125406003863883776
apple;neutral;125405939015757824
apple;neutral;125402652610797569
apple;neutral;125398913313284096
apple;neutral;125398813543374848
apple;neutral;125394805449699329
apple;neutral;125379023307153408
apple;neutral;125374041556127744
apple;neutral;125373658389692416
apple;neutral;125373427661029376
apple;neutral;125372628746768384
apple;neutral;125369026351349760
apple;neutral;125368381728763904
apple;neutral;125367492976717824
apple;neutral;125366519680086016
apple;neutral;125365963972542464
apple;neutral;125365264656236544
apple;neutral;125364154629492737
apple;neutral;125364122853453824
apple;neutral;125361209137565696
apple;neutral;125360952878182400
apple;neutral;125360877359742976
apple;neutral;125359697770450944
apple;neutral;125359622193295360
apple;neutral;125357901580746752
apple;neutral;125354296752619520
apple;neutral;125351067620880385
apple;neutral;125350537821569024
apple;neutral;125347828754169856
apple;neutral;125347618862792705
apple;neutral;125345723020607488
apple;neutral;125344722196766720
apple;neutral;125344351218974720
apple;neutral;125338231280644096
apple;neutral;125336929825849344
apple;neutral;125336798690942977
apple;neutral;125335012961828866
apple;neutral;125332871174037504
apple;neutral;125332609428496384
apple;neutral;125327281181835264
apple;neutral;125326760769372160
apple;neutral;125325397712846848
apple;neutral;125324916009615360
apple;neutral;125321084525490176
apple;neutral;125318029390249984
apple;neutral;125317541504626688
apple;neutral;125317300860620801
apple;neutral;125315460030922752
apple;neutral;125315263183851521
apple;neutral;125315080081518592
apple;neutral;125312789345599489
apple;neutral;125312357797863425
apple;neutral;125309663913840640
apple;neutral;125305567148388352
apple;neutral;125300705836793856
apple;neutral;125300603059576833
apple;neutral;125287442407362560
apple;neutral;125283873331494913
apple;neutral;125281502866059264
apple;neutral;125278676949544960
apple;neutral;125276525472911360
apple;neutral;125275795252977664
apple;neutral;125275280678993920
apple;neutral;125273317673414656
apple;neutral;125270965268643840
apple;neutral;125267017942052866
apple;neutral;125266503657472000
apple;neutral;125261029834899456
apple;neutral;125260105154437121
apple;neutral;125257803790159873
apple;neutral;125252442836320256
apple;neutral;125250721280040961
apple;neutral;125250617911418881
apple;neutral;125250078108684288
apple;neutral;125246898830458880
apple;neutral;125245892814045184
apple;neutral;125244798671142912
apple;neutral;125231250247135233
apple;neutral;125227689895407616
apple;neutral;125222749034659840
apple;neutral;125218106778992640
apple;neutral;125211793655218178
apple;neutral;125206271560384512
apple;neutral;125196751387889665
apple;neutral;125193298624258049
apple;neutral;125184976579862530
apple;neutral;125085987431923713
google;positive;126534770095169536
google;positive;126534201880219648
google;positive;126534020367519744
google;positive;126533948925952000
google;positive;126533885109600256
google;positive;126533562781544448
google;positive;126533349727666176
google;positive;126533268119109632
google;positive;126533166352699392
google;positive;126532897715929088
google;positive;126531552367751169
google;positive;126531180907601920
google;positive;126530945976238080
google;positive;126530924576907264
google;positive;126530807891374082
google;positive;126530189579649024
google;positive;126530027939569665
google;positive;126529770778411008
google;positive;126528982807089152
google;positive;126528978239496194
google;positive;126528804192653312
google;positive;126528264117293056
google;positive;126526219587039233
google;positive;126525469897146368
google;positive;126525368860540928
google;positive;126525172969766912
google;positive;126524301259194368
google;positive;126523731710443521
google;positive;126523530903953408
google;positive;126523525598162944
google;positive;126522990585315328
google;positive;126522810821644288
google;positive;126522714713370624
google;positive;126522621251682304
google;positive;126522262768726016
google;positive;126521613259771904
google;positive;126521382220738560
google;positive;126521286053724160
google;positive;126520518609350656
google;positive;126520029410885632
google;positive;126519483752914944
google;positive;126519329025040384
google;positive;126519123772588032
google;positive;126519017405030400
google;positive;126518882939838464
google;positive;126516914678808578
google;positive;126516779886456832
google;positive;126516304336257025
google;positive;126515760855134208
google;positive;126514474378203136
google;positive;126513620686352384
google;positive;126513526385819648
google;positive;126513425043030016
google;positive;126512728297844736
google;positive;126512631937904640
google;positive;126512208451600384
google;positive;126511837796765696
google;positive;126511545160171520
google;positive;126511426926944256
google;positive;126511000907288576
google;positive;126510977335300096
google;positive;126510551789604864
google;positive;126509929619132417
google;positive;126509528287166464
google;positive;126508433582211072
google;positive;126508393203642368
google;positive;126507456019968000
google;positive;126507105023819776
google;positive;126506850781888512
google;positive;126506410195431424
google;positive;126506064387637249
google;positive;126505384428052481
google;positive;126505187752943616
google;positive;126505144878772224
google;positive;126504782465732608
google;positive;126504452680187905
google;positive;126504346639802368
google;positive;126504216004005888
google;positive;126504013939216384
google;positive;126503946092158976
google;positive;126503805369069568
google;positive;126503790412181504
google;positive;126503029548654593
google;positive;126502415322193920
google;positive;126502014560649216
google;positive;126501732443361280
google;positive;126501468902658048
google;positive;126500614552289282
google;positive;126499965869625345
google;positive;126499581520384001
google;positive;126499428965158912
google;positive;126499145014980608
google;positive;126499143282737152
google;positive;126498734409396224
google;positive;126498608815149056
google;positive;126498587499696128
google;positive;126497976314109952
google;positive;126497860752646146
google;positive;126497655785402368
google;positive;126496772586610688
google;positive;126496739531304960
google;positive;126496342901133313
google;positive;126496262668292096
google;positive;126496155856142336
google;positive;126496005809127424
google;positive;126495843116265475
google;positive;126495812724338688
google;positive;126495283176685569
google;positive;126495221373607936
google;positive;126494976396898305
google;positive;126494883367235585
google;positive;126494838689513473
google;positive;126494834449063936
google;positive;126494645281755136
google;positive;126494573966016512
google;positive;126494442290020352
google;positive;126494344566943744
google;positive;126494339248562176
google;positive;126494280318582784
google;positive;126494221879357440
google;positive;126494100252925954
google;positive;126494070385283072
google;positive;126493889761787904
google;positive;126493850914131968
google;positive;126493722916560896
google;positive;126493683515260928
google;positive;126493648757071873
google;positive;126493639605092352
google;positive;126493624270725120
google;positive;126493538945994752
google;positive;126493495933403136
google;positive;126493472931844096
google;positive;126493405760069632
google;positive;126493371790397440
google;positive;126493365775777792
google;positive;126493265661919232
google;positive;126493192110612480
google;positive;126493141271449600
google;positive;126493101807239168
google;positive;126493037110099968
google;positive;126493034014720000
google;positive;126492983968268289
google;positive;126492981460082688
google;positive;126492970793971712
google;positive;126492852615262208
google;positive;126492838870515713
google;positive;126492656124702721
google;positive;126492628152889344
google;positive;126492595500236800
google;positive;126492495394775043
google;positive;126492415749128192
google;positive;126492266016673794
google;positive;126492259993657345
google;positive;126492242373386240
google;positive;126492101549621249
google;positive;126492040954527744
google;positive;126492009748889600
google;positive;126491707247300608
google;positive;126491689396338688
google;positive;126491589852930048
google;positive;126491556831182848
google;positive;126491420260442112
google;positive;126491304036278272
google;positive;126491177754165252
google;positive;126491109982613505
google;positive;126491084854530049
google;positive;126491009558392832
google;positive;126490970803027969
google;positive;126490696214511616
google;positive;126490548306579457
google;positive;126490282878443520
google;positive;126490137944268800
google;positive;126489924596793345
google;positive;126489848004608000
google;positive;126489841096597504
google;positive;126489713782685696
google;positive;126489671730597888
google;positive;126489564415131649
google;positive;126489424807735296
google;positive;126489397507014656
google;positive;126489393526616064
google;positive;126489263025033216
google;positive;126489200567664640
google;positive;126489182263721984
google;positive;126489085102661632
google;positive;126489066077302784
google;positive;126488933772169216
google;positive;126488863374983168
google;positive;126488589046517760
google;positive;126488572772622336
google;positive;126488519265894400
google;positive;126488454921068544
google;positive;126488447098695680
google;positive;126488384410619906
google;positive;126488304341360640
google;positive;126488294325370880
google;positive;126488282862338049
google;positive;126488249739915264
google;positive;126488202935664640
google;positive;126488018616987648
google;positive;126487901084196864
google;positive;126487844830191617
google;positive;126487738684948480
google;positive;126487523366150144
google;positive;126487508589621248
google;positive;126487332865056768
google;positive;126487323071365120
google;positive;126487172487462912
google;positive;126487153655029760
google;positive;126487090723700737
google;positive;126487082905518081
google;positive;126486849706401792
google;positive;126486332104130561
google;positive;126486322675318784
google;positive;126485171280166913
google;positive;126484977176158208
google;positive;126484769285480448
google;positive;126484631389356032
google;negative;126534476875567104
google;negative;126533446293127168
google;negative;126532210210783232
google;negative;126527166195314688
google;negative;126526648928579584
google;negative;126524840126582784
google;negative;126520550876127232
google;negative;126520337289580544
google;negative;126518920122335233
google;negative;126517970179600385
google;negative;126517608697708545
google;negative;126516572343910400
google;negative;126516408317251585
google;negative;126515822750478337
google;negative;126515697181409280
google;negative;126514511862706176
google;negative;126507644742672384
google;negative;126506609823334400
google;negative;126505594290057216
google;negative;126505113362776064
google;negative;126503098071007232
google;negative;126502732369629184
google;negative;126502274204831744
google;negative;126501869920075776
google;negative;126499555742203904
google;negative;126497996350304257
google;negative;126497929593761792
google;negative;126497514168922112
google;negative;126497333209858049
google;negative;126496987192373248
google;negative;126495219058348032
google;negative;126494895501348864
google;negative;126494402381225984
google;negative;126494319749238784
google;negative;126494303173361664
google;negative;126494261922381824
google;negative;126493910037037058
google;negative;126493616519647232
google;negative;126493030185316352
google;negative;126492741764005890
google;negative;126492244151771137
google;negative;126491870900666368
google;negative;126491825660887040
google;negative;126491776482689024
google;negative;126491509527805952
google;negative;126491502493962240
google;negative;126491480087986176
google;negative;126490767345725441
google;negative;126490750958567424
google;negative;126490477288636416
google;negative;126489936944832512
google;negative;126489813468721152
google;negative;126489698314104832
google;negative;126488700975726593
google;negative;126487669533442048
google;negative;126487604035198976
google;negative;126487206570373120
google;negative;126487152338026496
google;negative;126486838549557248
google;negative;126486654830645249
google;negative;126486634458914816
google;neutral;126535080557551616
google;neutral;126535043588964352
google;neutral;126535016049160192
google;neutral;126534917290070016
google;neutral;126534362148782080
google;neutral;126534144170790912
google;neutral;126534083797987328
google;neutral;126534080627093504
google;neutral;126533944832311298
google;neutral;126533740628422656
google;neutral;126533730671149056
google;neutral;126533567311392769
google;neutral;126533547803680770
google;neutral;126533491495157760
google;neutral;126533487590248448
google;neutral;126533485837037568
google;neutral;126532820507176960
google;neutral;126532798994583552
google;neutral;126532569259970560
google;neutral;126532361587396610
google;neutral;126532316859338752
google;neutral;126532178082410496
google;neutral;126532141302558720
google;neutral;126532121773883392
google;neutral;126532064823619584
google;neutral;126532054136524800
google;neutral;126532019999096832
google;neutral;126531893649874945
google;neutral;126531814071336960
google;neutral;126531693522857984
google;neutral;126531628087513088
google;neutral;126531561691693056
google;neutral;126531560194326530
google;neutral;126531556255870976
google;neutral;126531542733430784
google;neutral;126531524945395713
google;neutral;126531522487533568
google;neutral;126531297249202176
google;neutral;126531285475799040
google;neutral;126531278517448705
google;neutral;126531161215344640
google;neutral;126530795987939328
google;neutral;126530766829129728
google;neutral;126530553477468160
google;neutral;126530551384506368
google;neutral;126530550394650625
google;neutral;126530532640169986
google;neutral;126530487840813056
google;neutral;126530423026233346
google;neutral;126529904731881472
google;neutral;126529833487446016
google;neutral;126529492582797313
google;neutral;126529490737303552
google;neutral;126529470814363648
google;neutral;126529468981452800
google;neutral;126529403067969537
google;neutral;126529287858819072
google;neutral;126529224642281472
google;neutral;126529168715431936
google;neutral;126529111819681792
google;neutral;126529099018674176
google;neutral;126529019284946944
google;neutral;126528767228248064
google;neutral;126528551766867968
google;neutral;126528448050118656
google;neutral;126528342613700608
google;neutral;126528318542589952
google;neutral;126528316978102272
google;neutral;126528307004051458
google;neutral;126528290352660480
google;neutral;126528288729473024
google;neutral;126528287831891968
google;neutral;126528286871396352
google;neutral;126528248329940992
google;neutral;126528157573578754
google;neutral;126528078057963520
google;neutral;126527897065373696
google;neutral;126527760662413312
google;neutral;126527757151776768
google;neutral;126527756036091904
google;neutral;126527743528673280
google;neutral;126527523529043968
google;neutral;126527262190346240
google;neutral;126527122218041345
google;neutral;126527077905207296
google;neutral;126526945008689152
google;neutral;126526850452299776
google;neutral;126526838251065344
google;neutral;126526793380409344
google;neutral;126526782001262592
google;neutral;126526594973052928
google;neutral;126526457974489088
google;neutral;126526371785752576
google;neutral;126525872915226624
google;neutral;126525730526998528
google;neutral;126525539442892800
google;neutral;126525506018492416
google;neutral;126525491954987008
google;neutral;126525475723022336
google;neutral;126525465715425282
google;neutral;126525210483638272
google;neutral;126525169756946432
google;neutral;126525031135195136
google;neutral;126525007525462016
google;neutral;126524889296412672
google;neutral;126524843339431936
google;neutral;126524841544257536
google;neutral;126524784120037376
google;neutral;126524764071264257
google;neutral;126524648874717184
google;neutral;126524290945384449
google;neutral;126524242635403264
google;neutral;126524229997953024
google;neutral;126524074179567617
google;neutral;126524050037145601
google;neutral;126524003266473984
google;neutral;126523791735144448
google;neutral;126523776195231744
google;neutral;126523549493112832
google;neutral;126523519357030400
google;neutral;126523435772948480
google;neutral;126523421231300608
google;neutral;126523245649342464
google;neutral;126522997522702336
google;neutral;126522979080339456
google;neutral;126522978971299840
google;neutral;126522853779705856
google;neutral;126522802466598912
google;neutral;126522667703599104
google;neutral;126522664939565057
google;neutral;126522423771267072
google;neutral;126522225674301440
google;neutral;126521973672120320
google;neutral;126521718272573440
google;neutral;126521582809128961
google;neutral;126521573330010112
google;neutral;126521564979150848
google;neutral;126521489116766208
google;neutral;126521384657616896
google;neutral;126521228524658688
google;neutral;126521130197585920
google;neutral;126521102783619072
google;neutral;126520984122572801
google;neutral;126520920352358401
google;neutral;126520914413236224
google;neutral;126520707969581056
google;neutral;126520695218913282
google;neutral;126520611190218752
google;neutral;126520531934654465
google;neutral;126520511483219968
google;neutral;126520508903718912
google;neutral;126520504822661120
google;neutral;126520501442056193
google;neutral;126520500246687745
google;neutral;126520116795015169
google;neutral;126520107089395712
google;neutral;126520074717765632
google;neutral;126520020871294977
google;neutral;126519912821825538
google;neutral;126519469500669952
google;neutral;126519331956862976
google;neutral;126519306832982016
google;neutral;126519290722648064
google;neutral;126519251631747072
google;neutral;126519229515169792
google;neutral;126519227006988288
google;neutral;126519072195223552
google;neutral;126519044798029824
google;neutral;126519034488426496
google;neutral;126519019699314688
google;neutral;126518955526455296
google;neutral;126518773401391104
google;neutral;126518709358575616
google;neutral;126518669554626560
google;neutral;126518471893848064
google;neutral;126518469507289090
google;neutral;126518466315431936
google;neutral;126518461055774721
google;neutral;126518313160409088
google;neutral;126518280633593856
google;neutral;126518252355584001
google;neutral;126518222487961600
google;neutral;126518218343972864
google;neutral;126518146063532032
google;neutral;126518121946292224
google;neutral;126518025863168000
google;neutral;126517966589267968
google;neutral;126517947329036288
google;neutral;126517930027515904
google;neutral;126517793792344064
google;neutral;126517583347326976
google;neutral;126517558152134656
google;neutral;126517526363504641
google;neutral;126517510915899392
google;neutral;126517487503294464
google;neutral;126517179272278016
google;neutral;126517076889321472
google;neutral;126516982936895488
google;neutral;126516936862474241
google;neutral;126516898845310977
google;neutral;126516776652640256
google;neutral;126516749242871809
google;neutral;126516744742387712
google;neutral;126516481679818752
google;neutral;126516342319890432
google;neutral;126516212749443072
google;neutral;126516054452211712
google;neutral;126515992737218560
google;neutral;126515637978796032
google;neutral;126515624984846336
google;neutral;126515576507084800
google;neutral;126515415592607744
google;neutral;126515341567344641
google;neutral;126515215255871488
google;neutral;126515104723374080
google;neutral;126514999375048705
google;neutral;126514945373376512
google;neutral;126514719828885504
google;neutral;126514719770161152
google;neutral;126514718188900352
google;neutral;126514697875894272
google;neutral;126514441314500608
google;neutral;126514438680489985
google;neutral;126514435949993984
google;neutral;126513983338450944
google;neutral;126513869467299840
google;neutral;126513499890397185
google;neutral;126513430508212224
google;neutral;126513429103128577
google;neutral;126513426968215552
google;neutral;126513317320736768
google;neutral;126513312857985024
google;neutral;126513307589935104
google;neutral;126513117944496128
google;neutral;126513115830554625
google;neutral;126513110264717312
google;neutral;126512968958607360
google;neutral;126512932933734402
google;neutral;126512842194161664
google;neutral;126512471845515264
google;neutral;126512460629946370
google;neutral;126512277720535040
google;neutral;126512269847826432
google;neutral;126512265036959744
google;neutral;126512261543116800
google;neutral;126512199857475585
google;neutral;126512130752126976
google;neutral;126511907569020928
google;neutral;126511799947366401
google;neutral;126511624256372736
google;neutral;126511578777526273
google;neutral;126511507088478208
google;neutral;126511425760935936
google;neutral;126511400825790464
google;neutral;126511380365983744
google;neutral;126511358861778944
google;neutral;126511243371610113
google;neutral;126510976358035456
google;neutral;126510915771301888
google;neutral;126510815246422016
google;neutral;126510801803673600
google;neutral;126510781801046016
google;neutral;126510731549085697
google;neutral;126510402359140352
google;neutral;126510393114898432
google;neutral;126510377558216704
google;neutral;126510284536942592
google;neutral;126510143541231616
google;neutral;126510049039368192
google;neutral;126509936518762496
google;neutral;126509922505596928
google;neutral;126509783665745920
google;neutral;126509619819462657
google;neutral;126509495907135489
google;neutral;126509474935611392
google;neutral;126509381327134720
google;neutral;126509283260108800
google;neutral;126509226720903168
google;neutral;126509135842914304
google;neutral;126508885992415232
google;neutral;126508842367463424
google;neutral;126508789254979584
google;neutral;126508753997668352
google;neutral;126508642060083200
google;neutral;126508495255257088
google;neutral;126508398522019840
google;neutral;126508044187217920
google;neutral;126508037400825857
google;neutral;126508035416928256
google;neutral;126507982543532034
google;neutral;126507925337411584
google;neutral;126507911844339712
google;neutral;126507657472393216
google;neutral;126507418539671552
google;neutral;126506926069645312
google;neutral;126506902145347584
google;neutral;126506895124086784
google;neutral;126506846499520512
google;neutral;126506795958153216
google;neutral;126506701259157504
google;neutral;126506651271430144
google;neutral;126506310228377600
google;neutral;126506306201858049
google;neutral;126506273662447616
google;neutral;126506272152502272
google;neutral;126506232432439296
google;neutral;126506073099218945
google;neutral;126505781553147904
google;neutral;126505768299147264
google;neutral;126505670446022656
google;neutral;126505612690456576
google;neutral;126505607116238848
google;neutral;126505469601775616
google;neutral;126505424823402496
google;neutral;126505412068511745
google;neutral;126505392191705088
google;neutral;126505364307984384
google;neutral;126505359161573377
google;neutral;126505133587709953
google;neutral;126505125853401088
google;neutral;126505094664568833
google;neutral;126505086041067520
google;neutral;126504998799552513
google;neutral;126504923687960576
google;neutral;126504910844989440
google;neutral;126504893354741760
google;neutral;126504842469457922
google;neutral;126504774047772672
google;neutral;126504709036056576
google;neutral;126504479595044864
google;neutral;126504427275300864
google;neutral;126504377862205441
google;neutral;126504319859175424
google;neutral;126504126665334784
google;neutral;126504115508494337
google;neutral;126504105530236928
google;neutral;126504077831045122
google;neutral;126503993768804352
google;neutral;126503947560165376
google;neutral;126503755331022849
google;neutral;126503706760974337
google;neutral;126503703514578944
google;neutral;126503693355982849
google;neutral;126503688595447810
google;neutral;126503683142852608
google;neutral;126503627706732544
google;neutral;126503364103118848
google;neutral;126503349657935872
google;neutral;126503348613558272
google;neutral;126503090487705601
google;neutral;126503088461848576
google;neutral;126502770130960384
google;neutral;126502761608122368
google;neutral;126502730264088576
google;neutral;126502630578069504
google;neutral;126502626085969920
google;neutral;126502616128684032
google;neutral;126502614086070273
google;neutral;126502326356815872
google;neutral;126502296916987904
google;neutral;126502291799945217
google;neutral;126502250041454593
google;neutral;126502128737976321
google;neutral;126502101944778752
google;neutral;126502100308996097
google;neutral;126501988132327425
google;neutral;126501888756682752
google;neutral;126501882331017216
google;neutral;126501647378690048
google;neutral;126501582274707457
google;neutral;126501535160074240
google;neutral;126501463752060928
google;neutral;126501463726899200
google;neutral;126501463672369152
google;neutral;126501463663976448
google;neutral;126501463659790337
google;neutral;126501463626223616
google;neutral;126501463554924544
google;neutral;126501463529754624
google;neutral;126501463487815680
google;neutral;126501428897382400
google;neutral;126501392163684353
google;neutral;126501360089825280
google;neutral;126501209887621121
google;neutral;126501176559677441
google;neutral;126501155999203328
google;neutral;126500867280093184
google;neutral;126500856026771456
google;neutral;126500659833995265
google;neutral;126500532478148610
google;neutral;126500276994711553
google;neutral;126500259974234112
google;neutral;126500105762250752
google;neutral;126499963176886272
google;neutral;126499722805522433
google;neutral;126499712164560896
google;neutral;126499577443532801
google;neutral;126499521822867458
google;neutral;126499521344712704
google;neutral;126499346022805504
google;neutral;126499314393546752
google;neutral;126499307284217856
google;neutral;126499293895987201
google;neutral;126499217807122433
google;neutral;126498840831475712
google;neutral;126498825992019969
google;neutral;126498759143211008
google;neutral;126498660811935744
google;neutral;126498593770184704
google;neutral;126498481534808064
google;neutral;126498259228303360
google;neutral;126498218501607426
google;neutral;126498101124005889
google;neutral;126497969972330497
google;neutral;126497822009860096
google;neutral;126497642493648897
google;neutral;126497423815213056
google;neutral;126497346870718464
google;neutral;126497339933327360
google;neutral;126497339073495040
google;neutral;126497335831306240
google;neutral;126497288301457408
google;neutral;126497256382803968
google;neutral;126497160345829376
google;neutral;126497100866387969
google;neutral;126497008197435392
google;neutral;126496951746301952
google;neutral;126496930204352512
google;neutral;126496891797118976
google;neutral;126496853742198784
google;neutral;126496835933179904
google;neutral;126496835920609280
google;neutral;126496802634612736
google;neutral;126496726143086592
google;neutral;126496688163655680
google;neutral;126496634120056832
google;neutral;126496571541045248
google;neutral;126496553811709952
google;neutral;126496553748803586
google;neutral;126496493648609280
google;neutral;126496395132796929
google;neutral;126496303738912769
google;neutral;126496230984519680
google;neutral;126496228572790784
google;neutral;126496131554344960
google;neutral;126496131545960449
google;neutral;126496131529183232
google;neutral;126496131441102848
google;neutral;126496131411742721
google;neutral;126496131382382592
google;neutral;126496131378188289
google;neutral;126496131374006272
google;neutral;126496131353018368
google;neutral;126496068467822593
google;neutral;126495741014315008
google;neutral;126495706356789248
google;neutral;126495690636529664
google;neutral;126495653747634176
google;neutral;126495340026273792
google;neutral;126495319792959488
google;neutral;126495268538560512
google;neutral;126495169536208896
google;neutral;126495125303083009
google;neutral;126495072102522880
google;neutral;126495001868906496
google;neutral;126494909548077056
google;neutral;126494729474015232
google;neutral;126494715024637952
google;neutral;126494709605609472
google;neutral;126494691016441857
google;neutral;126494645403398145
google;neutral;126494569184505856
google;neutral;126494532857643008
google;neutral;126494358508806144
google;neutral;126494314057568256
google;neutral;126494270650724353
google;neutral;126494239143116801
google;neutral;126494171065364480
google;neutral;126494094276042752
google;neutral;126493962499391488
google;neutral;126493954429550593
google;neutral;126493895625424896
google;neutral;126493811638677504
google;neutral;126493785533321216
google;neutral;126493625285750784
google;neutral;126493567182061569
google;neutral;126493558365630465
google;neutral;126493553055633408
google;neutral;126493550618742784
google;neutral;126493370028797953
google;neutral;126493352370765824
google;neutral;126493335518068736
google;neutral;126493327540502528
google;neutral;126493322268250114
google;neutral;126493312650719232
google;neutral;126493280832724992
google;neutral;126493225811841024
google;neutral;126493189254291457
google;neutral;126493174477758464
google;neutral;126493155855052800
google;neutral;126493015907897344
google;neutral;126492985834733568
google;neutral;126492945057718272
google;neutral;126492886517809152
google;neutral;126492864174755841
google;neutral;126492839998783488
google;neutral;126492795027456000
google;neutral;126492775930798080
google;neutral;126492775842713600
google;neutral;126492759262633984
google;neutral;126492737766834177
google;neutral;126492735598366720
google;neutral;126492726601584640
google;neutral;126492719987179520
google;neutral;126492692984238080
google;neutral;126492604799004672
google;neutral;126492471759867904
google;neutral;126492440914956290
google;neutral;126492364138221569
google;neutral;126492325219278848
google;neutral;126492310866362368
google;neutral;126492274766004226
google;neutral;126492105026703360
google;neutral;126492088270454785
google;neutral;126492059308785664
google;neutral;126491876860755969
google;neutral;126491752260575232
google;neutral;126491726276853760
google;neutral;126491658341715969
google;neutral;126491610199490560
google;neutral;126491517924810752
google;neutral;126491513038442496
google;neutral;126491459078729728
google;neutral;126491267411619840
google;neutral;126491255436881920
google;neutral;126491202810953728
google;neutral;126491025643552768
google;neutral;126490806315008000
google;neutral;126490801982275584
google;neutral;126490797225934850
google;neutral;126490763151421440
google;neutral;126490760114733056
google;neutral;126490712299675649
google;neutral;126490709921497088
google;neutral;126490662416826369
google;neutral;126490566837026817
google;neutral;126490278143082496
google;neutral;126490265463701504
google;neutral;126490235877081088
google;neutral;126490166897541120
google;neutral;126490158815125504
google;neutral;126490134869852161
google;neutral;126490118050684928
google;neutral;126490034865045504
google;neutral;126490011901231104
google;neutral;126489950614073345
google;neutral;126489908998176769
google;neutral;126489751325908992
google;neutral;126489719012990976
google;neutral;126489665116192768
google;neutral;126489609889783808
google;neutral;126489523776536576
google;neutral;126489506672160768
google;neutral;126489489328705536
google;neutral;126489300828307456
google;neutral;126489263490596864
google;neutral;126489146029129729
google;neutral;126489064319881216
google;neutral;126489048717074432
google;neutral;126488983164289026
google;neutral;126488935026266112
google;neutral;126488912037289984
google;neutral;126488727315943425
google;neutral;126488649905864705
google;neutral;126488582218203136
google;neutral;126488561888399360
google;neutral;126488352135450625
google;neutral;126487924043821057
google;neutral;126487912433975297
google;neutral;126487846038147073
google;neutral;126487807156944899
google;neutral;126487788433584129
google;neutral;126487744787660800
google;neutral;126487541569433600
google;neutral;126487465203736576
google;neutral;126487372039847937
google;neutral;126487167823388673
google;neutral;126487043462266880
google;neutral;126486964408033280
google;neutral;126486941364527104
google;neutral;126486926827065344
google;neutral;126486798640754688
google;neutral;126486616343724032
google;neutral;126486384902017024
google;neutral;126486348713570304
google;neutral;126486111689256960
google;neutral;126486051530354689
google;neutral;126485712836112384
google;neutral;126485684113522689
google;neutral;126485085942845440
google;neutral;126484200269426688
google;neutral;126484162302586880
google;neutral;126484021369778177
google;neutral;126484018211454976
microsoft;positive;126803641486163969
microsoft;positive;126792129832951808
microsoft;positive;126788430679113728
microsoft;positive;126780006964805632
microsoft;positive;126779403605770241
microsoft;positive;126779217911349248
microsoft;positive;126774092274741248
microsoft;positive;126768366345138176
microsoft;positive;126767508253454336
microsoft;positive;126764085609111552
microsoft;positive;126762337087655936
microsoft;positive;126755785391869954
microsoft;positive;126755232393867264
microsoft;positive;126754593714606085
microsoft;positive;126754500278104064
microsoft;positive;126750973329817601
microsoft;positive;126749591956762624
microsoft;positive;126748497096622080
microsoft;positive;126748156003221504
microsoft;positive;126748155021762561
microsoft;positive;126748153952206849
microsoft;positive;126747965393084416
microsoft;positive;126747962817781760
microsoft;positive;126747960900984832
microsoft;positive;126744770713362432
microsoft;positive;126743288320491521
microsoft;positive;126742063961214976
microsoft;positive;126741671965769728
microsoft;positive;126738939594813440
microsoft;positive;126736431929507840
microsoft;positive;126735438948995072
microsoft;positive;126734527551913984
microsoft;positive;126732577301217280
microsoft;positive;126732240368570369
microsoft;positive;126732148144209920
microsoft;positive;126731873517965313
microsoft;positive;126730153454870529
microsoft;positive;126729713568849920
microsoft;positive;126725535677157376
microsoft;positive;126725332031127552
microsoft;positive;126721324042305536
microsoft;positive;126716103123673088
microsoft;positive;126715314007314434
microsoft;positive;126714241427312641
microsoft;positive;126709513947594753
microsoft;positive;126705831126384640
microsoft;positive;126695555685560320
microsoft;positive;126693834846515200
microsoft;positive;126692533869871106
microsoft;positive;126691809417113600
microsoft;positive;126689578886246400
microsoft;positive;126689007512993792
microsoft;positive;126688284343672832
microsoft;positive;126688181688078338
microsoft;positive;126685198531297281
microsoft;positive;126677986522054657
microsoft;positive;126674853230149632
microsoft;positive;126670032951443456
microsoft;positive;126669652469350401
microsoft;positive;126668529046007808
microsoft;positive;126665091381854208
microsoft;positive;126663720075141121
microsoft;positive;126659125751971840
microsoft;positive;126658961263951873
microsoft;positive;126658937155108866
microsoft;positive;126658528965439488
microsoft;positive;126650473322262529
microsoft;positive;126638821948403712
microsoft;positive;126637126010929152
microsoft;positive;126633708315873280
microsoft;positive;126629320948060161
microsoft;positive;126611718376919041
microsoft;positive;126610651916410881
microsoft;positive;126608712407322624
microsoft;positive;126605340270788608
microsoft;positive;126603756971360256
microsoft;positive;126599751402668032
microsoft;positive;126596256138137600
microsoft;positive;126583935139454976
microsoft;positive;126581165636333568
microsoft;positive;126579574921371648
microsoft;positive;126578340902617088
