opiniao;tweet
Neutral;"***Wichtige Informationen zu heute***

Denkt bei der heutigen Anreise bitte daran, das der Messeschnellweg bis 18... http://t.co/XegFcRJp56"
Neutral;Pausenrückstand für den TSV, Eichede führt nach gutem Auftakt mit 0:1, drei gute Chancen nach Standards hätten... http://t.co/WuO6XAQtoe
Neutral;"RT @HannoverIndians: ***Wichtige Informationen zu heute***

Denkt bei der heutigen Anreise bitte daran, das der Messeschnellweg bis 18... h…"
Positive;@Gedankenleine Aber Du doch auch!!! :-)
Neutral;LIVE-Video ab 15 Uhr: World Indoor Rowing Championships in Boston (USA)... http://t.co/FQxJbDXSBd
Neutral;LIVE-Video ab 15 Uhr: World Indoor Rowing Championships in Boston (USA)... http://t.co/FQxJbDXSBd
Neutral;Van der Hellscher Wochenrückblick http://t.co/pUvcgxsjz7
Negative;@TobiasKroeger späte Rache des Fußballgottes.
Neutral;"39,00 €/mtl. zuzüglich Umsatzsteuer
für Ihre Geschäftsadresse bei http://t.co/5cGZavyRrA"
Positive;@romy___romy  wusstest du, dass ich dein neues Bild als Home Bildschirm habe? http://t.co/zzERqd5aQX
Positive;KICO im TV STRASSENSOUND Interview!  Checkt das Interview ab und teilt es, wenn es euch gefällt!  http://t.co/JPipAj3OvZ #kico
Negative;Na EA? Titanfall Server überlastet? Ihr lernt ja richtig dazu!
Positive;15 Jahre alt und Olympiateilnehmerin! Wahnsinn! @ARDolympia @ARDde #Sotschi #AnnaSeidel
Positive;Foto: hellyeahkpaustria: für den Notfall 😜 Das Notfallpaket für’s nächste Konzert :)  http://t.co/IQaYm1iyrF
Neutral;@faz_net: #Russlands #Männer: Aufzeichnungen aus der Mamagesellschaft http://t.co/QxjqGcyT8X #faz
Negative;@TobiasKroeger Duell zwischen Cottbus und H96 in Regionalliga Nord Relegation zur 2.Liga! Affenrufe, Stromausfall etc.
Neutral;"@faz_net: Greser &amp; Lenz: Gesammelte Werke 2012 http://t.co/Yxy0E1K5jK #faz"
Positive;@esteinhauer Ja, sehr interessant. Das sind Großmeister der Gamification...
Positive;@esteinhauer Ja, sehr interessant. Das sind Großmeister der Gamification...
Neutral;RT @PiratSued: Andere, die sich zur Unterstützung angekündigt hatten, sind mal gar nicht erst erschienen. #Überraschung waren doch viele da
Neutral;RT @PiratSued: Andere, die sich zur Unterstützung angekündigt hatten, sind mal gar nicht erst erschienen. #Überraschung waren doch viele da
Neutral;Facebook Profil löschen http://t.co/5dg7eWe9Mm
Neutral;'46 Weiter geht's im Wilhelm-Langrehr-Stadion. Benbennek bringt El-Helwe für Yilmaz.
Neutral;'46 Weiter geht's im Wilhelm-Langrehr-Stadion. Benbennek bringt El-Helwe für Yilmaz.
Positive;"Sieg Slowakei gegen Russland (40min 0:0) und Sieg Slowenien gegen USA wäre zu groß. Aber leider haben Amis was dagegen. ;)
@SPORT1 @fetzi6"
Neutral;(Ricklingen) Mediation - Außergerichtliche Problemlösung http://t.co/VICWcLwGxl
Neutral;'48 Deppe mit einem Schuss aus 25 Metern, zur Ecke abgefälscht.
Neutral;Neu auf Ninia LaGrande: Reichweite bezahlt keine Miete. http://t.co/CUZ0sfzTVn
Positive;Schlafen auf Steuergeld: Ministerin Schwesig spart sich eigene Berliner Wohnung http://t.co/1P3xYq2DL8 - sympathische Frau
Neutral;G+: Schlaues NFC-Tag nach ISO15693 : Das SL13A ist ein #ISO15693 konformes Tag,… http://t.co/nc8VXOzIWG
Neutral;'50 Huseni kommt aus 18 Metern zum Abschluss, aber überhaupt keine Schwierigkeit für Havelses Meyer.
Positive;Der erste Artikel auf Polytopes ist fertig: #Frax HD für das iPad ist DAS Fraktal-Programm! http://t.co/uhJuRHtcdX http://t.co/T7lpgJ8J6c
Neutral;Keine Medaillen beim #Eisschnelllauf - der #Fachkräftemangel in Deutschland nimmt bedrohliche Formen an! #sotchi2014 @ARDolympia
Positive;Auf geht's http://t.co/tu7jBqJNGJ
Positive;Auf geht's http://t.co/tu7jBqJNGJ
Positive;@tsia Mit ZFSonLinux? Bist du zufrieden? Läuft es stabil? Hast du Crypto im Einsatz?
Neutral;"@weizenspreu Auch Sprayer könnten sterben ;)"
Positive;"Das ist mal schön und spiegelt meinen Zustand wieder. “@krugvollbourbon: KW 7: Verbindung #fotoprojekt2014 

. http://t.co/kPiy4fgF9s”"
Positive;@SPORT1 Nach der Vorrunde habe ich ganz dick die Schweiz und die USA aufm Zettel. Skandinavier (SWE + FIN) muss ich noch genauer beobachten.
Neutral;hier: KönigPALAST Krefeld http://t.co/gsVNsqtvca
Positive;'58 Nächster guter Pass von Bildirici auf Deppe, der aber knapp im Abseits steht.
Neutral;@tsia Was sagt die RAM-Nutzung? ZFS braucht einiges, oder?
Neutral;'59 El-Helwe spielt den Ball direkt vors Tor, wo zunächst Freund und Feind verpassen, dann schiebt Ferhat Bikmaz zum 1:1 ein!
Neutral;Für einen #straffen #Po http://t.co/J8ck13lypf
Neutral;'61 Eichede wechselt. Hinkelmann kommt für Kranich.
Neutral;'61 Eichede wechselt. Hinkelmann kommt für Kranich.
Neutral;RT @heiseonline: Klage gegen Empfehlungsplattform Yelp http://t.co/ZbZeZbbSUV
Neutral;'62 Der Ausgleich ist vollkommen verdient.
Positive;'62 Der Ausgleich ist vollkommen verdient.
Neutral;Bestellung eines Geschäftsführers einer GmbH ist nicht deshalb nichtig, weil sie im Rahmen einer sog. „Firmenbestattung” erfolgte.
Negative;'62 Richtig viel Druck macht der TSV. Degner schließt ab, aber harmlos.
Neutral;"Hier ein Clip vom Auftritt meiner Showtanzgruppe, ""SunDaynce Formation"", bei der Finissage ""FARBENPR8"" in... http://t.co/kCL8hPMSTS"
Neutral;RT @heiseonline: Klage gegen Empfehlungsplattform Yelp http://t.co/ZbZeZbbSUV
Neutral;'65 Jetzt nicht nachlassen, Havelse! Der SV Eichede ist derzeit abgemeldet.
Negative;"TechnikObst spielt Hearthstone immernoch live auf Twitch ^^
http://t.co/LiRspMBUDN"
Neutral;"These 6 von 22 aus unserem Buch ""New Business Order""  https://t.co/4CutbKacRS"
Neutral;'66 Die Zuschauerzahl zum Heimauftakt ist ernüchternd: 395.
Negative;'66 Die Zuschauerzahl zum Heimauftakt ist ernüchternd: 395.
Positive;Ich mag Menschen, die mein Schreibtempo haben :D
Neutral;'69 Alassani verlässt bei den Gästen das Feld, Jawla kommt.
Positive;Ich habe Amors Pfeil, und damit geht es viel leichter! http://t.co/QVPKlhrRJ3 #iPad #iPadGames #GameInsight
Positive;"Noch zu Lina &lt;3 (@ Gross Buchholz) http://t.co/ZmNs7awGAm"
Neutral;RT @t3n: E-Commerce: Mehr Umsatz mit guten Danke-Seiten http://t.co/dswA8tyfN5
Neutral;'71 El-Helwe mit einer guten Idee, der Ball für Deppe aber zu steil. Barkmann rutscht dazwischen.
Neutral;Gelbe Karte Teichgräber
Neutral;Gelbe Karte Teichgräber
Neutral;wolkenreiter posted a note for So-oder-So-aehnlich (Unknown Cache) at 2/16/2014 (36.1km) http://t.co/2RibTf0JCG
Neutral;RT @t3n: Psychologie des Webdesign: Das Z-Pattern als Grundlage von Webprojekten #webdesign http://t.co/gRdw1rahgX http://t.co/NONiE2qpDq
Negative;"Das ""niedersächsische Springpferd"" heißt ""Niedersachsenross"" lieber #Ralf #Scholt von @ARDolympia"
Negative;Nahrungsmittelintoleranzen sind keine Modeerkrankungen. http://t.co/DEtMuFgayj
Positive;'75 Zweiter Wechsel beim TSV: Deppe geht vom Feld, Beismann ist neu im Spiel. Voller Angriff!
Positive;@BrittanyRowe2 @brookefurcron BOO YAH JACK
Neutral;"Wechsel Goslar 
Hartwig kommt für Hofmann"
Neutral;"Wechsel Goslar 
Hartwig kommt für Hofmann"
Positive;Ich hätte gerne für den Sommer einen süßen, kurzen, an mir gut aussehenden Overrall.
Neutral;RT @heiseonline: Office für iPad in den Startlöchern http://t.co/xLPzBUlvnj #iOS #Microsoft
Neutral;"Guten Tag, allerseits und einen schönen Sonntag.

Gestern ist der Film ""Carly Countryman"" reingekommen.

""Dem... http://t.co/zC5Vz6qakX"
Positive;@Biangano hahaha ja ich weiß! 😂😍
Positive;#geocaching erfolgreich hinter uns gebracht!
Neutral;'80 Eichede wechselt. Für Heidenreich kommt Bento.
Positive;Tor für die U23! Behrens gelingt in der 74. Minute der 2:3-Anschlusstreffer!
Positive;Tor für die U23! Behrens gelingt in der 74. Minute der 2:3-Anschlusstreffer!
Positive;RT @Hannover96: Tor für die U23! Behrens gelingt in der 74. Minute der 2:3-Anschlusstreffer!
Positive;"@jsmnschrtr ich bin auch am start hahaha :D voooooten &lt;3"
Positive;"Das Rogenbrötchen beim neuen Burger von #McDonalds ist eindeutig gesünder, sagt meine Mama. 

Genau, so wird's sein!"
Negative;flecki1 couldn't find Die drei ??? und der rasende Löwe Folge 15 (Unknown Cache) at 2/16/2014 (27.1km) http://t.co/UlftJlUjU9
Positive;sich als neutraler Fußballfan auf #fcafcn freuen. Zeiten ändern sich :)
Negative;Mein Kopf sagt ich sollte laufen gehen aber mein Körper will einfach nicht! #Sport #Schweinehund
Negative;Mein Kopf sagt ich sollte laufen gehen aber mein Körper will einfach nicht! #Sport #Schweinehund
Neutral;#Ginkgo - Unterstützung für das #Gehirn http://t.co/x2F7XgiD9j
Positive;RT @Bringmiressen: Das ist meine Definition von Service. http://t.co/C9jdJsmynN
Positive;RT @Bringmiressen: Das ist meine Definition von Service. http://t.co/C9jdJsmynN
Neutral;SEO Agentur aus München - Ranking Secrets 2014 - Legendary SEO http://t.co/PCd14aeZdH, see more http://t.co/lfygzMZ0g4
Neutral;"Was wäre das für eine riesen Quote gewesen?! Nach 60min 0:0 zwischen RUS und SVK. #Sportwettensektor
@SPORT1 @bwin_de @fetzi6"
Neutral;Die #Wahrheit über #Firmenbestattung http://t.co/jHasIu3ZQb
Positive;'87 Katz und Maus im Gäste-Strafraum, aber der SV steht mit zehn Mann da und so kommt der TSV nicht zum Schuss.
Positive;RT @NiniaLaGrande: Wenn ihr heute nur einen Text lest - dann diesen: Sexualität und Gesellschaft: Das Ende der Toleranz http://t.co/lTOp271…
Positive;Obwohl wir den gleichen Schreibtisch haben.
Positive;"#Bommes: ""Deutschland hat im Eishockey das Endspiel erreicht. Leider das um den Abstieg."" :D
@ARDolympia @DOSB #EishockeyLadies #WirfuerD"
Neutral;Station 2: South Park Stick of Truth, Station 3: Batman Arkham Origins Story DLC. Kommt sonst noch irgendwas für die 3er raus?
Neutral;"Forever Young - HGH Natural - Warum 
 #Aminosäuren so wichtig sind http://t.co/myZ2L9BMvO"
Negative;War’s das? Rund 10 Minuten vor Schluss macht der Goslaer SC das 2:4 aus Sicht unserer U23.
Neutral;RT @onlinevitalshop: So bauen Sie eine gestörte #Darmflora mit Hilfe der #Natur wieder auf http://t.co/iwFVFI4AlR
Positive;'90 Wieder Bikmaz!!! Posipal legt den Ball in den Fünfmeterraum zurück, Bikmaz schiebt ein! 2:1!!
Neutral;@ARDolympia Massenstart verschoben? #biathlon
Neutral;RT @onlinevitalshop: Eisen für Ihr Blut, Schwefel für Ihre Muskeln, Kalzium für Ihre Knochen http://t.co/Nv9B79yakc
Negative;#Betriebsräte sind in kirchlichen Einrichtungen verboten. #Staat zahlt Löhne, #Kirche bestimmt. Wann gibt es Trennung von Kirche und Staat?
Neutral;'90 Bildirici geht vom Feld, Kalinowksi kommt hinein.
Negative;@theblogofsports Habe ja nur Bommes im ARD zitiert. Wie die genauen Statuten beim Frauen Eishockey sind, weiß ich nicht.
Positive;@LuisaLion Im Erste-Hilfe-Kurs lernt man also wo man das Warndreieck aufstellen muss. Gut zu wissen :)
Neutral;"Hannover 96 5:2 Goslar 
Kahlert (90.)"
Negative;@theblogofsports dass das bei der WM so ist, weiß ich auch.^^
Positive;Er weiß genau das er gar nicht fragen braucht denn für euch bin ich untouchable.
Neutral;@m00sician Muss man sehen wie das Ende so ist hab mich schon spoilern lassen
Neutral;RT @Hannover96: Doppelschlag durch Goslar. Die U23 liegt eine halbe Stunde vor dem Ende mit 1:3 zurück.
Neutral;RT @96U23: Gelbe Karte für Ernst
Neutral;"RT @96U23: Hannover 96 2:4 Goslarer SC
Kahlert 84."
Neutral;RT @96U23: 2:5 Kahlert (90') und aus
Negative;ich habe Puls! 64 um genau zu sein... Wollte nur mal was Sinn freies Twittern. Kennen Sie das?
Negative;ich habe Puls! 64 um genau zu sein... Wollte nur mal was Sinn freies Twittern. Kennen Sie das?
Neutral;SAGA - On The Loose (HQ) http://t.co/iM29cAz5kC
Neutral;Starten Sie sofort durch mit einer #Vorratsgesellschaft (GmbH/AG) von http://t.co/GarWkAJiaz
Neutral;@tsia Kann keines, das OpenSource ist. Nur in Solaris bekommt man ZFS mit Encryption. Ich wollte mit dm-crypt verschlüsseln.
Neutral;RT @Hannover96: Goslar erhöhte kurz vor dem Abpfiff noch auf 2:5 - gleichzeitig der Endstand im Beekestadion.
Neutral;RT @NiniaLaGrande: Neu auf Ninia LaGrande: Reichweite bezahlt keine Miete. http://t.co/CUZ0sfzTVn
Negative;@randsturz Hmm :-/
Neutral;@x1nfamousChris ja siehst, den muss ich mir auch noch geben
Neutral;"HRC #Foto: ""Verlorengegangene Anblicke"" mit Blick in die Leinstrasse Ecke Knappenort. Wir betrachten rechts die... http://t.co/qySd1z9b4d"
Neutral;"HRC #Foto: ""Verlorengegangene Anblicke"" mit Blick in die Leinstrasse Ecke Knappenort. Wir betrachten rechts die... http://t.co/qySd1z9b4d"
Positive;RT @t3n: E-Commerce: Mehr Umsatz mit guten Danke-Seiten http://t.co/dswA8tyfN5
Positive;"@randsturz &lt;3 &lt;3 (aber lass mich ruhig vorher nochmal bei meinem Getränkemarkt vorbeischauen)"
Positive;@NiniaLaGrande ...Linktausch?Für dich sogar kostenlos! Auch schön:du schreibst einen Artikel auf unserem Blog! Und musst nix dafür zahlen!
Positive;@NiniaLaGrande ...Linktausch?Für dich sogar kostenlos! Auch schön:du schreibst einen Artikel auf unserem Blog! Und musst nix dafür zahlen!
Positive;@bh_lounge Hahaha, ja genau! Wie gütig!
Positive;Wir gratulieren Natalie Fischer und allen anderen GenossInnen zur Wahl ins LA-Präsidium der Jusos Niedersachsen!  /mv
Neutral;@Systemsemaphore Wie, da kann man Festplatten anschließen, die nicht von Apple sind?
Neutral;@sparschaeler und Karin...
Neutral;Das ist Sonntag 😊😍 MKUD 💗 @miaklaraundich http://t.co/bYqEw0CTMU
Positive;Gerade von meiner besten Freundin dieses Bild bekommen..!! #Hameln du bist so schön! http://t.co/o3Oavw1B0O
Positive;"@svente_fox Guck mal! ;)  http://t.co/fh97LanM6s"
Positive;"@svente_fox Guck mal! ;)  http://t.co/fh97LanM6s"
Positive;Nun ist es offiziell, #Slomka ist #HSV Coach.. Good luck!!
Neutral;Die Welt in Pixeln: Der Teletext-Generator für eure Fotos http://t.co/hySDXjF3DB
Negative;Robert Enke ist im kommenden November schon fünf Jahre tot. Ach du kacke, FÜNF JAHRE?
Negative;@EtienneToGo Kannst du den Tod schon riechen? #darksouls
Positive;Alles Gute, Herr Slomka! #HSV
Negative;Himmelfahrtskommando #Slomka
Negative;Himmelfahrtskommando #Slomka
Neutral;RT @t3n: #Hover.css: 50 Hover Effekte für deine Webseite http://t.co/TRXczutSqq
Neutral;Die Geburtenrate wird in Deutschland wieder steigen, wenn Reformen umgesetzt werden. #horx #zukunftsforscher http://t.co/IoYQwDbmPM
Positive;Frühling ..... http://t.co/Lumrc3Ejso
Neutral;"Tester finden Gift in Ohrhörer &amp; Co: Schadstoffe in Handy- und Computer-Zubehör - RP ONLINE: Tester finden Gif... http://t.co/jEI2P3HSrJ"
Neutral;#Mantelgesellschaft bei Wikipedia http://t.co/GarWkAJiaz
Neutral;RT @heiseonline: Aus für Windows 7 für Privatkunden rückt näher http://t.co/rwEklf4l4a #Windows7 #Microsoft
Positive;D37: Es wird Frühling #100happydays http://t.co/1OHutIu0Z6
Neutral;#Baden – #Entspannung pur mit #Badesalz und #Duschgel - ohne #Konservierungsstoffe http://t.co/nZvYAUKa1S
Neutral;"VIDEODREH: TAG 1 🎬🎥
Niemals in der Welt hört Hass durch Hass auf.
Hass hört durch Liebe auf… http://t.co/oYFHCnC8Qd"
Positive;@sparschaeler Hauptsache, er wird nicht aufs Kreuz gelegt...
Neutral;Tausende FTP-Server gehackt - heise online http://t.co/Auh7vUA4B1
Neutral;Tausende FTP-Server gehackt - heise online http://t.co/Auh7vUA4B1
Positive;RT @HAZ: Nichts los auf dem #Schnellweg (http://t.co/4ZC6Znj0C8). Dafür lockt das gute Wetter, genießt es! (Foto: Dillenberg) http://t.co/5…
Positive;RT @HAZ: Nichts los auf dem #Schnellweg (http://t.co/4ZC6Znj0C8). Dafür lockt das gute Wetter, genießt es! (Foto: Dillenberg) http://t.co/5…
Positive;Hübsch hier. (@ Maschsee w/ 6 others) [pic]: http://t.co/wMTaguotdO
Neutral;Könnte es nicht sein, dass der Lohn, den wir für eine gute Tat erwarten, viel mehr mit einer Belohnung im Gehirn zutun hat?
Negative;@BULIAktuell @HSV der Link führt leider ins Nichts..
Neutral;18-10 nach dem 1. Viertel für die jäger
Negative;RT @regionhannover_: Achtung Autofahrer in der Region #Hannover: Morgen (16. Februar) ist der Messeschnellweg (Bundesstraße 3) gesperrt! ht…
Neutral;RT @regionhannover_: Achtung Autofahrer in der Region #Hannover: Morgen (16. Februar) ist der Messeschnellweg (Bundesstraße 3) gesperrt! ht…
Negative;@sparschaeler hoffentlich wird's kein Kindstod...
Neutral;Nach 23-15, nun nur noch 23-21, 14min
Positive;Was zusammengehört wird früher oder später auch wieder zusammenfinden😌☝️
Neutral;RT @HAZ: Mirko #Slomka wird neuer Trainer beim Hamburger SV. http://t.co/2KLXzeoyMf #hsv #h96
Neutral;@Stephan535 Lust aus Respekt vor den anderen Trainern und dem Ex-Verein.
Negative;Arsenal gg. Liverpool wird das einzig Gute heute sein.
Neutral;RT @HAZ: Mirko #Slomka wird neuer Trainer beim Hamburger SV. http://t.co/2KLXzeoyMf #hsv #h96
Positive;@DerwahreCoach Und natürlich Hertha - Wob!!
Positive;@DerwahreCoach Und natürlich Hertha - Wob!!
Positive;@runnertobi Das wünsch ich dir! :)
Neutral;Das tägliche Leben verlangt eine kontinuierliche Zufuhr von Mineralstoffen. http://t.co/LkGOwQ3Ibj
Positive;RT @onlinevitalshop: #Baden – #Entspannung pur mit #Badesalz und #Duschgel - ohne #Konservierungsstoffe http://t.co/nZvYAUKa1S
Positive;Wünsche unserem Mirko #Slomka für seine neue Station beim @HSV viel Kraft und Geduld. Der #HSV hat nun einen sehr guten Trainer.
Positive;Wünsche unserem Mirko #Slomka für seine neue Station beim @HSV viel Kraft und Geduld. Der #HSV hat nun einen sehr guten Trainer.
Negative;Erst war Pechstein Medaillenkandidatin. Nach der ersten Runde ist Top 10 ok. #ard
Neutral;Geld verdienen durch Artikel schreiben http://t.co/plJP96kJt6
Neutral;Montagsmotivation² – Chancen nutzen lohnt sich  - Wenn Chancen anklopfen, einfach mal die Tür öffnen Hallo... http://t.co/8ka3zkfy3v
Positive;Montagsmotivation² – Chancen nutzen lohnt sich  - Wenn Chancen anklopfen, einfach mal die Tür öffnen Hallo... http://t.co/8ka3zkfy3v
Negative;Omma Pechstein sollte das Eis mal lieber den jüngeren überlassen! #Sochi2014
Negative;@Doktor_D Ich schau jetzt Hertha Wob und zwar im Olympiastadion. Auch Ästhetik pur. Zumindest das Stadion.
Negative;@Doktor_D Ich schau jetzt Hertha Wob und zwar im Olympiastadion. Auch Ästhetik pur. Zumindest das Stadion.
Positive;Das Beispiel mit der Sahnetorte ist ja mal der Hammer :D💕 @miaklaraundich
Positive;Das Beispiel mit der Sahnetorte ist ja mal der Hammer :D💕 @miaklaraundich
Negative;Hätte nicht gedacht das Slomka so stark unter Selbstüberschätzung leidet und sich den kleinen #hsv antut...
Neutral;Ich habe ein Video zu einer @YouTube-Playlist hinzugefügt: http://t.co/iyei6oDm2G Soulja Boy - Crank That
Negative;Die Frau #Wust wirkt in ihrer Art einfach nur unsportlich. #Sotchi2014 #eisschnelllauf
Neutral;RT @t3n: Facebook, Twitter, Xing und Co.: Die besten #Crossposting-Tools für Social-Media-Manager #socialmedia http://t.co/q0rn3droKK
Neutral;37-34 halbzeit
Positive;#Zuckerrohrmelasse - das #schwarze #Wunder http://t.co/T71jVoDZBR
Neutral;16-18 gegen die Recken zur Pause
Negative;@Illuminatus23 *räusper* Junger Freund, ich mache dir da ein Angebot, das du nicht ablehnen kannst
Neutral;*FTF* hobatt found Omas Tante III (Unknown Cache) at 2/16/2014 (29.9km) http://t.co/Fo2GiQmm7u
Neutral;Mach mit beim Gewinnspiel des VEBU! https://t.co/bJNwpdOtg4
Neutral;Wieso zahlt mir eigentlich keiner 3 Mio. Abfindung??
Negative;Wieso zahlt mir eigentlich keiner 3 Mio. Abfindung??
Neutral;RT @t3n: Dorian Credé: „Das Versagen der Rating-Agenturen hat mich dazu bewegt, #Wikirating zu gründen“ [Interview] http://t.co/UNXTcSesOT
Neutral;Rating-Update bei Dazwischen von DieKirschen - 2/1 (2.5/1.5)
Neutral;Hannover/Region: Der SVG-Wettbewerb ist entschieden http://t.co/5b3IhkSJBp
Neutral;Hannover/Region: Der SVG-Wettbewerb ist entschieden http://t.co/5b3IhkSJBp
Neutral;HRC #News: Der SVG-Wettbewerb ist entschieden: Der Architekt Martin A. Müller aus Hannover erhält er... http://t.co/ta45uCMH1S #hannover
Neutral;HRC #News: Der SVG-Wettbewerb ist entschieden: Der Architekt Martin A. Müller aus Hannover erhält er... http://t.co/ta45uCMH1S #hannover
Negative;Lest nie eure alten Post...schon fast gruselig peinlich, was man alles verzapft.
Neutral;Das wäre ja witzig, wenn ich über Twitter ein #Atelier in #Hannover finden würde.
Neutral;Das wäre ja witzig, wenn ich über Twitter ein #Atelier in #Hannover finden würde.
Neutral;RT @onlinevitalshop: Das tägliche Leben verlangt eine kontinuierliche Zufuhr von Mineralstoffen. http://t.co/LkGOwQ3Ibj
Positive;Weiter gehts, jäger ball
Neutral;Weiter gehts, jäger ball
Neutral;Ich habe ein Video zu einer @YouTube-Playlist hinzugefügt: http://t.co/MiScXbhCsy Deichkind - Leider Geil (Official Video)
Positive;@MrsCgn Bin gespannt, was das wird! Habe irgendwie gar kein Gefühl dazu!
Neutral;Ich habe 16 Fotos im Album „Hannover 96 U23 2:5 Goslarer SC“ auf Facebook gepostet http://t.co/FZNjjebmzs
Positive;Es ist gleich 17 Uhr und es ist noch Tageshell!
Positive;Es ist gleich 17 Uhr und es ist noch Tageshell!
Neutral;RT @heiseonline: Verkehrsverbund Berlin-Brandenburg zeigt Live-Daten http://t.co/baTV5aqR8u #Openstreetmap #Geodaten
Neutral;RT @ennolenze: Weswegen hat der Bundestag eine Kuppel? Schon mal einen Zirkus mit Flachdach gesehen?
Positive;"Glaube einfach nicht das er sich das antut #Slomka #HSV ...für´s Portfolio ;) ...aber bei 10 weitern Klatschen , weiß nich. Find´s witzig"
Positive;"Würde ich so springen können wie die Ladies beim Cross Snowboarden &lt;3 #olympia2014"
Negative;Bin beim lernen eingepennt und erst beim runterfallen vom Fatboy aufgewacht -.-
Neutral;RT @heiseonline: Verkehrsverbund Berlin-Brandenburg zeigt Live-Daten http://t.co/baTV5aqR8u #Openstreetmap #Geodaten
Neutral;@lsanoj ziehst du tatsächlich nach Berlin?
Neutral;@lsanoj ziehst du tatsächlich nach Berlin?
Neutral;@equaxDE MinionjagD, mit D ^^
Positive;An die Männerwelt da draußen: folgt mal dem @Mlr_Max_199. Auch wenn sein Wohnort scheisse ist, ist er beautiful. 💕 #ff
Negative;"Bildzeitung ?? Glaube es erst wenn ER selbst vor der Kamera sagt:"" Ich bin offiziell neuer blablablupp"" ..und nicht #Bild - #Slomka #Hsv"
Negative;"Bildzeitung ?? Glaube es erst wenn ER selbst vor der Kamera sagt:"" Ich bin offiziell neuer blablablupp"" ..und nicht #Bild - #Slomka #Hsv"
Positive;@sued1910 im März gibts ja UNSERE Band #the exploding boy
Positive;"Dortmund ist der geilste Club der Welt! #BVB #BVBverbindet  

Deutschlandkarte: Städteslogans bei Google

http://t.co/CQKcSNK0l8"
Neutral;Mitarbeiterführung - HIERAX MEDIEN -  http://t.co/2YdBYmCi8P
Neutral;Mitarbeiterführung - HIERAX MEDIEN -  http://t.co/2YdBYmCi8P
Negative;Blöder Wind ..hui
Positive;Ich habe ein @YouTube-Video von @equaxde positiv bewertet: http://t.co/BpbDVI614B Titanfall Beta - Minionjagt - Deutsch German
Negative;"In der Not zeigt sich, wer Freund und wer Feind ist. 
Danke für diese Erfahrung!"
Positive;"In der Not zeigt sich, wer Freund und wer Feind ist. 
Danke für diese Erfahrung!"
Positive;Ich frage mich manchmal ob du mich auch so siehst und es nur nicht sagst, was du denkst wenn du meinen Namen hörst, ein Bild von mir siehst.
Neutral;Das Inhalieren mit Salzwasser zählt zu der wohl einfachsten Methode zur Behandlung von Atemwegserkrankungen http://t.co/YctfQx95aK
Neutral;Neue Predigt online: Nachmittagsgottesdienst am 16.02.2014 http://t.co/8QlYTaX0rx
Negative;Alle ziehn’se nach Berlin. Niemand nach Hannover.
Positive;@Mlr_Max_199 das liegt an Braunschweig :D
Neutral;@SunnyBlub wirklich?
Negative;RT @PimpYourMac: GÄHN! Die iPad-Roadmap 2014: ein langweiliges Jahr ohne echte Neuerungen http://t.co/ie5tCfZXjl via @Mac_Life
Neutral;3D Druck-Innovationen: Innofil 3D PLA – das innovative 3D-Drucker Filament von iGo3D http://t.co/Oi53901ANF
Positive;Da ist ein vier Meter langer Riss im Kellerboden :))) YOLO
Neutral;BUND: Mitmachen beim Fledermausschutz http://t.co/vZtRCscK74
Neutral;BUND: Mitmachen beim Fledermausschutz http://t.co/vZtRCscK74
Neutral;"My Top 3 #lastfm Artists: Beastie Boys (4), NPR (3) &amp; Die tödliche Doris (3) #musicoftheweek http://t.co/XHgOShLr0C"
Positive;Finde ich so gut! Total interessant, irre viel zu lesen und mit sehr wenig Werbung. (Und nach einer… http://t.co/2Oo2jg7EE9
Negative;@AndreasDraeger @hellraiser2588 3 Mio Abfindung - das ist schon ziemlich krass...
Negative;@AndreasDraeger @hellraiser2588 3 Mio Abfindung - das ist schon ziemlich krass...
Positive;Bin heute voll im Zwischenprüfungsmodus Haftung, ADSp, HGB, Lademeter. Ich bin stolz
Neutral;Ich habe ein neues Foto auf Facebook gepostet http://t.co/xwzMhnqs1i
Neutral;RT @heiseonline: Aus für Windows 7 für Privatkunden rückt näher http://t.co/rwEklf4l4a #Windows7 #Microsoft
Neutral;#yukonbay #zoohannover http://t.co/m0zM6zeFPn
Positive;Absolut anmutig. http://t.co/Tjqp8lGIP9 (via @orbisclaudiae)
Positive;Sieg! 73-58
Negative;urgs, @TuT_Parody kommentiert die olle Dame #BSCWOB
Neutral;@vivaonline haben 3A einen Twitter Account?:3
Negative;@hellraiser2588 haben die keine 3D-Ansicht von jedem Platz?
Positive;5,2km gelaufen in 32 Minuten finde ich persönlich gut! Da geht noch was aber nicht heute! Jetzt erstmal Badewanne! #Sport #Entspannung
Neutral;@hellraiser2588 ich saß damals in der vorletzten Reihe unterm Dach
Neutral;RT @iXmagazin: Mozillas Chefin verteidigt Werbepläne für Browser Firefox http://t.co/bwMXCT5jDE #Firefox #Browser
Neutral;RT @cebit: 3D Druck-Innovationen: Innofil 3D PLA – das innovative 3D-Drucker Filament von iGo3D http://t.co/Oi53901ANF
Neutral;PRonline: Pietsen´s Revolverblatt wurde gerade veröffentlicht! http://t.co/bRwiIwHjuA Vielen Dank an @iTanum
Neutral;PRonline: Pietsen´s Revolverblatt wurde gerade veröffentlicht! http://t.co/bRwiIwHjuA Vielen Dank an @iTanum
