OPINIAO;EMPRESA;SERVIÇO;POSSIBLY_SENSITIVE_IS_CORRECT;LOCAL_CIDADE;LOCAL_ESTADO;LOCAL_PAÍS;SEXO_USUÁRIO;id_str;possibly_sensitive;created_at;source;retweet_count;favorite_count;tweet;user_description;user_screen_name;user_followers_count;user_name;user_location;place_country_code;place_country;place_full_name;place_place_type;place_name
Positivo;Bradesco;Atendimento;;;;Brasil;Masculino;4,09E+17;;Fri Dec 06 10:57:46 +0000 2013;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";0;0;Impressionante o poder da rede social ! O @AloBradesco funciona MUITO melhor que o fone fácil !!! Obrigado bradesco !!!;Roteirista do programa DIVERTICS, humorista do COMEDIA em PE e Demitido do programa da Fatima Bernardes e do programa da Regina Casé! O garoto Problema;victorsarro;162094;victor;BRASIL;;;;;
Positivo;Bradesco;Atendimento;;;;Brasil;Masculino;4,09E+17;;Fri Dec 06 13:59:19 +0000 2013;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";0;0;Obrigado @AloBradesco ! TUDO resolvido em menos de 24 hs !!! Obrigado mesmo !;Roteirista do programa DIVERTICS, humorista do COMEDIA em PE e Demitido do programa da Fatima Bernardes e do programa da Regina Casé! O garoto Problema;victorsarro;162123;victor;BRASIL;;;;;
Positivo;Bradesco;Atendimento;;;;Brasil;Masculino;4,09E+17;;Fri Dec 06 15:22:36 +0000 2013;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";0;0;Muito feliz com o @alobradesco ! Resolveram tudo pra mim !!! Ja o fone fácil , espero que caia uma bomba lá e exploda todo mundo !!!!;Roteirista do programa DIVERTICS, humorista do COMEDIA em PE e Demitido do programa da Fatima Bernardes e do programa da Regina Casé! O garoto Problema;victorsarro;162136;victor;BRASIL;;;;;
Positivo;Bradesco;TV por assinatura;;;;;Masculino;4,12E+17;false;Sun Dec 15 03:07:59 +0000 2013;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";0;0;Fiz meu primeiro saque na agência totalmente digital do #Bradesco - agência do futuro. http://t.co/3PSMTL6oNN;PhD em Curiosofologia Aplicada e técnica, vive pela e para a tecnologia. Acredita que o conhecimento só adquire valor quando é passado adiante.;renanturrm;1113;RenanTurrm ?;Internet;;;;;
Positivo;Bradesco;;;;;;Masculino;4,13E+17;;Mon Dec 16 11:26:30 +0000 2013;"<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>";0;0;O @AloBradesco é a Amélia dos bancos. Cozinha, lava, passa, arruma…. Como nenhuma outra!;Tô aqui pra me divertir e não pra fazer amigos. Se o que eu falo te ofende, você que se foda. Simples assim.;GordoGeek;42826;GordoGeek;;;;;;
Positivo;Bradesco;Propaganda;;;;;Masculino;4,13E+17;;Mon Dec 16 22:44:35 +0000 2013;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";0;0;Caralho, que propaganda foda do #bradesco #queroquetodomundotenha;Pretend you're allergic to cigarrette smoke. Hack, hack!;Johnnschubert;295;Johnn Schubert;;;;;;
Positivo;Bradesco;Banco;;Joinville;Santa Catarina;Brasil;Masculino;4,13E+17;;Tue Dec 17 23:33:56 +0000 2013;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";0;0;Achei muito fofa essa propaganda natal do #bradesco parabens quem desenvolveu;Skype: big_stel;bigstel;1859;maurilio stelzner;Brasil;BR;Brasil;Joinville, Santa Catarina;city;Joinville
Positivo;Bradesco;Banco;;;;Brasil;Masculino;4,13E+17;;Wed Dec 18 00:27:27 +0000 2013;web;0;0;Gostei dessa menina: quer muitas férias para todo mundo em 2014! #Bradesco;Apresentador e Blogueiro de TV. Um especialista na arte de Entreter!;Famarianno;1394;Fa Marianno;Brasil;;;;;
Positivo;Bradesco;Banco;;Cuiabá;Mato Grosso;Brasil;Masculino;4,13E+17;;Wed Dec 18 15:48:46 +0000 2013;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";0;0;Consegui ser atendido no #Bradesco, obrigado. Depois de 1 hora e meia.;Industrial Engineer, Design's lover. A person who like about quality's content and several another things.;GiovaniMX;175;Giovani Comelli;Cuiabá - MT;;;;;
Positivo;Bradesco;Banco;;;;;Masculino;4,14E+17;;Fri Dec 20 15:47:16 +0000 2013;"<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>";0;0;As atendentes do @AloBradesco devem ganhar muito bem. Pq são de uma cordialidade nunca vista em outros bancos.;Tô aqui pra me divertir e não pra fazer amigos. Se o que eu falo te ofende, você que se foda. Simples assim.;GordoGeek;42879;GordoGeek;;;;;;
Positivo;Bradesco;Banco;Não;Curitiba;Paraná;Brasil;Feminino;4,15E+17;false;Tue Dec 24 13:07:52 +0000 2013;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";0;0;Obrigada ao pessoal do @AloBradesco @Bradesco pelo presente de Natal! http://t.co/vyBaBrKscO;Consultora em tecnologia móvel, dentista homecare e comentarista na rádio CBN Curitiba. Embaixadora da Evernote.;garotasemfio;226586;Bia Kunze;Curitiba;;;;;
Positivo;Bradesco;Banco;;Santos;São Paulo;Brasil;Não se aplica;4,17E+17;;Fri Dec 27 14:38:19 +0000 2013;web;0;0;Q surpresa agradavel chegar em casa e ter um presentão do @AloBradesco, terceiro ano ja que sou mimado com uma cesta de natal. Obg senhores!;Entre o céu e o créu existem coisas que você nem imagina. Esse é simplesmente o twitter do blog http://www.NaoSalvo.com.br e o meu (Cid) pessoal por tabela ????;naosalvo;378367;Cid NaoSalvo.com.br;Santos / São Paulo;;;;;
Positivo;Bradesco;Banco;;Santos;São Paulo;Brasil;Não se aplica;4,17E+17;;Fri Dec 27 14:46:17 +0000 2013;web;0;0;@AloBradesco um bom final de ano pra tds xoxal medias ae e obg pelas ajudas durante o ano :D (coloca esse tweet no relatorio);Entre o céu e o créu existem coisas que você nem imagina. Esse é simplesmente o twitter do blog http://www.NaoSalvo.com.br e o meu (Cid) pessoal por tabela ????;naosalvo;378369;Cid NaoSalvo.com.br;Santos / São Paulo;;;;;
Positivo;Bradesco;Banco;;Curitiba;Paraná;Brasil;Masculino;4,17E+17;;Fri Dec 27 15:54:25 +0000 2013;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";0;0;Estamos ficando mal acostumados, @naosalvo. O pessoal do @AloBradesco  ta estragando a gente com esses presentes :P;Zerei a vida no dia 11/7/13. Agora estou jogando no hard!;azaghal;97040;Deive Pazos; Khazad-dûm;;;;;
Positivo;Bradesco;Banco;;Santos;São Paulo;Brasil;Não se aplica;4,17E+17;;Fri Dec 27 15:57:57 +0000 2013;web;1;0;@azaghal @AloBradesco continuem assim ahuhuahuahu;Entre o céu e o créu existem coisas que você nem imagina. Esse é simplesmente o twitter do blog http://www.NaoSalvo.com.br e o meu (Cid) pessoal por tabela ????;naosalvo;378365;Cid NaoSalvo.com.br;Santos / São Paulo;;;;;
Positivo;Bradesco;Banco;Não;Recife;Pernambuco;Brasil;Masculino;4,17E+17;false;Fri Dec 27 17:38:53 +0000 2013;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";0;0;Melhor parte do fim do ano: a cesta do @alobradesco :D http://t.co/19YUwTa28X;If there's a god, I know he likes to rock.;bqeg;37242;Byte Que Eu Gosto;Recife;;;;;
Positivo;Bradesco;Banco;Não;;Rio de Janeiro;Brasil;Feminino;4,17E+17;false;Fri Dec 27 20:25:48 +0000 2013;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";0;0;E aí, você chega em casa e descobre que ganhou aquele PRESENTÃO do @aloBradesco. Um feliz 2014 pra… http://t.co/fuQYN69hyu;Planner at Borghi/Lowe Rio :: Professor of Digital Marketing :: Trance Lover. http://www.facebook.com/socialmediastoryteller;MissMoura;10192;MissMoura;Rio de Janeiro;;;;;
Positivo;Bradesco;Banco;Não;;;;Masculino;4,17E+17;false;Fri Dec 27 22:11:31 +0000 2013;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";0;0;Meus filhos quase não ficaram alucinados com o bau do do @AloBradesco http://t.co/kfQa13Mts5;Tô aqui pra me divertir e não pra fazer amigos. Se o que eu falo te ofende, você que se foda. Simples assim.;GordoGeek;42928;GordoGeek;;;;;;
Positivo;Bradesco;Banco;;;Rio de Janeiro;Brasil;Masculino;4,17E+17;;Fri Dec 27 22:28:54 +0000 2013;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";0;0;Caramba, que cesta linda! Obrigado @AloBradesco! =D;Old dog, new tricks.;roniuj;1599;Joel Nascimento Jr.;Rio de Janeiro, Brasil.;;;;;
Irrelevante;Bradesco;;;;São Paulo;Brasil;Não se aplica;3,87E+17;;Sun Oct 06 15:30:09 +0000 2013;"<a href=""http://www.scup.com.br"" rel=""nofollow"">Scup</a>";0;0;Saiu de casa e esqueceu o cartão? Tem problema não! C/ a Biometria vc pode sacar usando a palma da mão! \o/;Este é mais um canal pra você acompanhar nossas novidades e saber mais sobre nossos produtos e serviços. Siga com a gente!;Bradesco;44550;Banco Bradesco;São Paulo - Brasil;;;;;
Irrelevante;Bradesco;;Sim;;São Paulo;Brasil;Masculino;3,88E+17;false;Tue Oct 08 15:39:29 +0000 2013;web;0;0;O @Bradesco põe pedras pontiagudas em calçada para afastar mendigos de agência em Manaus http://t.co/erGe7qyTFP;Pós-jornalista e professor. Assessor de Imprensa na Secretaria de Trabalho de Osasco. Editor do Vi na Internet.;charlesnisz;2625;charlesnisz;Sao Paulo (Brasil);;;;;
Irrelevante;Bradesco;Internet Banking;;;São Paulo;Brasil;Não se aplica;3,88E+17;;Wed Oct 09 14:30:10 +0000 2013;"<a href=""http://www.scup.com.br"" rel=""nofollow"">Scup</a>";0;0;Vc também pode movimentar sua conta pelo celular, Internet Banking, tablet e máquinas de autoatendimento.;Este é mais um canal pra você acompanhar nossas novidades e saber mais sobre nossos produtos e serviços. Siga com a gente!;Bradesco;44702;Banco Bradesco;São Paulo - Brasil;;;;;
Irrelevante;Bradesco;;;;São Paulo;Brasil;Não se aplica;3,88E+17;;Thu Oct 10 19:20:07 +0000 2013;"<a href=""http://www.scup.com.br"" rel=""nofollow"">Scup</a>";0;0;"C/ o app do Bradesco no seu celular, vc paga suas contas c/ o leitor de código de barras de um jeito fácil e rápido. É só mirar e click! ;)";Este é mais um canal pra você acompanhar nossas novidades e saber mais sobre nossos produtos e serviços. Siga com a gente!;Bradesco;44774;Banco Bradesco;São Paulo - Brasil;;;;;
Irrelevante;Bradesco;;;;São Paulo;Brasil;Não se aplica;3,89E+17;;Sun Oct 13 13:30:08 +0000 2013;"<a href=""http://www.scup.com.br"" rel=""nofollow"">Scup</a>";0;0;Sempre confira o valor da compra antes de digitar sua senha. #segurança;Este é mais um canal pra você acompanhar nossas novidades e saber mais sobre nossos produtos e serviços. Siga com a gente!;Bradesco;44947;Banco Bradesco;São Paulo - Brasil;;;;;
Irrelevante;Bradesco;Cartão de Crédito;Sim;;São Paulo;Brasil;Não se aplica;3,90E+17;false;Mon Oct 14 19:13:42 +0000 2013;"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>";0;0;Peça seu Cartão de Crédito Bradesco Visa com a 1ª Anuidade gratuita + 2 adicionais gratuitos. Leva menos de 3 minutos http://t.co/NlM081YE2R;Este é mais um canal pra você acompanhar nossas novidades e saber mais sobre nossos produtos e serviços. Siga com a gente!;Bradesco;45103;Banco Bradesco;São Paulo - Brasil;;;;;
Irrelevante;Bradesco;Cartão de Crédito;Sim;;São Paulo;Brasil;Não se aplica;3,90E+17;false;Mon Oct 14 19:15:03 +0000 2013;"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>";0;0;Cartão de Crédito Bradesco Visa c/ benefícios exclusivos + isenção da 1ª anuidade e ainda 2 adicionais gratuitos! http://t.co/NlM081YE2R;Este é mais um canal pra você acompanhar nossas novidades e saber mais sobre nossos produtos e serviços. Siga com a gente!;Bradesco;45103;Banco Bradesco;São Paulo - Brasil;;;;;
Irrelevante;Bradesco;Cartão de Crédito;Sim;;São Paulo;Brasil;Não se aplica;3,90E+17;false;Mon Oct 14 19:19:43 +0000 2013;"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>";0;0;Peça seu Cartão de Crédito American Express® Membership Card e tenha benefícios exclusivos. Leva menos de 3 minutos! http://t.co/tDTN7BbCns;Este é mais um canal pra você acompanhar nossas novidades e saber mais sobre nossos produtos e serviços. Siga com a gente!;Bradesco;45103;Banco Bradesco;São Paulo - Brasil;;;;;
Irrelevante;Bradesco;Cartão de Crédito;Sim;;São Paulo;Brasil;Não se aplica;3,90E+17;false;Mon Oct 14 19:20:06 +0000 2013;"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>";0;0;Cartão de Crédito American Express® c/ benefícios exclusivos + isenção da 1ª anuidade e 2 adicionais gratuitos! http://t.co/tDTN7BbCns;Este é mais um canal pra você acompanhar nossas novidades e saber mais sobre nossos produtos e serviços. Siga com a gente!;Bradesco;45103;Banco Bradesco;São Paulo - Brasil;;;;;
Irrelevante;Bradesco;Cartão de Crédito;Sim;;São Paulo;Brasil;Não se aplica;3,90E+17;false;Mon Oct 14 19:33:22 +0000 2013;"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>";0;0;Peça seu Cartão de Crédito Bradesco Visa com a 1ª Anuidade gratuita + 2 adicionais gratuitos. Leva menos de 3 minutos http://t.co/9tjeYU18xe;Este é mais um canal pra você acompanhar nossas novidades e saber mais sobre nossos produtos e serviços. Siga com a gente!;Bradesco;45108;Banco Bradesco;São Paulo - Brasil;;;;;
Irrelevante;Bradesco;Cartão de Crédito;Sim;;São Paulo;Brasil;Não se aplica;3,90E+17;false;Mon Oct 14 19:33:52 +0000 2013;"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>";0;0;Cartão de Crédito Bradesco Visa c/ benefícios exclusivos + isenção da 1ª anuidade e ainda 2 adicionais gratuitos! http://t.co/9tjeYU18xe;Este é mais um canal pra você acompanhar nossas novidades e saber mais sobre nossos produtos e serviços. Siga com a gente!;Bradesco;45108;Banco Bradesco;São Paulo - Brasil;;;;;
Irrelevante;Bradesco;Cartão de Crédito;Sim;;São Paulo;Brasil;Não se aplica;3,90E+17;false;Mon Oct 14 19:34:17 +0000 2013;"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>";0;0;Peça seu Cartão de Crédito American Express® Membership Card e tenha benefícios exclusivos. Leva menos de 3 minutos! http://t.co/bMbKjF7NjA;Este é mais um canal pra você acompanhar nossas novidades e saber mais sobre nossos produtos e serviços. Siga com a gente!;Bradesco;45108;Banco Bradesco;São Paulo - Brasil;;;;;
Irrelevante;Bradesco;Propaganda;False;;São Paulo;Brasil;Não se aplica;3,91E+17;false;Fri Oct 18 20:09:16 +0000 2013;"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>";0;0;Peça seu Cartão de Crédito American Express® Membership Card e tenha benefícios exclusivos. Leva menos de 3 minutos! http://t.co/F8nbLTU4BV;Este é mais um canal pra você acompanhar nossas novidades e saber mais sobre nossos produtos e serviços. Siga com a gente!;Bradesco;45694;Banco Bradesco;São Paulo - Brasil;;;;;
Irrelevante;Bradesco;;False;;;Brasil;Masculino;3,92E+17;false;Mon Oct 21 12:36:54 +0000 2013;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";0;0;Trabalhar pode? #beats #bradesco #social http://t.co/FqlF7Gv3Vw;17 Anos - Corinthiano - Ariano - Humilde - Feliz & Ousado e Filho de DEUS - Sou ignorante quando tenho que ser! - THUG - LIFE (: Instagram: @viitorsantoss;ViitorSantoss;540;?  Beatriz Paes ?;;;;;;
Irrelevante;Bradesco;Propaganda;False;;São Paulo;Brasil;Não se aplica;3,92E+17;false;Mon Oct 21 14:04:24 +0000 2013;"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>";0;0;Cartão de Crédito Bradesco Visa c/ benefícios exclusivos + isenção da 1ª anuidade e ainda 2 adicionais gratuitos! http://t.co/cfi2HMerj2;Este é mais um canal pra você acompanhar nossas novidades e saber mais sobre nossos produtos e serviços. Siga com a gente!;Bradesco;46030;Banco Bradesco;São Paulo - Brasil;;;;;
Irrelevante;Bradesco;Propaganda;False;;São Paulo;Brasil;Não se aplica;3,92E+17;false;Mon Oct 21 14:04:51 +0000 2013;"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>";0;0;Cartão de Crédito American Express® c/ benefícios exclusivos + isenção da 1ª anuidade e 2 adicionais gratuitos! http://t.co/NrWCJ47UAP;Este é mais um canal pra você acompanhar nossas novidades e saber mais sobre nossos produtos e serviços. Siga com a gente!;Bradesco;46030;Banco Bradesco;São Paulo - Brasil;;;;;
Irrelevante;Bradesco;Propaganda;False;;São Paulo;Brasil;Não se aplica;3,92E+17;false;Mon Oct 21 14:05:56 +0000 2013;"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>";0;0;Cartão de Crédito Bradesco Visa c/ benefícios exclusivos + isenção da 1ª anuidade e ainda 2 adicionais gratuitos! http://t.co/0gLtVQ5MOn;Este é mais um canal pra você acompanhar nossas novidades e saber mais sobre nossos produtos e serviços. Siga com a gente!;Bradesco;46030;Banco Bradesco;São Paulo - Brasil;;;;;
Irrelevante;Bradesco;Informação ao Cliente;False;;;Brasil;Masculino;3,93E+17;false;Tue Oct 22 22:55:21 +0000 2013;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";0;0;Mega parceria! #Bradesco e #Claro se unem e miram público sem conta. http://t.co/T1x9fwnUu5;Paulista, Jornalista geek on-line, Ciclista amador e Fotojornalista. Compartilho dicas sobre tecnologia, gadgets, celulares e games do Brasil e do mundo.;ruyferrari;1470;Ruy Ferrari;Brasil;;;;;
Irrelevante;Bradesco;Atendimento;False;Osasco;São Paulo;Brasil;Masculino;3,95E+17;;Sun Oct 27 19:20:14 +0000 2013;web;0;0;Ei @Bradesco ai tem uma vaga pro Luis Fabiano?;Minha estrela só Deus tem o poder de apagar, e mais o brilho é natural e eficaz thug™. Killuminati™;AnderSoberano;3489;São Paulino Drama ™;Osasco, na Terra da Garoua ™;;;;;
Irrelevante;Bradesco;Banco;True;;;Brasil;Masculino;3,95E+17;;Sun Oct 27 20:23:49 +0000 2013;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";0;0;Essa cor Vermelha do #Santander e do #Bradesco me incomodam profundamente !!!;...alto astral...;andrezinhorec;437;AndRezInhOPosSi;Brasil RiCifI;;;;;
Irrelevante;Bradesco;Banco;True;;;Brasil;Masculino;3,95E+17;;Sun Oct 27 20:25:06 +0000 2013;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";0;0;@santander_br Essa cor Vermelha do #Santander e do #Bradesco me incomodam profundamente !!!;...alto astral...;andrezinhorec;437;AndRezInhOPosSi;Brasil RiCifI;;;;;
Irrelevante;Bradesco;Banco;True;;;Brasil;Masculino;3,95E+17;;Sun Oct 27 20:25:33 +0000 2013;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";0;0;@Bradesco Essa cor Vermelha do #Santander e do #Bradesco me incomodam profundamente !!!.;...alto astral...;andrezinhorec;437;AndRezInhOPosSi;Brasil RiCifI;;;;;
Irrelevante;Bradesco;Dúvida;False;;;Brasil;Não se aplica;3,95E+17;false;Mon Oct 28 17:40:38 +0000 2013;web;0;0;"@Bradesco EU POSSO MENCIONAR O #SEUTWITTERAOVIVONOMEUPROGRAMA AQUI NA &gt;&gt; http://t.co/YDL7vusk3g";http://www.facebook.com/radiopagodejcaetano RADIOPAGODEJCAETANO@HOTMAIL.COM http://WWW.RADIOPJCAETANO.COM;PagodeJCaetano;8530;PAGODE JOÃO CAETANO;BRASIL;BR;Brasil;São Paulo, São Paulo;city;São Paulo
Irrelevante;Bradesco;Informação ao Cliente;False;;São Paulo;Brasil;Não se aplica;3,96E+17;;Thu Oct 31 19:30:11 +0000 2013;"<a href=""http://www.scup.com.br"" rel=""nofollow"">Scup</a>";0;0;Nunca pedimos atualização da chave de segurança por e-mail. Avise os amigos! #segurança;Este é mais um canal pra você acompanhar nossas novidades e saber mais sobre nossos produtos e serviços. Siga com a gente!;Bradesco;47300;Banco Bradesco;São Paulo - Brasil;;;;;
Irrelevante;Bradesco;Banco;;;São Paulo;Brasil;Feminino;3,99E+17;false;Sat Nov 09 21:03:51 +0000 2013;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";0;0;Presente do Super após minha excelente eficiência! Kkk #link237 #bradesco #work http://t.co/EGHzLQWmy3;Jesus ?;elocassi;231;Eloisa Cassinelli;São Paulo;;;;;
Irrelevante;Bradesco;Banco;;Pau dos Ferros;Rio Grande do Norte;Brasil;Masculino;4,00E+17;;Tue Nov 12 18:14:48 +0000 2013;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";0;0;"Ok ""@AloBradesco: @ClistenesCarlos Vamos notificar a área responsável. Por favor, nos envie seu telefone com DDD, por DM.""";Acadêmico de Ciências Contábeis na Anhanguera-Uniderp e Colunista do Jornal O Mossoroense e Blogueiro!;ClistenesCarlos;4693;Clístenes Carlos;Pau dos Ferros, Brazil;;;;;
Irrelevante;Bradesco;Banco;;;São Paulo;Brasil;Não se aplica;4,01E+17;;Thu Nov 14 11:00:10 +0000 2013;"<a href=""http://www.scup.com.br"" rel=""nofollow"">Scup</a>";0;0;"Amanhã, 15/11, é feriado nacional e não terá expediente nas agências. ;)";Este é mais um canal pra você acompanhar nossas novidades e saber mais sobre nossos produtos e serviços. Siga com a gente!;Bradesco;47839;Banco Bradesco;São Paulo - Brasil;;;;;
Irrelevante;Bradesco;Banco;;;São Paulo;Brasil;Não se aplica;4,01E+17;false;Thu Nov 14 12:05:01 +0000 2013;"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>";0;0;A vida fica melhor c/ benefícios exclusivos. Peça um Cartão American Express® e aproveite! #benefíciosexclusivos http://t.co/pF1uf1g7i1;Este é mais um canal pra você acompanhar nossas novidades e saber mais sobre nossos produtos e serviços. Siga com a gente!;Bradesco;47841;Banco Bradesco;São Paulo - Brasil;;;;;
Irrelevante;Bradesco;Banco;;;São Paulo;Brasil;Não se aplica;4,01E+17;false;Thu Nov 14 12:07:39 +0000 2013;"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>";0;0;A vida fica melhor c/ benefícios exclusivos. Peça um Cartão American Express® e aproveite! #benefíciosexclusivos http://t.co/cgbUjoz0tc;Este é mais um canal pra você acompanhar nossas novidades e saber mais sobre nossos produtos e serviços. Siga com a gente!;Bradesco;47845;Banco Bradesco;São Paulo - Brasil;;;;;
Irrelevante;Bradesco;Banco;;;São Paulo;Brasil;Não se aplica;4,01E+17;false;Thu Nov 14 12:12:54 +0000 2013;"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>";0;0;A vida fica melhor c/ benefícios exclusivos. Peça um Cartão American Express® e aproveite! #benefíciosexclusivos http://t.co/T2mTe7JtTk;Este é mais um canal pra você acompanhar nossas novidades e saber mais sobre nossos produtos e serviços. Siga com a gente!;Bradesco;47847;Banco Bradesco;São Paulo - Brasil;;;;;
Irrelevante;Bradesco;Banco;;;São Paulo;Brasil;Não se aplica;4,01E+17;false;Thu Nov 14 12:14:59 +0000 2013;"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>";0;0;A vida fica melhor c/ benefícios exclusivos. Peça um Cartão American Express® e aproveite! #benefíciosexclusivos http://t.co/q6KfV6t6ts;Este é mais um canal pra você acompanhar nossas novidades e saber mais sobre nossos produtos e serviços. Siga com a gente!;Bradesco;47848;Banco Bradesco;São Paulo - Brasil;;;;;
Irrelevante;Bradesco;Banco;;;;Brasil;Não se aplica;4,01E+17;false;Thu Nov 14 13:22:35 +0000 2013;web;0;0;Agência do #Bradesco é assaltada em Feira de Santana http://t.co/ZbXExJ1TXC;Portal de Notícias da Bahia, com Web Rádio e Web TV. Fique conectado! Participe! Tel. 71-87492599(OI) e 71-83664848(Claro);classe_politica;1092;PORTALCLASSEPOLITICA;;;;;;
Irrelevante;Bradesco;Banco;;;;Brasil;Não se aplica;4,04E+17;;Fri Nov 22 06:32:42 +0000 2013;web;0;0;#CarnavalGlobeleza2014 é um oferecimento #TIM #Bradesco;Fã Clube Oficial Da Rede Globo. Aqui vocês ficam ligados em tudo que rola nós programas da @Rede_Globo com Exclusividade! A Gente Se Liga Em Você!;FcoRedeGlobo;7505;Fã Clube da Globo;Brazil;;;;;
Irrelevante;Bradesco;Banco;;;São Paulo;Brasil;Não se aplica;4,05E+17;false;Mon Nov 25 14:40:45 +0000 2013;"<a href=""http://www.scup.com.br"" rel=""nofollow"">Scup</a>";0;0;Pensamos no futuro hj p/ estarmos prontos p/ o amanhã. Lançamos o 1° app p/ Google Glass. Olha só como funciona: http://t.co/yzjWICzQtw;Este é mais um canal pra você acompanhar nossas novidades e saber mais sobre nossos produtos e serviços. Siga com a gente!;Bradesco;49550;Banco Bradesco;São Paulo - Brasil;;;;;
Irrelevante;Bradesco;Banco;;;São Paulo;Brasil;Não se aplica;4,05E+17;false;Mon Nov 25 16:52:15 +0000 2013;"<a href=""http://idgnow.uol.com.br/"" rel=""nofollow"">IDG Now!</a>";0;0;Bradesco lança aplicativo para Google Glass #Bradesco #GoogleGlass  http://t.co/AIaSnYsBUs;IDG Now! - Tecnologia em primeiro lugar;IDGNow;92367;IDG Now!;São Paulo, Brasil;;;;;
Irrelevante;Bradesco;Banco;;;;Brasil;Masculino;4,05E+17;;Mon Nov 25 17:54:35 +0000 2013;"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>";0;0;@AloBradesco DM;O Idiota no país dos espertos.;Ticostacruz;216526;Ticosantacruz ;República das Bananas;;;;;
Irrelevante;Bradesco;Banco;;;;;Não se aplica;4,05E+17;false;Mon Nov 25 20:10:41 +0000 2013;"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>";0;0;Bradesco cria app para o Google Glass. (http://t.co/E13XJRHAxS) #bradesco #google #googleglass;Você sintonizado com o mercado;mundodmarketing;117434;Mundo do Marketing;;;;;;
Irrelevante;Bradesco;Banco;;;;Brasil;Não se aplica;4,05E+17;false;Mon Nov 25 21:29:41 +0000 2013;"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>";0;0;#Bradesco sai na frente e lança app para #GoogleGlass http://t.co/Zx8QFhJZ4s;Digital Culture Engineering;push_is;25;PUSH;Brazil;;;;;
Irrelevante;Bradesco;Banco;;;;;Não se aplica;4,05E+17;false;Tue Nov 26 12:01:43 +0000 2013;"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>";0;0;RIO DE JANEIRO | Veja a montagem da Árvore de Natal da #Bradesco Seguros  http://t.co/HlOVdp55cE;Promoview atualiza diariamente TUDO sobre Marketing Promocional no Brasil e no Mundo!;Promoview;8102;Tudo sobre promo;+55 41 32052139;;;;;
