OPINIAO;EMPRESA;SERVIÇO;POSSIBLY_SENSITIVE_IS_CORRECT;LOCAL_CIDADE;LOCAL_ESTADO;LOCAL_PAÍS;SEXO_USUÁRIO;id_str;possibly_sensitive;created_at;source;retweet_count;favorite_count;tweet;user_description;user_screen_name;user_followers_count;user_name;user_location;place_country_code;place_country;place_full_name;place_place_type;place_name
Neutro;Bradesco;;Sim;Goiânia;Goiás;Brasil;Masculino;3,88E+17;false;Thu Oct 10 18:15:19 +0000 2013;"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>";0;0;@AloBradesco toma providência ai:  http://t.co/0aSnUviKny;Sou o Lucas Felix tenho 21 anos, Blogueiro, ex-estudante, criador do http://HumorTaLouco.com entre outros blogs ! Contato: humortalouco@hotmail.com;HumorTaLouco;2278;Lucas Felix;Goiânia - GO;;;;;
Neutro;Bradesco;;;;;;Masculino;3,88E+17;;Thu Oct 10 18:37:13 +0000 2013;web;0;0;@BRADESCO #bradesco VOCES PODEM ME AJUDAR !!!! 13 981242006;"Sou de Peixes, Publicitario e Feliz, o Senhor me deu a NOITE e dela faço minha Vida, Obrigado a todos !!!! 
http://www.facebook.com/dinho.albuquerque";dinhoalbuqrq;818;Dinho Albuquerque;-23.981653,-46.237616;;;;;
Neutro;Bradesco;;;Açu;Rio Grande do Norte;Brasil;Masculino;3,89E+17;;Fri Oct 11 03:26:28 +0000 2013;web;0;0;@AloBradesco DM, verificar por favor;Assuense, 20, Futuro Advogado e membro da luta pelos direitos humanos e causas sociais. / WHATSAPP: 84 9622.9367;MatheusFelip_;788;Matheus Felipe;Açu/RN;BR;Brasil;Açu, Rio Grande do Norte;city;Açu
Neutro;Bradesco;;Sim;;São Paulo;Brasil;Masculino;3,89E+17;false;Sun Oct 13 13:31:31 +0000 2013;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";0;0;Missão @longevidade OK 6k nas subidas do iPiranga 25:43 de zigue-zague. #corrida #bradesco… http://t.co/boEaUGiIuE;"Bloguista!         
Blogueiro e Maratonista  #running #marathon #Corrida
Dicas e causos - Corrida de rua - Maratona - Blog -

http://t.co/5m0DxSye";antoniocolucci;2269;Antonio Colucci;São Paulo - Brasil;;;;;
Neutro;Bradesco;Banco;;;;Brasil;Masculino;3,90E+17;;Mon Oct 14 17:02:23 +0000 2013;web;0;0;To em duvida se abro minha conta na @caixa @santander_br ou @Bradesco;Publicitário, apaixonado por musica e filmes, cidadão global.;DiBorgess;3319;Diego Borges ;Brasil;;;;;
Neutro;Bradesco;;Sim;;São Paulo;Brasil;Feminino;3,90E+17;false;Tue Oct 15 17:37:48 +0000 2013;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";0;0;MC em evento #ForumLongevidade #Bradesco http://t.co/kFg5wBOjeC;Já fiz de tudo, um pouco. http://monadorf.wordpress.com/;MonaDorf;12719;Mona Dorf;São Paulo, Brasil;;;;;
Neutro;Bradesco;;;;São Paulo;Brasil;Masculino;3,90E+17;;Tue Oct 15 22:34:51 +0000 2013;"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>";0;0;"Depois de ouvir se minha máquina era ""MaCHIntoCHE"" e se eu tinha ""SafaRÍ"", achei mesmo que a coisa não funcionaria @AloBradesco";jornalista da rádio CBN;miltonjung;34596;miltonjung;São Paulo;;;;;
Neutro;Bradesco;Atendimento;False;Rio de Janeiro;Rio de Janeiro;Brasil;Feminino;3,91E+17;;Thu Oct 17 14:09:39 +0000 2013;web;0;0;@AloBradesco hoje pela manhã entrei em contato com a central Bradescard. Para abrir uma solicitação de uma gravação, poderia ser aqui?;Feliz! Amando e sendo amada,  casada com o @FCocchiarelli, me realizando profissionalmente com a @SantaPimenta_RJ, minha empresa de eventos. : )  Vem, gente!;CarinaCavalieri;134;Carina Cavalieri ;Cidade Maravilhosa;;;;;
Neutro;Bradesco;Dúvida;False;;;Brasil;Feminino;3,91E+17;;Thu Oct 17 20:59:06 +0000 2013;"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>";0;0;Vocês financiam o playstation? @itau @Bradesco;20, nursing student, metalhead, Melody, LoveSik, guitar player. @suhoimnida C'est mon petit. @nhyago c'est mon bitch.;carolalmeids;262;calol ;;;;;;
Neutro;Bradesco;Informação ao Cliente;False;;São Paulo;Brasil;Não se aplica;3,92E+17;false;Mon Oct 21 13:46:07 +0000 2013;"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>";0;0;"Lucro do #Bradesco para 3º tri é o terceiro maior da história &gt; http://t.co/aNOEIOOwl5";"As notícias, análises, posts e dicas mais interessantes do site EXAME

http://www.exame.abril.com.br";exame_com;291666;Exame;São Paulo - Brasil;;;;;
Neutro;Bradesco;Atendimento;False;;;Brasil;Feminino;3,93E+17;false;Wed Oct 23 17:31:28 +0000 2013;"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>";0;0;@alobradesco isso é seguro: CARTÃO DE CRÉDITO BRADESCO  http://t.co/se7gbfP1QA;Bacharel em Direito, acadêmica de Relações Internacionais. Sou filha, tia e amiga. Todos os sentimentos exatamente no extremo! #SPFC #BARÇA;drikaroa;1110;Adriana Roa;Terra do Nunca;;;;;
Neutro;Bradesco;Noticias;True;;;Brasil;Masculino;3,93E+17;false;Wed Oct 23 23:13:11 +0000 2013;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";0;0;VerreschiFeelings #Inauguraçao #Santos #santander #bradesco #cool #happy #smile http://t.co/HalwEu4MIX;Geminiano, Curioso, Inteligente, Extrovertido e Mutável. Promoti da @_Vexame e @SelectionParty.;JotaLuciano;933;ééé.o.Jota; I ? SP;;;;;
Neutro;Bradesco;Atendimento;True;;;Brasil;Masculino;3,95E+17;;Mon Oct 28 15:05:12 +0000 2013;"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>";0;0;RT @TurmaDoBlaBlaBla: @danisouto, o que houve? @alobradesco.;Padroeiro do mengão. Tenho trabalhado demais, muitos milagres...  28 de outubro - #JujuDay #DiaDoFlamenguista;Sa0JudasTadeu;1088;São Judas Tadeu;Céu;;;;;
Neutro;Bradesco;Banco;True;;;Brasil;Masculino;3,96E+17;false;Wed Oct 30 15:58:55 +0000 2013;web;0;0;@Bradesco olha isso que ta aparecendo banking. http://t.co/HcleUKF9uT;Simples & Didático;Diemenson;317;Diemenson ;;;;;;
Neutro;Bradesco;Banco;False;;;Brasil;Masculino;3,96E+17;false;Thu Oct 31 16:02:14 +0000 2013;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";0;0;Na palestra de hj sobre inovação tecnológica para o #bradesco um artista registrou visualmente todo conteúdo! :) http://t.co/Kg4OPk3nnl;Estrategista em Marketing, especialista em Cultura Digital. Cientista de Dados. Consultor, Palestrante, Pesquisador e Autor.;cappra;1378;Ricardo Cappra;Brasil;;;;;
Neutro;Bradesco;Atendimento;True;;;Brasil;Feminino;3,96E+17;;Thu Oct 31 17:08:15 +0000 2013;"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>";0;0;@AloBradesco vem cá, rsrsrs, tenho dúvidas...;Bacharel em Direito, acadêmica de Relações Internacionais. Sou filha, tia e amiga. Todos os sentimentos exatamente no extremo! #SPFC #BARÇA;drikaroa;1118;Adriana Roa;Terra do Nunca;;;;;
Neutro;Bradesco;Banco;;;;;Masculino;3,97E+17;true;Sat Nov 02 20:16:05 +0000 2013;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";0;0;Junto é bom! ?#bike #ciclofaixa #bradesco http://t.co/A8XpkD6lms;Repórter da Rede Record, Programa da Tarde;sampaioalex;2110;Alex Sampaio;;;;;;
Neutro;Bradesco;Banco;;;;;Masculino;3,97E+17;true;Sat Nov 02 20:17:23 +0000 2013;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";0;0;#ibirapuera #bike #ciclofaixa #bradesco http://t.co/bI8YB6rHZk;Repórter da Rede Record, Programa da Tarde;sampaioalex;2111;Alex Sampaio;;;;;;
Neutro;Bradesco;Banco;;;;;Masculino;3,97E+17;true;Sat Nov 02 20:20:17 +0000 2013;"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>";0;0;Bom restinho de sábado gente linda! #ibirapuera #ciclofaixa #bike #bradesco http://t.co/H6HC8ZV9Uq;Repórter da Rede Record, Programa da Tarde;sampaioalex;2111;Alex Sampaio;;;;;;
Neutro;Bradesco;Banco;;Curitiba;Paraná;Brasil;Masculino;3,97E+17;false;Mon Nov 04 22:06:48 +0000 2013;"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>";0;0;@AloBradesco CHROME NO MAC não aparece lista de fabricantes pra cadastrar o token do celular http://t.co/cv44vNvN3F;The wrong way to take refugee involves seeking shelter. :);rslonik;5838;Slonik;Curitiba;;;;;
Neutro;Bradesco;Banco;;;Rio de Janeiro;Brasil;Masculino;3,99E+17;;Sat Nov 09 15:07:18 +0000 2013;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";0;0;10 caixas eletrônicos e só 1 fazendo depósito na agência de Miguel Couto #Bradesco;Carioca? ,Casado ,Protestante ?,Amo minha família ,Praia e Musculação;SilveirOficial;595;Alessandro Silveira;Rio de janeiro ;;;;;
Neutro;Bradesco;Banco;;;;Brasil;Feminino;4,00E+17;;Tue Nov 12 02:37:38 +0000 2013;web;0;0;"queria trabalhar no #Bradesco ainda viu ;/";"Pense e fale o que quiser, se isso lhe fizer feliz eu não me importo. 

Filha de Deus";gaabriellyR;210;Gabrielly;;;;;;
Neutro;Bradesco;Banco;;São Paulo;São Paulo;Brasil;Masculino;4,01E+17;;Fri Nov 15 12:31:38 +0000 2013;web;0;0;O @bradesco cobrou R$ 11,90 por um saque no Banco 24 horas, q eu fui obrigado a utilizar pq os caixas do @bradesco estavam desativados.;;mario_ssantiago;220;Mario Santiago;São Paulo - SP;;;;;
Neutro;Bradesco;Banco;;Vila Isabel;Rio de Janeiro;Brasil;Masculino;4,02E+17;;Sat Nov 16 12:47:41 +0000 2013;web;0;0;@AloBradesco Me dá uma ligada. To querendo voltar a pagar minha cesta básica do Bradesco.;Marketing professional, community manager and apprentice runner;denispoggian;356;Denis Poggian;Vila Isabel - Rio de Janeiro;;;;;
Neutro;Bradesco;Banco;;;;;Masculino;4,03E+17;;Tue Nov 19 01:52:06 +0000 2013;"<a href=""http://m.dabr.co.uk"" rel=""nofollow"">Dabr</a>";0;0;Ei, @AloBradesco, bora resolver o caso da @kelviaborges. Demoro já! Pra ontem!;Eu só falo merda. Se quiser me seguir o problema é seu. Foda-se!!! odaiv e atup odut™ FODA É MEU PAI, EU SOU FODINHA™;Duff_Beer;1243;RAUL (Zoão™);Elm Street;;;;;
Neutro;Bradesco;Banco;;;São Paulo;Brasil;Masculino;4,05E+17;;Mon Nov 25 21:39:09 +0000 2013;web;0;0;@AloBradesco Consigo abrir conta com a minha carteira de trabalho ja que meu RG esta muito rasurado e preciso urgentemente da conta;Eu tenho um plano, me sigam =];marcouk12;139931;Marco Aurélio ?;São Paulo;;;;;
Neutro;Bradesco;Banco;;Uberlândia;Minas Gerais;Brasil;Masculino;4,05E+17;;Tue Nov 26 00:23:48 +0000 2013;web;0;0;alô galera do @Bradesco @AloBradesco, ajuda eu;"sem sal, chato, inamorável. 
same shit, different day.";jimmy_fm;422;meu nome não é Jimmy;Uberlândia, Brasil;;;;;
Neutro;Bradesco;Aplicativo;;Fortaleza;Ceará;Brasil;Masculino;4,09E+17;;Thu Dec 05 15:25:21 +0000 2013;"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>";0;0;@bradesco troquei de celular, preciso reconfigurar o APP para android;Pai do João. Jornalista. Editor do portal Verdes Mares, titular dos blogs do Diário do Nordeste: Time de Fora e Diário na Copa. Perfil multi-temático ¯\_(?)_/¯;marcelobloc;3808;Marcelo Bloc;Fortaleza/CE;;;;;
Neutro;Bradesco;;;;;Brasil;Masculino;4,09E+17;;Thu Dec 05 21:40:33 +0000 2013;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";0;0;Ei @Alobradesco moro no rj e minha agência eh em sp ! Estou sem cartão , preciso de um novo e a moça disse que só indo na agência, me ajuda?;Roteirista do programa DIVERTICS, humorista do COMEDIA em PE e Demitido do programa da Fatima Bernardes e do programa da Regina Casé! O garoto Problema;victorsarro;162006;victor;BRASIL;;;;;
Neutro;Bradesco;Saque;;;;Brasil;Masculino;4,09E+17;;Fri Dec 06 12:04:52 +0000 2013;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";0;0;@AloBradesco mais uma ajuda hahahaha cancelei o cartão para ngm usar , mas não consigo sacar dinheiro nem pela biometria ! Onde libera?;Roteirista do programa DIVERTICS, humorista do COMEDIA em PE e Demitido do programa da Fatima Bernardes e do programa da Regina Casé! O garoto Problema;victorsarro;162103;victor;BRASIL;;;;;
Neutro;Bradesco;Saque;;;;Brasil;Masculino;4,09E+17;;Fri Dec 06 12:24:08 +0000 2013;"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>";0;0;@AloBradesco mais uma ajuda hahahaha cancelei o cartão para ngm usar , mas não consigo sacar dinheiro nem pela biometria ! Onde libera?jk;Roteirista do programa DIVERTICS, humorista do COMEDIA em PE e Demitido do programa da Fatima Bernardes e do programa da Regina Casé! O garoto Problema;victorsarro;162106;victor;BRASIL;;;;;
Neutro;Bradesco;;;São Paulo;São Paulo;Brasil;Feminino;4,09E+17;false;Sat Dec 07 18:08:27 +0000 2013;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";0;0;Festa da Empresa! #Bradesco @ Sítio Jacucaí http://t.co/QYj5Qj7w6v;Nossas dúvidas são traidoras e nos fazem perder o que, com frequência, poderíamos ganhar, por simples medo de arriscar.;fannygalvao;395;Stephanny Galvão  ;São Paulo,SP;BR;Brasil;Itapevi, São Paulo;city;Itapevi
Neutro;Bradesco;;;;;Brasil;Masculino;4,09E+17;;Sat Dec 07 21:15:09 +0000 2013;web;0;0;Boatos de que o @Bradesco tem mensagens subliminares! Confere produção?;É tudo real nas minhas mentiras. Nesse mundo, você não é ninguém até que alguém fale mal de você. Vilão também merece final feliz.;Ziinhu_;13827; Ziinhu Mizzarini.;BarMan - Dançarino - Promoter.;;;;;
Neutro;Bradesco;;;;;Brasil;Masculino;4,10E+17;false;Sun Dec 08 13:59:30 +0000 2013;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";0;0;#Bradesco com design japonês http://t.co/nHsmnUycco;Um sagitariano típico. Jornalista, RP, mestre, pesquisador, analista de midia, assessor de imprensa, ativista e um apaixonado pela vida;JoseJance;443;José Jance Marques;Brasília / Tokyo;;;;;
Neutro;Bradesco;;;Natal;Rio Grande do Norte;Brasil;Feminino;4,10E+17;;Tue Dec 10 00:28:14 +0000 2013;web;0;0;@Bradesco tem como tirar uma duvida?;Unfollow é a serventia da casa.;Leocrf;2934;Pep Jaymediola;Natal - RN;;;;;
Neutro;Bradesco;;;Campinas;São Paulo;Brasil;Masculino;4,11E+17;;Wed Dec 11 19:23:24 +0000 2013;"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>";0;0;@AloBradesco bradescão, preciso de ajuda;SOY SOY LANUS HASTA LÁ MUERTE, aprecio whisky e vodka. GO FERRARI!;fabiaof1;21233;Fabio;Campinas, São Paulo, Brasil;;;;;
Neutro;Bradesco;;;Campinas;São Paulo;Brasil;Masculino;4,11E+17;;Wed Dec 11 19:51:02 +0000 2013;"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>";0;0;"como seu cliente peço que torça para o lanus hoje por favor RT @AloBradesco: @fabiaof1 Oiê! Pode falar! Se preferir, envie DM. ;)";SOY SOY LANUS HASTA LÁ MUERTE, aprecio whisky e vodka. GO FERRARI!;fabiaof1;21231;Fabio;Campinas, São Paulo, Brasil;;;;;
Neutro;Bradesco;;;Niterói;Rio de Janeiro;Brasil;Não informado;4,12E+17;false;Mon Dec 16 02:00:24 +0000 2013;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";0;0;Árvore de natal ! #Bradesco #Rj #happy @ Lagoa Rodrigo de Freitas http://t.co/NoL330IFwD;A vida me ensinou a nunca desistir, nem ganhar, nem perder mas procurar evoluir ?;pooxarafs;359;M.T 3;Niterói - RJ;;;;;
Neutro;Bradesco;;;;São Paulo;Brasil;Masculino;4,13E+17;;Mon Dec 16 09:33:04 +0000 2013;"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>";0;0;07h30: Esperando o @Bradesco resolver minha situação.;"Jornalista, apresentador, crítico de televisão e ator.
Atualmente estou na Rede CNT de Seg. à Sexta às 14hrs. 
* TWITTER ATUALIZADO PELO PRÓPRIO E EQUIPE";leao_lobo;31461;Leão Lobo;São Paulo - Brasil;;;;;
Neutro;Bradesco;;;Paracatu;Minas Gerais;Brasil;Masculino;4,13E+17;;Mon Dec 16 11:12:16 +0000 2013;"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>";0;0;espero q fila do #Bradesco hj não esteja grade pq só tenho 4h de almoço;NÃO QUERO MINHA VIDA IGUAL A TUDO QUE SE VÊ...;jmdesaron;306;João Marcos de Saron;Paracatu/MG;;;;;
Neutro;Bradesco;;;;Rio de Janeiro;Brasil;Não se aplica;4,13E+17;false;Mon Dec 16 17:55:26 +0000 2013;"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>";0;0;Cc @AloBradesco RT @FabiGomesRJ: @FEBRABAN @bruxinhabeth @GovRJ to 1 hora Bradesco. Minha senha eh 0251 e tá na 0231. http://t.co/5z59CpKwTT;We work  24x7 helping people to avoid urban violence&Jam, helping victims of disasters, people who need blood transfusions. We REALLY use Twitter to Save Lives.;LeiSecaRJ;585347;Lei Seca RJ;Rio de Janeiro;;;;;
Neutro;Bradesco;;;;;;Masculino;4,13E+17;;Mon Dec 16 18:05:23 +0000 2013;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";0;0;@LeiSecaRJ @AloBradesco @FabiGomesRJ @FEBRABAN @bruxinhabeth @GovRJ estava na mesma fila que vc. Bradesco do mercadao jpa? Peguei senha 140;Rodolfo Correlo, 22 anos, Carioca, Botafoguense, Técnico em SMAS e Meio Ambiente, Leonino, seguindo nessa vida cheia de vai e volta!;correlo;37;Rodolfo Correlo;Merck City;BR;Brasil;Rio de Janeiro, Rio de Janeiro;city;Rio de Janeiro
Neutro;Bradesco;Banco;;;São Paulo;Brasil;Masculino;4,13E+17;;Wed Dec 18 15:21:53 +0000 2013;"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>";0;0;"""@Bradesco: Em 2014 queremos que todo mundo tenha o que quiser! O que vc mais quer para 2014?"" O fim do capitalismo.";Autor de Legado de Bathory, Predadores, Emboscada (@tarjaeditorial) e outros livros por aí.;aleheredia;533;Alexandre Heredia;São Paulo;;;;;
Neutro;Bradesco;Banco;Sim;Barueri;São Paulo;Brasil;Feminino;4,13E+17;false;Wed Dec 18 22:32:35 +0000 2013;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";0;0;Um bom Rock and Roll! Capital Inicial #festa #Bradesco http://t.co/qiJ6uL7OEx;Cristã, bailarina !;karineenirak;239;karine Oliveira ;Barueri-SP;;;;;
Neutro;Bradesco;Banco;;Caxias do Sul;Rio Grande do Sul;Brasil;Feminino;4,14E+17;;Fri Dec 20 00:27:57 +0000 2013;web;0;0;"""Quero q todo mundo tenha dois chocolates: um pra comer e outro pra quem ta pedindo."" ^-^ ^-^ #Bradesco #QueroQueTodoMundoTenha";Artista da Comunicação: Jornalista | Gestora de mídia online| Assessora de Imprensa | Assistente de Eventos. Uma libriana gaúcha, otimista e gremista, tchê!;rakkucha;439;Raquel Almeida;Caxias do Sul - RS;;;;;
Neutro;Bradesco;Banco;;;;;Masculino;4,14E+17;;Fri Dec 20 15:00:31 +0000 2013;"<a href=""https://play.google.com/store/apps/details?id=com.dwdesign.tweetings&hl=en"" rel=""nofollow"">Tweetings for Android</a>";0;0;Ei pessoal lindo do @AloBradesco. Preciso atualizar meus telefones com vcs. #comofas;Tô aqui pra me divertir e não pra fazer amigos. Se o que eu falo te ofende, você que se foda. Simples assim.;GordoGeek;42879;GordoGeek;;;;;;
Neutro;Bradesco;Banco;;;Goiás;Brasil;Masculino;4,14E+17;;Sat Dec 21 01:17:18 +0000 2013;"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>";0;0;Hoje foi top @__jessicaxavier @jmdesaron @_HelddyN @OliverFausto #Carlos #Paloma #Lucas #Bradesco;@__Jessicaxavier sz;pohavei;3364; ? Cristyan;GO;;;;;
Neutro;Bradesco;Banco;Sim;Paracatu;Minas Gerais;Brasil;Masculino;4,15E+17;false;Mon Dec 23 21:36:48 +0000 2013;"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>";0;0;The Voice Ptu kkkkkkkk #confraternização #Bradesco #top ?????? http://t.co/tNtWEIRFd2;"' Este soy yo ;";NNeguinho;605;Douglas Neiva ??;Paracatu - MG;;;;;
Neutro;Bradesco;Banco;;;São Paulo;Brasil;Masculino;4,17E+17;;Fri Dec 27 14:41:00 +0000 2013;web;0;0;@naosalvo e eu que tenho conta lá, não ganho nem um cartão de boas festas do @AloBradesco :( consideração mil graus;Não se preocupe, não sou ninguém importante...;trollador_jr;56;Trollador Jr;SP;;;;;
Neutro;Bradesco;Banco;;Santos;São Paulo;Brasil;Não se aplica;4,17E+17;;Fri Dec 27 14:41:59 +0000 2013;web;0;0;@felipealmeida_s @AloBradesco te dou 3 uvas passas de presente;Entre o céu e o créu existem coisas que você nem imagina. Esse é simplesmente o twitter do blog http://www.NaoSalvo.com.br e o meu (Cid) pessoal por tabela ????;naosalvo;378368;Cid NaoSalvo.com.br;Santos / São Paulo;;;;;
Neutro;Bradesco;Banco;;Santos;São Paulo;Brasil;Não se aplica;4,17E+17;;Fri Dec 27 14:42:57 +0000 2013;web;0;0;@trollador_jr @AloBradesco bem feito, quem mandou n ser ryco q nem eu e movimentar milhoes de reais por ano;Entre o céu e o créu existem coisas que você nem imagina. Esse é simplesmente o twitter do blog http://www.NaoSalvo.com.br e o meu (Cid) pessoal por tabela ????;naosalvo;378368;Cid NaoSalvo.com.br;Santos / São Paulo;;;;;
Neutro;Bradesco;Banco;;Santos;São Paulo;Brasil;Não se aplica;4,17E+17;;Fri Dec 27 14:43:34 +0000 2013;web;0;0;@biavcastro @AloBradesco divido o vinho aqui;Entre o céu e o créu existem coisas que você nem imagina. Esse é simplesmente o twitter do blog http://www.NaoSalvo.com.br e o meu (Cid) pessoal por tabela ????;naosalvo;378368;Cid NaoSalvo.com.br;Santos / São Paulo;;;;;
Neutro;Bradesco;Banco;;Santos;São Paulo;Brasil;Não se aplica;4,17E+17;;Fri Dec 27 14:47:13 +0000 2013;web;0;0;@GuilhermeCPrado @AloBradesco hauhuahu deixa de dor de cotovelo ae guiherme!;Entre o céu e o créu existem coisas que você nem imagina. Esse é simplesmente o twitter do blog http://www.NaoSalvo.com.br e o meu (Cid) pessoal por tabela ????;naosalvo;378368;Cid NaoSalvo.com.br;Santos / São Paulo;;;;;
Neutro;Bradesco;Banco;;Criciúma;Santa Catarina;Brasil;Masculino;4,17E+17;;Fri Dec 27 14:53:46 +0000 2013;web;0;0;@naosalvo @AloBradesco sou cliente do Bradesco e nunca ganhei nem 1 real de presente. Puxa-saquismo, a gente vê por aqui rs;A vida é uma piada, se você não tá rindo é porque ainda não entendeu... http://blogassuntosdiversos.blogspot.com;lipecasagrande;4802;Filipe;Criciúma;;;;;
Neutro;Bradesco;Banco;;Santos;São Paulo;Brasil;Não se aplica;4,17E+17;;Fri Dec 27 14:54:41 +0000 2013;web;0;0;@lipecasagrande @AloBradesco o dia q vc for ryco e movimentar a mesma grana q eu ai vc ganha cara ahuhuahuhauhuahuahu;Entre o céu e o créu existem coisas que você nem imagina. Esse é simplesmente o twitter do blog http://www.NaoSalvo.com.br e o meu (Cid) pessoal por tabela ????;naosalvo;378372;Cid NaoSalvo.com.br;Santos / São Paulo;;;;;
Neutro;Bradesco;Banco;;Criciúma;Santa Catarina;Brasil;Masculino;4,17E+17;;Fri Dec 27 14:58:43 +0000 2013;web;0;0;@naosalvo @AloBradesco auhauahuau, tapa na cara dos pobres;A vida é uma piada, se você não tá rindo é porque ainda não entendeu... http://blogassuntosdiversos.blogspot.com;lipecasagrande;4802;Filipe;Criciúma;;;;;
Neutro;Bradesco;Banco;;Santos;São Paulo;Brasil;Não se aplica;4,17E+17;;Fri Dec 27 15:01:02 +0000 2013;web;0;0;"@lipecasagrande @AloBradesco to brincando huahua mas se quiser eu divido o vinho aqui =)
abs";Entre o céu e o créu existem coisas que você nem imagina. Esse é simplesmente o twitter do blog http://www.NaoSalvo.com.br e o meu (Cid) pessoal por tabela ????;naosalvo;378373;Cid NaoSalvo.com.br;Santos / São Paulo;;;;;
Neutro;Bradesco;Banco;;;;Brasil;Masculino;4,17E+17;;Fri Dec 27 15:02:54 +0000 2013;web;0;0;@naosalvo @AloBradesco Bacana .. eles só me mandam boletos!!;"Pode até me seguir. Mas por favor não me persiga!!!!!

Por um mundo melhor!!!!";Juninhoo3;78;Junior;Brasil;;;;;
Neutro;Bradesco;Banco;;Santos;São Paulo;Brasil;Não se aplica;4,17E+17;;Fri Dec 27 15:05:20 +0000 2013;web;0;0;@Juninhoo3 @AloBradesco paga sua conta do twitter ae rapa! hauhuahu;Entre o céu e o créu existem coisas que você nem imagina. Esse é simplesmente o twitter do blog http://www.NaoSalvo.com.br e o meu (Cid) pessoal por tabela ????;naosalvo;378370;Cid NaoSalvo.com.br;Santos / São Paulo;;;;;
Neutro;Bradesco;Banco;;Criciúma;Santa Catarina;Brasil;Masculino;4,17E+17;;Fri Dec 27 15:06:16 +0000 2013;web;0;0;@naosalvo @AloBradesco olha q so chupim. Se for passar a virada do ano em Camboriú- SC, já te mando um torpedo pra ir lá rouba a garrafa kkk;A vida é uma piada, se você não tá rindo é porque ainda não entendeu... http://blogassuntosdiversos.blogspot.com;lipecasagrande;4802;Filipe;Criciúma;;;;;
Neutro;Bradesco;Banco;;Santos;São Paulo;Brasil;Não se aplica;4,17E+17;;Fri Dec 27 15:07:16 +0000 2013;web;0;0;@lipecasagrande @AloBradesco estarei em Balneario! (mas n sei o bairro, n conheço nada);Entre o céu e o créu existem coisas que você nem imagina. Esse é simplesmente o twitter do blog http://www.NaoSalvo.com.br e o meu (Cid) pessoal por tabela ????;naosalvo;378370;Cid NaoSalvo.com.br;Santos / São Paulo;;;;;
Neutro;Bradesco;Banco;;;;;Masculino;4,17E+17;;Fri Dec 27 16:02:24 +0000 2013;web;0;0;@naosalvo @azaghal @AloBradesco legal, mas pra vocês que são populares né, eu sou cliente há anos e só ganho tarifas e mais tarifas. huahue;Gosto de coisas gostosas, 1 exemplo: churros;PauloDias;1697;Somebody to love;http://goo.gl/maps/JF8fw;;;;;
